"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Renato Nunez","BAL",".272","0.70","21.1%","32.6%","46.3%","17.7%","16.7%","7","5.3%","0","0.0%","44.3%","29.6%","26.1%","20.4%","43.0%","36.6%","14503"
"Tim Anderson","CHW",".399","1.76","23.8%","48.6%","27.6%","4.6%","16.7%","18","9.5%","0","0.0%","32.7%","37.1%","30.2%","17.9%","49.9%","32.2%","15172"
"Billy McKinney","TOR",".250","0.95","20.7%","38.5%","40.8%","11.0%","16.4%","7","10.1%","1","33.3%","49.5%","30.2%","20.3%","18.1%","44.5%","37.4%","15654"
"Addison Russell","CHC",".280","1.38","17.1%","48.1%","34.8%","5.5%","16.4%","5","6.6%","1","50.0%","39.4%","31.9%","28.8%","20.0%","48.8%","31.3%","14106"
"Brandon Nimmo","NYM",".293","1.02","23.3%","38.8%","38.0%","4.1%","16.3%","0","0.0%","1","33.3%","39.4%","31.1%","29.5%","14.4%","50.0%","35.6%","12927"
"Brian Anderson","MIA",".305","1.28","19.3%","45.4%","35.3%","10.6%","16.3%","14","8.9%","0","0.0%","38.2%","32.8%","29.0%","19.5%","36.2%","44.3%","18289"
"Omar Narvaez","SEA",".306","0.82","26.3%","33.1%","40.5%","7.3%","16.1%","2","1.8%","0","0.0%","38.6%","33.3%","28.0%","18.3%","51.9%","29.8%","13338"
"Kurt Suzuki","WSN",".248","0.78","23.5%","33.6%","42.9%","15.1%","16.0%","2","2.4%","0","0.0%","53.4%","31.6%","15.0%","20.2%","45.3%","34.4%","8259"
"Christian Vazquez","BOS",".305","1.04","23.0%","39.3%","37.7%","6.9%","16.0%","5","3.3%","1","20.0%","36.2%","35.1%","28.7%","12.7%","53.7%","33.6%","9774"
"Anthony Rendon","WSN",".323","0.72","21.2%","33.1%","45.7%","10.3%","15.9%","8","5.2%","0","0.0%","42.1%","32.9%","25.0%","16.9%","38.5%","44.7%","12861"
"Jon Berti","MIA",".360","2.55","26.2%","53.0%","20.8%","10.5%","15.8%","11","11.3%","0","0.0%","34.8%","36.4%","28.8%","19.6%","44.0%","36.4%","12037"
"Eddie Rosario","MIN",".273","0.89","20.4%","37.4%","42.2%","11.8%","15.8%","8","4.4%","1","100.0%","48.8%","30.7%","20.5%","15.4%","45.6%","39.0%","12155"
"J.T. Realmuto","PHI",".309","1.04","23.4%","39.0%","37.6%","8.8%","15.7%","15","9.1%","0","0.0%","44.2%","31.7%","24.1%","14.2%","40.2%","45.6%","11739"
"Anthony Santander","BAL",".285","0.91","17.6%","39.2%","43.2%","12.5%","15.6%","8","6.9%","0","0.0%","46.0%","30.2%","23.8%","19.1%","43.0%","37.9%","14551"
"Yuli Gurriel","HOU",".289","0.97","22.4%","38.2%","39.4%","13.6%","15.6%","16","8.3%","0","0.0%","45.3%","32.9%","21.8%","17.8%","43.6%","38.6%","19198"
"Hunter Dozier","KCR",".339","0.78","21.6%","34.5%","43.9%","10.2%","15.6%","11","8.4%","0","0.0%","40.8%","34.5%","24.7%","13.9%","40.8%","45.3%","15117"
"Evan Longoria","SFG",".291","1.10","21.7%","41.0%","37.3%","4.7%","15.5%","9","6.3%","0","0.0%","39.3%","39.9%","20.8%","11.0%","45.1%","43.9%","9368"
"John Hicks","DET",".273","1.01","18.8%","40.9%","40.4%","15.5%","15.5%","6","7.1%","0","0.0%","46.0%","33.6%","20.4%","19.4%","42.7%","37.9%","12547"
"Jeff McNeil","NYM",".337","1.25","22.1%","43.3%","34.7%","6.0%","15.4%","16","8.6%","3","50.0%","46.3%","31.4%","22.2%","11.2%","50.9%","37.8%","15362"
"Albert Almora Jr.","CHC",".255","1.88","18.8%","53.1%","28.2%","17.9%","15.4%","11","7.5%","0","0.0%","33.5%","39.4%","27.1%","23.9%","45.8%","30.3%","14109"
"Paul DeJong","STL",".259","0.85","18.0%","37.7%","44.3%","12.3%","15.4%","11","6.6%","0","0.0%","47.5%","33.2%","19.3%","19.1%","39.3%","41.6%","18015"
"Marcus Semien","OAK",".294","1.06","20.0%","41.1%","38.9%","8.8%","15.3%","14","6.1%","0","0.0%","44.1%","31.5%","24.5%","14.9%","43.3%","41.7%","12533"
"Adeiny Hechavarria","- - -",".272","1.24","14.8%","47.1%","38.1%","3.4%","15.3%","7","9.6%","0","0.0%","41.0%","35.3%","23.7%","16.0%","44.2%","39.7%","10459"
"Travis d'Arnaud","- - -",".281","1.06","20.6%","40.8%","38.6%","18.1%","15.2%","3","2.7%","0","0.0%","38.6%","33.5%","27.9%","19.1%","39.3%","41.5%","7739"
"Jason Heyward","CHC",".281","1.36","19.6%","46.3%","34.2%","10.1%","15.2%","11","5.9%","0","0.0%","41.9%","36.5%","21.7%","17.7%","47.0%","35.2%","4940"
"Eduardo Escobar","ARI",".283","0.73","22.7%","32.8%","44.6%","5.2%","15.2%","9","5.3%","0","0.0%","43.8%","35.5%","20.7%","12.8%","45.9%","41.3%","6153"
"Dexter Fowler","STL",".294","1.08","25.3%","38.8%","35.9%","4.8%","15.2%","10","7.4%","1","50.0%","40.3%","37.1%","22.6%","17.7%","44.9%","37.4%","4062"
"Scott Kingery","PHI",".337","0.85","26.2%","33.9%","39.9%","12.8%","15.2%","11","10.4%","0","0.0%","47.1%","32.5%","20.4%","14.0%","40.1%","45.9%","17975"
"Jose Martinez","STL",".328","1.91","24.1%","49.8%","26.1%","3.0%","15.2%","7","5.6%","0","0.0%","29.1%","42.9%","28.0%","13.8%","49.2%","37.0%","7996"
"Adam Haseley","PHI",".344","2.82","22.2%","57.4%","20.4%","12.1%","15.2%","6","6.5%","0","0.0%","36.8%","38.7%","24.5%","14.7%","49.1%","36.2%","19878"
"Pedro Severino","BAL",".285","1.08","23.2%","39.9%","36.9%","17.4%","15.1%","9","9.7%","0","0.0%","48.5%","34.5%","17.0%","19.6%","47.2%","33.2%","14523"
"Hernan Perez","MIL",".283","1.64","16.2%","52.1%","31.7%","7.5%","15.1%","4","4.6%","0","0.0%","39.6%","36.1%","24.3%","18.9%","41.4%","39.6%","5751"
"Corey Dickerson","- - -",".344","0.94","25.1%","36.2%","38.6%","17.5%","15.0%","8","10.7%","0","0.0%","33.8%","29.5%","36.7%","21.3%","40.1%","38.6%","10762"
"Marwin Gonzalez","MIN",".310","1.43","23.9%","44.8%","31.3%","7.8%","14.7%","7","4.8%","0","0.0%","39.0%","38.1%","22.9%","12.5%","46.3%","41.2%","5497"
"Cavan Biggio","TOR",".309","0.54","27.6%","25.4%","47.0%","3.7%","14.7%","3","5.1%","1","100.0%","49.4%","32.6%","18.0%","12.4%","48.1%","39.5%","19252"
"Tucker Barnhart","CIN",".278","1.41","22.3%","45.5%","32.2%","10.7%","14.7%","2","1.9%","0","0.0%","43.4%","30.2%","26.4%","16.6%","49.8%","33.6%","10200"
"JaCoby Jones","DET",".304","1.09","23.0%","40.2%","36.8%","8.0%","14.7%","10","12.2%","0","0.0%","42.9%","34.1%","22.9%","13.2%","43.4%","43.4%","14818"
"David Peralta","ARI",".327","1.84","21.3%","51.0%","27.7%","11.0%","14.6%","12","7.9%","0","0.0%","36.1%","40.5%","23.3%","16.9%","39.9%","43.2%","2136"
"Brian Dozier","WSN",".271","0.80","20.6%","35.4%","44.1%","15.3%","14.6%","7","6.4%","1","100.0%","54.2%","26.0%","19.9%","18.3%","43.6%","38.1%","9810"
"Jose Osuna","PIT",".285","1.49","20.7%","47.5%","31.8%","7.2%","14.5%","6","5.8%","0","0.0%","37.8%","34.6%","27.6%","18.9%","47.0%","34.1%","12937"
"Harold Ramirez","MIA",".328","2.50","19.6%","57.4%","23.0%","10.5%","14.5%","23","12.1%","0","0.0%","36.3%","35.6%","28.1%","17.8%","46.8%","35.3%","14387"
"Freddy Galvis","- - -",".312","1.04","20.9%","40.4%","38.7%","6.3%","14.5%","11","6.6%","2","50.0%","42.9%","30.4%","26.7%","13.3%","48.7%","38.1%","6609"
"Brandon Dixon","DET",".336","0.90","23.6%","36.3%","40.2%","13.5%","14.4%","5","5.3%","0","0.0%","36.3%","37.8%","25.9%","16.6%","42.1%","41.3%","15214"
"Bryan Reynolds","PIT",".387","1.56","23.9%","46.4%","29.8%","6.3%","14.4%","16","9.2%","0","0.0%","38.6%","35.1%","26.3%","16.4%","40.8%","42.9%","19326"
"Nick Castellanos","- - -",".337","0.95","22.7%","37.7%","39.6%","2.1%","14.4%","22","12.3%","0","0.0%","40.8%","32.8%","26.3%","12.6%","45.1%","42.3%","11737"
"Todd Frazier","NYM",".284","0.81","21.8%","35.0%","43.2%","12.2%","14.3%","6","5.0%","1","100.0%","49.9%","32.0%","18.2%","19.9%","46.6%","33.4%","785"
"Jake Marisnick","HOU",".310","1.24","18.2%","45.3%","36.5%","10.0%","14.3%","7","8.0%","1","12.5%","43.0%","31.0%","26.0%","22.0%","46.5%","31.5%","11339"
"Brandon Drury","TOR",".259","1.23","24.0%","41.9%","34.1%","20.0%","14.3%","3","2.3%","0","0.0%","46.8%","32.5%","20.8%","24.4%","37.3%","38.3%","11615"
"Kevan Smith","LAA",".287","2.20","27.7%","49.7%","22.6%","2.9%","14.3%","1","1.3%","0","0.0%","32.9%","33.5%","33.5%","14.2%","45.8%","40.0%","12284"
"Rhys Hoskins","PHI",".267","0.58","20.6%","29.0%","50.4%","15.3%","14.3%","6","5.1%","0","0.0%","47.4%","33.3%","19.4%","15.6%","38.2%","46.2%","16472"
"Trea Turner","WSN",".348","1.44","20.0%","47.2%","32.8%","14.9%","14.2%","18","9.3%","1","100.0%","42.4%","32.7%","24.9%","17.1%","45.4%","37.6%","16252"
"Brian McCann","ATL",".261","1.19","18.8%","44.1%","37.1%","12.9%","14.1%","2","2.0%","1","100.0%","49.1%","31.3%","19.6%","18.7%","41.3%","40.0%","4810"
"Gerardo Parra","- - -",".264","1.56","23.0%","46.9%","30.0%","7.8%","14.1%","5","5.0%","1","20.0%","37.2%","35.3%","27.5%","15.1%","53.7%","31.2%","8553"
"Josh Naylor","SDP",".302","1.77","16.8%","53.2%","30.0%","12.3%","14.0%","4","4.0%","0","0.0%","38.9%","37.4%","23.7%","18.4%","40.0%","41.6%","18839"
"Michael Brantley","HOU",".320","1.47","23.9%","45.3%","30.8%","3.2%","14.0%","5","2.2%","3","100.0%","40.2%","33.5%","26.3%","13.3%","44.8%","41.9%","4106"
"Kevin Kiermaier","TBR",".267","1.83","17.3%","53.5%","29.2%","9.0%","14.0%","12","6.6%","0","0.0%","38.8%","39.1%","22.0%","19.4%","47.5%","33.0%","11038"
"Ty France","SDP",".279","1.16","20.6%","42.6%","36.8%","14.0%","14.0%","6","10.3%","0","0.0%","44.9%","34.6%","20.6%","19.1%","39.7%","41.2%","17982"
"Jurickson Profar","OAK",".218","1.12","21.7%","41.3%","37.0%","18.9%","14.0%","3","1.9%","0","0.0%","49.9%","27.6%","22.5%","22.0%","40.3%","37.7%","10815"
"Russell Martin","LAD",".276","1.77","21.2%","50.3%","28.5%","14.0%","14.0%","10","13.2%","0","0.0%","49.7%","31.1%","19.2%","17.9%","49.0%","33.1%","4616"
"Martin Maldonado","- - -",".250","1.37","17.1%","48.0%","35.0%","9.3%","14.0%","5","4.2%","0","0.0%","46.6%","35.7%","17.7%","16.5%","43.4%","40.2%","6887"
"Alex Verdugo","LAD",".309","1.70","22.7%","48.7%","28.7%","2.3%","14.0%","5","3.4%","0","0.0%","37.7%","38.0%","24.3%","17.3%","39.0%","43.7%","17027"
"Austin Nola","SEA",".325","0.97","19.3%","39.8%","40.9%","13.9%","13.9%","2","2.9%","0","0.0%","34.5%","36.7%","28.8%","21.5%","44.6%","33.9%","15941"
"Yasiel Puig","- - -",".308","0.94","21.2%","38.1%","40.7%","12.7%","13.9%","21","13.0%","0","0.0%","36.2%","34.3%","29.6%","20.2%","41.3%","38.5%","14225"
"Brian Goodwin","LAA",".337","0.76","24.5%","32.5%","43.0%","11.4%","13.8%","6","6.5%","1","50.0%","36.8%","40.3%","22.9%","17.4%","44.8%","37.8%","12858"
"Albert Pujols","LAA",".238","1.19","15.3%","45.9%","38.7%","12.6%","13.8%","9","4.5%","0","0.0%","52.7%","30.6%","16.7%","19.5%","41.3%","39.2%","1177"
"Dwight Smith Jr.","BAL",".274","1.38","18.7%","47.1%","34.2%","10.5%","13.7%","14","10.7%","1","50.0%","35.7%","35.7%","28.6%","20.7%","50.0%","29.3%","13473"
"Asdrubal Cabrera","- - -",".294","1.02","23.8%","38.4%","37.8%","4.5%","13.6%","5","3.7%","2","100.0%","50.1%","27.6%","22.2%","12.3%","45.0%","42.7%","4962"
"Leonys Martin","CLE",".255","0.94","15.2%","41.1%","43.7%","21.2%","13.6%","4","6.5%","3","30.0%","39.8%","34.2%","26.1%","19.9%","49.7%","30.4%","11846"
"Ildemaro Vargas","ARI",".279","2.11","22.6%","52.5%","24.9%","13.6%","13.6%","3","3.2%","0","0.0%","39.3%","34.8%","25.8%","18.0%","47.8%","34.3%","13324"
"Chris Taylor","LAD",".344","1.09","27.3%","37.9%","34.8%","2.3%","13.6%","8","8.3%","1","20.0%","34.9%","32.9%","32.2%","14.0%","48.1%","38.0%","13757"
"Austin Romine","NYY",".327","1.46","19.0%","48.0%","33.0%","15.3%","13.6%","5","5.8%","0","0.0%","36.7%","34.4%","28.9%","20.0%","43.3%","36.7%","5491"
"Didi Gregorius","NYY",".237","0.85","18.4%","37.5%","44.1%","15.0%","13.3%","7","6.9%","1","100.0%","42.1%","37.4%","20.5%","20.1%","45.4%","34.4%","6012"
"Mike Freeman","CLE",".388","1.90","25.0%","49.1%","25.9%","6.7%","13.3%","4","7.0%","1","10.0%","34.9%","34.1%","31.0%","12.7%","53.2%","34.1%","11241"
"Niko Goodrum","DET",".338","1.30","27.6%","40.9%","31.5%","6.7%","13.3%","9","7.7%","0","0.0%","41.5%","32.1%","26.5%","13.9%","46.0%","40.1%","12092"
"Tyler Naquin","CLE",".345","1.21","20.6%","43.5%","35.9%","13.3%","13.3%","4","4.4%","0","0.0%","40.6%","31.6%","27.8%","19.3%","40.1%","40.6%","13359"
"Nick Senzel","CIN",".319","1.46","19.3%","47.8%","32.8%","8.9%","13.3%","12","9.2%","0","0.0%","33.8%","34.9%","31.3%","17.8%","41.8%","40.4%","19293"
"Nick Ahmed","ARI",".280","1.52","19.9%","48.3%","31.8%","6.3%","13.2%","13","5.9%","1","33.3%","36.8%","39.0%","24.1%","16.7%","45.6%","37.7%","12147"
"Jesus Aguilar","- - -",".272","1.11","20.0%","42.1%","37.9%","7.7%","13.2%","4","4.0%","0","0.0%","37.1%","36.7%","26.3%","16.3%","42.1%","41.7%","11342"
"Stephen Piscotty","OAK",".289","1.22","20.3%","43.8%","35.9%","3.0%","13.1%","5","4.1%","0","0.0%","34.7%","41.2%","24.2%","10.5%","49.8%","39.7%","13367"
"Mookie Betts","BOS",".309","0.72","24.8%","31.5%","43.8%","10.0%","13.1%","11","6.9%","0","0.0%","43.6%","33.7%","22.8%","11.5%","45.5%","43.0%","13611"
"Jordy Mercer","DET",".316","1.22","23.1%","42.2%","34.7%","14.5%","13.0%","6","7.1%","0","0.0%","37.7%","42.2%","20.1%","23.1%","39.7%","37.2%","6547"
"Robinson Cano","NYM",".280","1.58","20.1%","48.9%","31.0%","6.0%","13.0%","7","4.4%","0","0.0%","34.9%","37.7%","27.5%","17.6%","44.1%","38.3%","3269"
"Aledmys Diaz","HOU",".268","1.23","17.0%","45.7%","37.2%","11.4%","12.9%","9","10.5%","0","0.0%","46.8%","31.9%","21.3%","17.0%","50.5%","32.4%","15937"
"Maikel Franco","PHI",".236","1.08","16.6%","43.2%","40.2%","24.1%","12.8%","9","6.3%","0","0.0%","46.5%","30.2%","23.3%","23.6%","42.9%","33.5%","12179"
"Adam Engel","CHW",".343","1.34","22.5%","44.4%","33.1%","21.3%","12.8%","9","14.3%","3","37.5%","41.3%","30.7%","28.0%","24.0%","48.0%","28.0%","15082"
"Matt Beaty","LAD",".275","1.46","19.0%","48.1%","32.9%","9.9%","12.7%","6","5.8%","0","0.0%","45.4%","34.7%","19.9%","17.1%","42.6%","40.3%","17710"
"Orlando Arcia","MIL",".253","1.68","18.0%","51.4%","30.6%","10.1%","12.6%","15","7.5%","2","50.0%","37.2%","36.4%","26.5%","19.6%","47.3%","33.1%","13185"
"Dansby Swanson","ATL",".300","1.00","25.8%","37.1%","37.1%","7.4%","12.6%","13","9.6%","0","0.0%","41.6%","32.1%","26.3%","12.3%","45.2%","42.5%","18314"
"Matt Joyce","ATL",".351","0.95","29.2%","34.4%","36.4%","7.1%","12.5%","1","1.9%","1","100.0%","45.2%","28.4%","26.5%","14.8%","44.5%","40.6%","3353"
"Starlin Castro","MIA",".293","1.45","19.1%","47.9%","33.0%","8.5%","12.5%","17","6.6%","0","0.0%","44.0%","33.9%","22.1%","15.9%","42.1%","41.9%","4579"
"Curt Casali","CIN",".308","0.69","28.5%","29.1%","42.4%","7.8%","12.5%","4","9.1%","0","0.0%","42.4%","29.1%","28.5%","16.6%","45.7%","37.7%","12510"
"Rio Ruiz","BAL",".272","1.31","21.3%","44.7%","34.0%","12.5%","12.5%","7","5.6%","2","66.7%","43.9%","35.1%","21.1%","19.6%","45.6%","34.7%","14103"
"Stevie Wilkerson","BAL",".300","1.25","18.6%","45.2%","36.2%","8.8%","12.5%","4","4.0%","2","66.7%","44.6%","31.7%","23.7%","16.1%","50.9%","33.0%","16041"
"Dylan Moore","SEA",".290","0.78","15.8%","36.8%","47.4%","18.1%","12.5%","2","3.6%","0","0.0%","38.1%","34.2%","27.7%","22.6%","43.9%","33.5%","18042"
"Yan Gomes","WSN",".265","0.94","18.6%","39.4%","42.0%","9.3%","12.4%","7","7.7%","0","0.0%","42.0%","32.9%","25.1%","17.3%","49.8%","32.9%","9627"
"Jake Bauers","CLE",".290","1.02","23.7%","38.5%","37.7%","9.3%","12.4%","2","2.0%","1","33.3%","39.2%","31.5%","29.2%","18.5%","50.4%","31.2%","15194"
"Ozzie Albies","ATL",".325","1.04","25.5%","37.9%","36.6%","7.7%","12.4%","18","9.0%","0","0.0%","45.5%","33.8%","20.7%","14.8%","42.9%","42.3%","16556"
"Corey Seager","LAD",".303","0.99","21.8%","39.0%","39.2%","4.5%","12.3%","9","5.8%","0","0.0%","37.2%","34.7%","28.1%","14.7%","43.0%","42.3%","13624"
"Enrique Hernandez","LAD",".266","0.83","20.6%","36.1%","43.3%","12.9%","12.2%","2","1.7%","0","0.0%","43.9%","31.8%","24.3%","16.2%","43.3%","40.5%","10472"
"Curtis Granderson","MIA",".220","0.72","22.0%","32.6%","45.4%","7.1%","12.1%","2","2.8%","2","66.7%","46.2%","26.7%","27.1%","10.4%","45.2%","44.3%","4747"
"Harrison Bader","STL",".268","0.87","17.4%","38.4%","44.2%","9.1%","12.1%","11","12.8%","2","22.2%","42.1%","37.3%","20.6%","16.3%","45.9%","37.8%","18030"
"Matt Carpenter","STL",".285","0.73","25.3%","31.6%","43.1%","2.4%","12.1%","5","5.5%","3","60.0%","46.4%","29.4%","24.2%","11.3%","47.1%","41.6%","8090"
"Vladimir Guerrero Jr.","TOR",".308","1.50","17.3%","49.6%","33.1%","14.5%","12.1%","11","5.9%","0","0.0%","41.3%","36.8%","21.9%","20.8%","44.8%","34.4%","19611"
"Tommy Edman","STL",".346","1.18","24.7%","40.7%","34.6%","8.8%","12.1%","7","6.5%","1","50.0%","41.9%","33.6%","24.5%","15.5%","43.4%","41.1%","19470"
"Jose Ramirez","CLE",".256","0.71","20.6%","32.9%","46.5%","10.4%","12.0%","10","7.4%","0","0.0%","48.8%","29.2%","22.0%","17.9%","41.8%","40.3%","13510"
"Yonder Alonso","- - -",".224","1.13","19.7%","42.6%","37.7%","9.5%","11.9%","6","6.3%","1","100.0%","46.4%","32.1%","21.4%","17.9%","49.1%","33.0%","2530"
"Austin Hedges","SDP",".228","0.69","22.3%","31.7%","46.0%","16.1%","11.8%","2","3.1%","1","25.0%","50.5%","31.6%","18.0%","23.3%","45.1%","31.6%","12976"
"Danny Jansen","TOR",".230","0.95","20.4%","38.7%","40.9%","13.6%","11.8%","4","3.8%","0","0.0%","53.7%","24.4%","21.9%","17.4%","40.0%","42.6%","16535"
"Victor Robles","WSN",".310","1.10","23.0%","40.3%","36.7%","15.3%","11.8%","18","11.4%","9","36.0%","45.1%","31.7%","23.3%","24.5%","50.6%","24.9%","18363"
"Josh Phegley","OAK",".258","0.87","25.4%","34.8%","39.8%","11.8%","11.8%","9","10.1%","0","0.0%","51.6%","27.1%","21.3%","17.8%","47.7%","34.5%","9308"
"Jake Lamb","ARI",".234","1.02","22.6%","39.1%","38.3%","5.9%","11.8%","2","3.8%","0","0.0%","39.6%","39.6%","20.9%","11.2%","35.8%","53.0%","13329"
"Jacob Stallings","PIT",".303","1.41","18.5%","47.7%","33.8%","5.9%","11.8%","0","0.0%","0","0.0%","45.4%","28.9%","25.7%","17.1%","48.7%","34.2%","13723"
"Mike Zunino","TBR",".220","0.88","13.7%","40.5%","45.8%","18.2%","11.7%","3","4.4%","0","0.0%","44.6%","33.9%","21.4%","20.8%","40.5%","38.7%","13265"
"Ender Inciarte","ATL",".286","1.74","23.9%","48.4%","27.7%","9.3%","11.6%","3","4.0%","2","50.0%","41.5%","31.4%","27.0%","22.6%","44.7%","32.7%","4922"
"Colin Moran","PIT",".341","1.36","24.1%","43.8%","32.1%","9.7%","11.5%","4","2.6%","1","100.0%","42.8%","34.6%","22.7%","15.3%","50.1%","34.6%","16909"
"Ben Gamel","MIL",".347","1.52","26.3%","44.5%","29.2%","3.3%","11.5%","7","7.5%","0","0.0%","30.6%","38.8%","30.6%","14.4%","47.8%","37.8%","12160"
"Josh VanMeter","CIN",".279","0.87","22.7%","36.0%","41.3%","11.3%","11.3%","1","1.6%","0","0.0%","45.1%","34.7%","20.2%","12.1%","40.5%","47.4%","15170"
"Jason Kipnis","CLE",".265","0.97","18.9%","39.9%","41.2%","10.5%","11.1%","14","9.5%","5","50.0%","43.3%","34.4%","22.3%","14.4%","48.8%","36.7%","9776"
"Grayson Greiner","DET",".276","1.62","15.1%","52.5%","32.4%","17.8%","11.1%","3","4.1%","0","0.0%","35.0%","37.9%","27.1%","19.3%","41.4%","39.3%","17062"
"Kevin Pillar","- - -",".270","1.22","19.7%","44.1%","36.3%","15.3%","11.1%","17","7.4%","2","40.0%","48.0%","29.7%","22.3%","20.2%","42.5%","37.2%","12434"
"Adam Jones","ARI",".296","1.14","19.2%","43.1%","37.7%","13.1%","11.0%","14","8.4%","1","50.0%","43.9%","34.6%","21.4%","16.5%","45.7%","37.7%","6368"
"Oscar Mercado","CLE",".300","1.04","21.5%","39.9%","38.5%","9.6%","11.0%","9","6.4%","1","8.3%","40.8%","35.3%","23.8%","16.4%","43.8%","39.7%","16375"
"Phillip Ervin","CIN",".339","1.06","23.4%","39.4%","37.1%","12.3%","10.8%","4","5.8%","0","0.0%","37.1%","34.3%","28.6%","20.0%","42.3%","37.7%","14738"
"Ryan Cordell","CHW",".287","0.85","17.2%","37.9%","44.8%","23.1%","10.8%","7","12.7%","2","20.0%","41.3%","33.5%","25.2%","22.6%","47.1%","30.3%","15181"
"Raimel Tapia","COL",".341","2.00","22.5%","51.7%","25.8%","2.4%","10.7%","6","3.6%","0","0.0%","35.0%","37.4%","27.6%","17.2%","52.8%","30.1%","14350"
"Francisco Mejia","SDP",".319","0.81","19.5%","36.1%","44.4%","18.7%","10.7%","6","9.8%","2","100.0%","50.3%","28.7%","21.1%","21.6%","42.1%","36.3%","16403"
"Stephen Vogt","SFG",".311","0.55","24.4%","26.9%","48.7%","5.3%","10.6%","2","3.8%","0","0.0%","38.9%","35.2%","25.9%","9.8%","48.7%","41.5%","5000"
"Ian Kinsler","SDP",".240","0.98","16.8%","41.1%","42.1%","18.8%","10.6%","5","6.0%","2","66.7%","49.8%","31.7%","18.5%","23.9%","42.9%","33.2%","6195"
"Garrett Hampson","COL",".322","1.16","19.2%","43.3%","37.4%","14.5%","10.5%","9","10.2%","5","41.7%","34.0%","34.9%","31.2%","22.3%","47.4%","30.2%","19262"
"Jose Iglesias","CIN",".315","2.16","23.7%","52.2%","24.1%","9.5%","10.5%","14","6.2%","1","50.0%","38.2%","36.6%","25.2%","19.7%","49.7%","30.7%","10231"
"Amed Rosario","NYM",".338","1.65","22.4%","48.3%","29.3%","7.6%","10.3%","18","7.5%","0","0.0%","30.4%","43.7%","26.0%","14.5%","52.1%","33.4%","15518"
"Johan Camargo","ATL",".258","1.22","20.1%","43.9%","36.0%","10.3%","10.3%","5","6.0%","0","0.0%","41.1%","30.0%","28.9%","20.0%","47.4%","32.6%","14950"
"Gordon Beckham","DET",".282","1.05","21.9%","40.0%","38.1%","10.2%","10.2%","4","6.5%","0","0.0%","55.5%","24.5%","20.0%","14.2%","43.9%","41.9%","9015"
"Richie Martin","BAL",".272","1.61","19.8%","49.5%","30.7%","16.9%","10.2%","10","10.5%","5","38.5%","31.7%","37.6%","30.7%","23.4%","51.7%","24.9%","17736"
"Travis Shaw","MIL",".216","0.58","22.1%","28.6%","49.3%","11.6%","10.1%","0","0.0%","0","0.0%","44.7%","30.5%","24.8%","18.4%","46.1%","35.5%","11982"
"Byron Buxton","MIN",".314","0.61","22.1%","29.4%","48.5%","18.2%","10.1%","4","6.7%","0","0.0%","49.5%","31.6%","18.9%","20.4%","44.2%","35.4%","14161"
"Brandon Crawford","SFG",".274","1.70","23.4%","48.2%","28.4%","8.3%","10.1%","7","3.8%","2","66.7%","38.8%","38.2%","23.0%","17.8%","42.9%","39.3%","5343"
"Wilmer Flores","ARI",".332","0.97","24.7%","37.0%","38.3%","15.6%","10.0%","3","3.4%","0","0.0%","43.8%","34.5%","21.7%","16.2%","46.0%","37.9%","5827"
"Lorenzo Cain","MIL",".301","2.08","25.7%","50.2%","24.1%","8.1%","9.9%","16","6.9%","0","0.0%","31.5%","36.1%","32.4%","16.3%","47.2%","36.5%","9077"
"Neil Walker","MIA",".316","1.35","27.2%","41.8%","31.0%","4.9%","9.9%","3","2.8%","0","0.0%","39.1%","36.0%","24.9%","16.1%","46.4%","37.5%","7539"
"Dawel Lugo","DET",".288","1.72","23.5%","48.4%","28.1%","1.6%","9.8%","8","7.6%","0","0.0%","32.3%","36.9%","30.9%","15.2%","51.6%","33.2%","14713"
"Kevin Newman","PIT",".333","1.74","22.1%","49.4%","28.4%","7.4%","9.8%","22","10.4%","2","40.0%","37.3%","34.1%","28.6%","20.3%","52.8%","27.0%","17696"
"Joey Votto","CIN",".313","0.98","25.2%","37.0%","37.8%","2.6%","9.8%","8","5.3%","0","0.0%","36.0%","38.0%","25.9%","10.1%","48.4%","41.5%","4314"
"Guillermo Heredia","TBR",".293","1.14","24.3%","40.3%","35.4%","13.7%","9.8%","6","10.3%","0","0.0%","43.5%","32.0%","24.5%","22.4%","48.3%","29.3%","18721"
"Daniel Murphy","COL",".307","1.10","24.2%","39.7%","36.1%","9.0%","9.8%","8","5.5%","0","0.0%","38.9%","34.2%","26.9%","16.8%","52.7%","30.4%","4316"
"Manuel Margot","SDP",".272","1.07","16.4%","43.3%","40.3%","18.7%","9.8%","17","12.9%","4","50.0%","44.7%","35.1%","20.1%","20.1%","46.3%","33.5%","14712"
"Miguel Cabrera","DET",".336","1.38","24.4%","43.8%","31.8%","8.1%","9.7%","8","4.7%","0","0.0%","31.3%","37.7%","31.0%","12.1%","43.8%","44.1%","1744"
"Jorge Polanco","MIN",".328","0.66","26.3%","29.2%","44.4%","7.0%","9.6%","12","8.0%","6","54.5%","37.4%","36.5%","26.1%","15.3%","45.2%","39.5%","13152"
