"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Seiya Suzuki","CHC",".326","1.00","20.0%","40.0%","40.0%","8.6%","12.1%","15","12.9%","0","0.0%","31.4%","36.6%","32.1%","17.9%","50.0%","32.1%","30116"
"Josh Bell","- - -",".296","1.63","18.6%","50.4%","30.9%","9.9%","12.1%","8","3.5%","0","0.0%","38.4%","36.0%","25.7%","17.1%","53.3%","29.6%","13145"
"Freddie Freeman","LAD",".359","1.14","27.5%","38.7%","33.8%","3.4%","12.0%","11","5.5%","0","0.0%","36.4%","33.7%","30.0%","12.2%","50.9%","36.9%","5361"
"Brian Serven","COL",".232","1.28","20.3%","44.8%","35.0%","16.0%","12.0%","2","3.1%","0","0.0%","45.2%","32.9%","21.9%","24.0%","52.1%","24.0%","19422"
"Luis Robert","CHW",".329","1.37","22.0%","45.1%","32.9%","10.0%","12.0%","13","9.5%","0","0.0%","37.2%","34.9%","28.0%","19.1%","50.3%","30.6%","20043"
"Thairo Estrada","SFG",".290","1.71","19.9%","50.5%","29.5%","12.0%","12.0%","20","10.0%","3","33.3%","44.9%","33.3%","21.7%","19.5%","56.8%","23.7%","16426"
"Kolten Wong","MIL",".280","1.13","21.3%","41.8%","36.8%","15.1%","11.9%","7","4.9%","3","42.9%","45.3%","29.2%","25.5%","16.9%","56.7%","26.4%","12532"
"Ian Happ","CHC",".336","1.38","20.1%","46.4%","33.5%","7.0%","11.9%","20","10.1%","1","100.0%","42.5%","32.7%","24.8%","14.3%","54.9%","30.8%","17919"
"Luis Rengifo","LAA",".285","1.35","17.8%","47.2%","35.0%","11.9%","11.9%","10","5.2%","0","0.0%","40.9%","42.1%","17.0%","18.0%","57.9%","24.1%","19858"
"Andrew Vaughn","CHW",".301","1.40","18.1%","47.7%","34.1%","9.8%","11.9%","16","8.0%","0","0.0%","35.3%","37.2%","27.4%","15.3%","53.5%","31.3%","26197"
"Jorge Polanco","MIN",".269","0.62","21.8%","30.0%","48.2%","8.9%","11.9%","3","3.6%","1","25.0%","48.9%","29.9%","21.1%","14.4%","52.5%","33.1%","13152"
"Luis Urias","MIL",".274","0.84","20.2%","36.5%","43.3%","9.6%","11.9%","7","6.1%","0","0.0%","46.8%","31.1%","22.1%","17.6%","50.3%","32.1%","16622"
"Trey Mancini","- - -",".286","1.02","21.1%","39.8%","39.1%","9.2%","11.8%","14","9.0%","0","0.0%","45.0%","32.1%","22.9%","13.6%","53.2%","33.2%","15149"
"Jake McCarthy","ARI",".349","1.72","22.3%","49.2%","28.6%","8.8%","11.8%","9","7.7%","3","27.3%","37.3%","37.3%","25.3%","16.9%","56.6%","26.5%","21622"
"Darin Ruf","- - -",".258","1.02","18.1%","41.4%","40.5%","13.8%","11.7%","7","7.3%","0","0.0%","47.0%","27.2%","25.9%","19.0%","47.8%","33.2%","9929"
"Josh Donaldson","NYY",".283","1.12","18.2%","43.2%","38.7%","8.5%","11.5%","11","7.6%","0","0.0%","46.7%","36.3%","17.0%","14.6%","52.1%","33.3%","5038"
"Pavin Smith","ARI",".262","1.00","13.8%","43.1%","43.1%","12.8%","11.5%","9","11.5%","0","0.0%","38.1%","36.5%","25.4%","22.1%","51.9%","26.0%","19892"
"Jonah Heim","TEX",".249","0.90","17.5%","39.1%","43.4%","14.4%","11.5%","5","4.0%","1","100.0%","51.7%","32.4%","15.9%","15.3%","52.3%","32.4%","16930"
"Andrew McCutchen","MIL",".278","1.11","20.8%","41.8%","37.5%","11.5%","11.5%","13","7.9%","0","0.0%","43.8%","37.5%","18.7%","13.9%","54.7%","31.4%","9847"
"Sean Murphy","OAK",".290","1.12","20.3%","42.1%","37.6%","10.2%","11.5%","9","5.1%","0","0.0%","41.6%","35.6%","22.7%","17.5%","50.5%","32.1%","19352"
"Gavin Sheets","CHW",".272","0.90","15.0%","40.3%","44.7%","12.2%","11.5%","10","8.5%","0","0.0%","38.4%","36.7%","24.8%","19.7%","51.4%","28.9%","19901"
"Sheldon Neuse","OAK",".289","3.49","17.8%","63.9%","18.3%","5.7%","11.4%","8","6.6%","0","0.0%","30.9%","35.6%","33.5%","13.6%","58.6%","27.7%","19635"
"Eduardo Escobar","NYM",".281","0.63","22.8%","29.8%","47.3%","7.4%","11.4%","5","4.5%","0","0.0%","43.0%","35.5%","21.5%","16.9%","54.8%","28.2%","6153"
"Marwin Gonzalez","NYY",".222","0.91","23.5%","36.4%","40.2%","22.6%","11.3%","2","4.2%","0","0.0%","51.1%","23.7%","25.2%","20.0%","49.6%","30.4%","5497"
"Brendan Rodgers","COL",".304","1.96","21.1%","52.2%","26.7%","2.6%","11.3%","19","8.4%","0","0.0%","30.9%","37.8%","31.3%","14.8%","50.1%","35.0%","17907"
"Brad Miller","TEX",".274","1.03","17.1%","42.1%","40.8%","9.7%","11.3%","8","12.5%","1","100.0%","35.9%","32.0%","32.0%","15.0%","54.9%","30.1%","12775"
"Jose Miranda","MIN",".307","1.12","20.3%","42.1%","37.6%","13.5%","11.3%","11","7.4%","0","0.0%","46.0%","31.4%","22.6%","15.3%","50.0%","34.7%","20538"
"Charlie Blackmon","COL",".304","1.28","22.7%","43.4%","33.9%","10.5%","11.2%","15","8.2%","1","16.7%","40.7%","36.9%","22.4%","15.2%","56.1%","28.7%","7859"
"Cody Bellinger","LAD",".255","0.75","17.2%","35.6%","47.2%","14.1%","11.2%","12","9.4%","0","0.0%","47.2%","33.3%","19.4%","14.4%","50.8%","34.7%","15998"
"Trea Turner","LAD",".342","1.20","21.4%","42.9%","35.7%","6.4%","11.2%","33","14.6%","0","0.0%","45.4%","32.8%","21.8%","16.3%","52.2%","31.5%","16252"
"Brandon Lowe","TBR",".263","0.92","20.7%","37.9%","41.4%","9.7%","11.1%","1","1.5%","1","100.0%","43.4%","31.4%","25.1%","16.6%","54.9%","28.6%","18882"
"Vinnie Pasquantino","KCR",".306","1.02","19.1%","40.9%","40.0%","5.6%","11.1%","4","4.3%","1","100.0%","42.0%","36.3%","21.7%","12.8%","50.0%","37.2%","27676"
"Alejandro Kirk","TOR",".299","1.63","19.2%","50.0%","30.8%","9.4%","10.9%","14","6.7%","0","0.0%","35.3%","35.1%","29.6%","14.9%","47.6%","37.5%","22581"
"Brandon Nimmo","NYM",".317","1.59","17.7%","50.5%","31.7%","6.8%","10.9%","19","8.1%","1","14.3%","32.1%","38.5%","29.4%","18.5%","51.5%","30.0%","12927"
"Albert Almora Jr.","CIN",".261","1.85","22.5%","50.3%","27.2%","13.0%","10.9%","8","9.4%","0","0.0%","46.2%","34.5%","19.3%","22.2%","54.4%","23.4%","14109"
"Jose Ramirez","CLE",".279","0.64","17.0%","32.4%","50.6%","13.9%","10.9%","17","9.9%","0","0.0%","46.6%","32.6%","20.8%","19.9%","50.9%","29.2%","13510"
"Brian Anderson","MIA",".291","1.62","18.5%","50.4%","31.1%","4.1%","10.8%","6","5.0%","0","0.0%","39.9%","36.1%","23.9%","15.5%","53.8%","30.7%","18289"
"Adley Rutschman","BAL",".291","1.00","23.2%","38.4%","38.4%","8.3%","10.7%","7","5.8%","0","0.0%","43.8%","35.9%","20.3%","14.9%","54.3%","30.8%","26288"
"DJ LeMahieu","NYY",".285","1.88","18.4%","53.3%","28.3%","4.5%","10.7%","14","6.6%","1","33.3%","25.8%","38.3%","35.8%","15.8%","61.4%","22.8%","9874"
"Max Stassi","LAA",".239","1.38","9.9%","52.3%","37.8%","13.1%","10.7%","9","7.8%","0","0.0%","37.2%","39.0%","23.8%","19.3%","50.7%","30.0%","10059"
"Sergio Alcantara","- - -",".267","1.16","19.9%","43.0%","37.1%","3.6%","10.7%","4","6.2%","0","0.0%","40.9%","29.2%","29.9%","13.6%","59.7%","26.6%","16417"
"Elvis Andrus","- - -",".272","1.28","17.3%","46.5%","36.2%","13.2%","10.7%","7","3.4%","2","50.0%","40.6%","35.4%","23.9%","17.8%","52.6%","29.6%","8709"
"Frank Schwindel","CHC",".261","1.35","18.1%","47.0%","34.9%","14.7%","10.7%","6","5.9%","0","0.0%","46.0%","31.2%","22.8%","18.1%","51.2%","30.7%","15351"
"Nelson Cruz","WSN",".295","1.85","19.3%","52.4%","28.3%","9.6%","10.6%","10","5.7%","0","0.0%","35.2%","36.1%","28.6%","16.0%","51.8%","32.2%","2434"
"Brett Phillips","- - -",".233","0.72","23.6%","32.1%","44.3%","17.0%","10.6%","3","8.8%","0","0.0%","47.3%","32.1%","20.5%","14.3%","61.6%","24.1%","14735"
"Mike Yastrzemski","SFG",".261","0.74","19.4%","34.4%","46.2%","9.4%","10.6%","7","5.9%","4","80.0%","44.7%","32.2%","23.1%","15.4%","52.4%","32.2%","14854"
"Xander Bogaerts","BOS",".362","1.46","21.7%","46.4%","31.8%","11.3%","10.6%","20","9.7%","0","0.0%","39.9%","34.5%","25.6%","15.7%","53.8%","30.5%","12161"
"Wil Myers","SDP",".357","1.06","21.6%","40.3%","38.1%","11.9%","10.4%","8","11.3%","1","50.0%","38.8%","31.5%","29.8%","16.9%","48.9%","34.3%","10047"
"Yan Gomes","CHC",".252","1.38","21.8%","45.3%","32.9%","11.7%","10.4%","4","3.8%","0","0.0%","43.8%","34.9%","21.3%","19.6%","55.3%","25.1%","9627"
"Tim Anderson","CHW",".347","2.62","24.2%","54.9%","20.9%","1.7%","10.3%","16","10.5%","0","0.0%","35.7%","33.9%","30.3%","12.6%","58.8%","28.5%","15172"
"Ryan Jeffers","MIN",".259","0.76","18.9%","35.1%","45.9%","13.2%","10.3%","2","3.8%","2","66.7%","43.0%","31.1%","25.8%","17.9%","51.0%","31.1%","24618"
"J.D. Martinez","BOS",".345","0.96","22.1%","38.2%","39.7%","5.8%","10.3%","8","5.3%","0","0.0%","33.8%","36.9%","29.3%","11.5%","53.9%","34.6%","6184"
"Alek Thomas","ARI",".263","2.32","17.0%","58.0%","25.0%","9.0%","10.3%","21","11.6%","0","0.0%","35.9%","35.3%","28.8%","17.6%","56.4%","26.0%","23792"
"Garrett Cooper","MIA",".340","1.51","26.3%","44.3%","29.3%","3.4%","10.2%","8","6.0%","0","0.0%","39.3%","33.0%","27.7%","14.3%","51.7%","34.0%","15279"
"Kyle Farmer","CIN",".286","1.42","23.6%","44.8%","31.6%","10.9%","10.2%","9","4.6%","0","0.0%","43.7%","31.7%","24.6%","16.3%","53.3%","30.3%","14813"
"Calvin Mitchell","PIT",".276","1.55","22.4%","47.2%","30.4%","0.0%","10.2%","3","3.9%","0","0.0%","48.1%","29.0%","22.8%","10.5%","59.9%","29.6%","22169"
"Mark Canha","NYM",".309","1.30","20.1%","45.3%","34.7%","13.3%","10.2%","19","11.4%","0","0.0%","41.7%","29.5%","28.7%","20.9%","50.7%","28.5%","11445"
"Jeimer Candelario","DET",".257","1.05","18.8%","41.7%","39.5%","10.2%","10.2%","12","8.9%","0","0.0%","39.5%","35.2%","25.3%","19.1%","53.1%","27.8%","13621"
"Jose Siri","- - -",".305","1.17","21.1%","42.6%","36.3%","13.0%","10.1%","6","7.4%","1","25.0%","40.2%","35.1%","24.7%","18.0%","58.2%","23.7%","17452"
"Jesus Aguilar","- - -",".278","0.68","24.0%","30.9%","45.1%","12.7%","10.1%","4","3.7%","0","0.0%","37.1%","38.0%","24.9%","18.3%","52.0%","29.7%","11342"
"Marcus Semien","TEX",".263","0.72","19.0%","33.8%","47.2%","8.5%","10.1%","21","11.4%","0","0.0%","46.3%","31.3%","22.5%","18.1%","52.3%","29.6%","12533"
"Austin Hays","BAL",".289","1.14","19.2%","43.1%","37.7%","17.0%","10.1%","23","12.6%","1","50.0%","43.4%","33.5%","23.1%","21.7%","47.9%","30.4%","19363"
"Eric Hosmer","- - -",".304","2.25","18.0%","56.8%","25.2%","8.8%","10.0%","11","6.1%","0","0.0%","39.1%","34.7%","26.2%","22.7%","49.8%","27.4%","3516"
"Alex Bregman","HOU",".260","0.70","18.9%","33.3%","47.8%","12.2%","10.0%","10","6.3%","0","0.0%","48.2%","32.8%","18.9%","16.8%","52.2%","31.0%","17678"
"A.J. Pollock","CHW",".278","1.26","19.0%","45.2%","35.8%","17.7%","9.9%","9","5.1%","0","0.0%","43.8%","32.9%","23.3%","17.0%","49.6%","33.4%","9256"
"Ezequiel Duran","TEX",".295","1.53","16.2%","50.6%","33.1%","33.3%","9.8%","9","11.5%","0","0.0%","42.2%","28.6%","29.2%","29.9%","46.1%","24.0%","23733"
"Yoan Moncada","CHW",".265","0.90","17.3%","39.2%","43.5%","7.3%","9.8%","4","3.6%","1","50.0%","36.5%","38.2%","25.3%","12.6%","56.5%","30.9%","17232"
"Jose Trevino","NYY",".274","0.96","18.7%","39.9%","41.4%","13.3%","9.7%","11","10.1%","0","0.0%","38.3%","37.6%","24.1%","21.2%","51.8%","27.0%","16725"
"Jesse Winker","SEA",".251","0.96","20.6%","38.9%","40.6%","17.4%","9.7%","6","4.3%","0","0.0%","38.5%","35.7%","25.8%","20.5%","50.8%","28.7%","13590"
"Chris Taylor","LAD",".336","0.73","26.4%","31.0%","42.6%","8.7%","9.7%","4","5.3%","1","33.3%","44.1%","31.0%","24.9%","13.1%","53.9%","33.1%","13757"
"LaMonte Wade Jr.","SFG",".233","0.64","18.6%","31.7%","49.7%","14.5%","9.6%","1","1.9%","0","0.0%","40.8%","37.9%","21.3%","22.5%","53.8%","23.7%","18126"
"Hunter Dozier","KCR",".298","1.14","20.5%","42.4%","37.1%","12.8%","9.6%","12","8.4%","0","0.0%","43.8%","33.7%","22.5%","18.3%","53.3%","28.4%","15117"
"Ben Gamel","PIT",".291","1.24","21.9%","43.3%","34.8%","5.3%","9.6%","3","2.6%","2","50.0%","39.8%","36.9%","23.4%","15.0%","49.6%","35.4%","12160"
"Jose Abreu","CHW",".350","1.51","20.4%","47.9%","31.7%","5.7%","9.6%","9","3.8%","0","0.0%","38.0%","36.2%","25.9%","11.1%","51.7%","37.2%","15676"
"Brandon Belt","SFG",".277","0.55","22.6%","27.4%","50.0%","6.0%","9.5%","2","4.3%","4","66.7%","37.4%","33.9%","28.7%","16.1%","55.2%","28.7%","10264"
"Jonathan India","CIN",".305","1.14","22.7%","41.2%","36.1%","13.3%","9.5%","11","9.2%","0","0.0%","45.9%","33.2%","20.9%","22.6%","51.7%","25.7%","21523"
"Wilmer Flores","SFG",".246","0.74","19.1%","34.3%","46.6%","12.0%","9.5%","7","4.8%","0","0.0%","48.6%","29.2%","22.2%","16.1%","54.2%","29.7%","5827"
"Luis Garcia","WSN",".337","1.93","22.2%","51.3%","26.5%","5.4%","9.5%","6","4.2%","1","50.0%","37.0%","38.8%","24.2%","13.2%","56.2%","30.6%","20391"
"Jonathan Villar","- - -",".275","2.69","17.5%","60.1%","22.4%","3.1%","9.4%","9","10.5%","1","33.3%","30.1%","45.2%","24.7%","19.9%","54.1%","26.0%","10071"
"Bobby Witt Jr.","KCR",".295","0.78","17.4%","36.2%","46.4%","9.8%","9.3%","21","12.6%","0","0.0%","35.8%","38.6%","25.6%","16.1%","53.1%","30.8%","25764"
"Dylan Moore","SEA",".320","0.65","17.7%","32.3%","50.0%","15.4%","9.2%","3","7.1%","0","0.0%","42.4%","34.8%","22.7%","18.2%","50.0%","31.8%","18042"
"Jurickson Profar","SDP",".272","1.28","21.7%","43.9%","34.4%","10.4%","9.2%","13","6.3%","1","25.0%","43.9%","31.4%","24.7%","20.1%","50.4%","29.5%","10815"
"Elias Diaz","COL",".270","1.33","16.2%","47.8%","36.0%","13.3%","9.2%","7","5.4%","0","0.0%","36.0%","36.8%","27.2%","17.6%","51.1%","31.3%","11680"
"Gio Urshela","MIN",".326","1.22","22.8%","42.5%","34.7%","7.0%","9.1%","17","9.7%","0","0.0%","35.9%","37.6%","26.5%","13.3%","53.4%","33.3%","10681"
"Jorge Mateo","BAL",".286","0.92","20.3%","38.3%","41.4%","11.2%","9.1%","11","8.3%","1","14.3%","36.6%","35.5%","27.8%","18.2%","55.7%","26.1%","17273"
"Tommy Edman","STL",".308","1.60","19.6%","49.5%","31.0%","11.1%","9.0%","13","5.7%","1","33.3%","38.5%","38.0%","23.5%","15.6%","54.9%","29.5%","19470"
"Paul DeJong","STL",".213","0.66","16.5%","33.1%","50.4%","11.9%","9.0%","1","2.3%","0","0.0%","48.9%","20.3%","30.8%","21.1%","48.9%","30.1%","18015"
"Ozzie Albies","ATL",".270","0.86","18.1%","37.7%","44.1%","8.9%","8.9%","7","9.1%","0","0.0%","48.0%","34.3%","17.6%","17.6%","50.0%","32.4%","16556"
"T.J. Friedl","CIN",".251","0.64","17.8%","32.2%","50.0%","12.2%","8.9%","1","1.7%","5","45.5%","47.6%","28.8%","23.6%","14.7%","56.0%","29.3%","19522"
"David Peralta","- - -",".307","0.88","22.7%","36.3%","41.1%","14.0%","8.8%","4","3.3%","0","0.0%","39.0%","39.3%","21.8%","17.5%","48.9%","33.5%","2136"
"Christian Arroyo","BOS",".326","1.56","25.3%","45.5%","29.2%","8.8%","8.8%","6","5.7%","0","0.0%","35.3%","40.0%","24.7%","17.0%","51.5%","31.5%","16434"
"Alec Bohm","PHI",".319","1.51","23.5%","46.1%","30.5%","11.5%","8.8%","18","8.0%","0","0.0%","33.7%","36.4%","29.8%","16.0%","52.5%","31.5%","21618"
"Nick Castellanos","PHI",".326","1.10","19.9%","41.9%","38.1%","10.6%","8.6%","13","7.8%","0","0.0%","37.4%","31.3%","31.3%","16.9%","55.3%","27.8%","11737"
"Rougned Odor","BAL",".244","0.64","19.4%","31.5%","49.0%","16.2%","8.4%","4","4.0%","3","42.9%","44.5%","35.8%","19.6%","17.1%","53.0%","29.9%","12282"
"Christian Vazquez","- - -",".310","1.40","22.6%","45.2%","32.2%","11.2%","8.4%","6","4.0%","0","0.0%","34.0%","38.3%","27.7%","15.7%","58.4%","25.9%","9774"
"Maikel Franco","WSN",".262","1.24","19.7%","44.5%","35.8%","16.8%","8.4%","8","6.0%","0","0.0%","46.8%","31.8%","21.4%","23.1%","48.5%","28.4%","12179"
"Jonathan Schoop","DET",".234","1.32","19.0%","46.0%","34.9%","13.6%","8.3%","11","6.3%","0","0.0%","39.9%","39.7%","20.4%","24.1%","50.5%","25.4%","11265"
"Nick Gordon","MIN",".340","1.15","24.2%","40.5%","35.3%","3.7%","8.3%","6","4.8%","0","0.0%","41.1%","32.7%","26.2%","8.1%","54.4%","37.5%","16337"
"Abraham Toro","SEA",".198","0.86","14.4%","39.5%","46.0%","9.9%","8.3%","5","4.8%","0","0.0%","46.0%","34.6%","19.4%","19.8%","57.0%","23.2%","19844"
"Bryson Stott","PHI",".274","1.29","17.6%","46.4%","36.0%","18.2%","8.3%","9","5.8%","2","50.0%","35.9%","32.4%","31.8%","17.9%","54.7%","27.4%","26294"
"Raimel Tapia","TOR",".315","2.13","19.6%","54.7%","25.7%","9.4%","8.2%","10","5.5%","0","0.0%","33.8%","36.8%","29.3%","19.8%","52.4%","27.8%","14350"
"Brandon Crawford","SFG",".280","1.31","17.7%","46.6%","35.7%","11.7%","8.1%","8","5.5%","1","50.0%","38.0%","38.0%","24.0%","18.2%","55.9%","25.9%","5343"
"Riley Greene","DET",".354","2.34","20.1%","56.0%","23.9%","1.6%","8.1%","9","6.2%","0","0.0%","34.7%","37.5%","27.8%","16.6%","51.0%","32.4%","25976"
"Max Kepler","MIN",".249","1.33","19.9%","45.7%","34.4%","9.8%","8.0%","10","6.7%","0","0.0%","45.1%","33.1%","21.8%","15.3%","54.9%","29.8%","12144"
"Cavan Biggio","TOR",".275","0.81","20.9%","35.5%","43.6%","2.7%","8.0%","2","3.3%","0","0.0%","46.0%","32.2%","21.8%","12.1%","60.9%","27.0%","19252"
"Willi Castro","DET",".288","1.18","22.5%","41.9%","35.6%","10.9%","7.9%","3","2.5%","1","33.3%","35.2%","36.9%","27.9%","22.3%","55.7%","22.0%","17338"
"Corey Dickerson","STL",".301","1.40","21.3%","46.0%","32.8%","13.0%","7.8%","7","6.5%","0","0.0%","37.0%","34.0%","28.9%","19.6%","56.2%","24.3%","10762"
"Ketel Marte","ARI",".276","1.08","18.7%","42.3%","39.0%","9.1%","7.8%","3","1.8%","0","0.0%","44.4%","34.6%","21.0%","14.9%","50.5%","34.6%","13613"
"Mike Moustakas","CIN",".272","0.70","15.0%","35.0%","50.0%","20.0%","7.8%","3","4.8%","0","0.0%","44.4%","35.0%","20.6%","25.0%","43.9%","31.1%","4892"
"Justin Turner","LAD",".313","0.74","24.5%","32.0%","43.4%","6.0%","7.7%","5","4.0%","0","0.0%","35.9%","34.9%","29.2%","12.7%","55.3%","32.0%","5235"
"Cedric Mullins II","BAL",".299","0.89","17.7%","38.7%","43.6%","13.5%","7.7%","11","6.0%","8","61.5%","43.9%","32.6%","23.6%","19.3%","53.9%","26.8%","17929"
"Jake Cronenworth","SDP",".275","0.74","16.9%","35.4%","47.7%","6.4%","7.7%","11","6.7%","2","66.7%","33.6%","36.6%","29.7%","17.9%","56.5%","25.6%","18036"
"Amed Rosario","CLE",".326","1.92","20.2%","52.5%","27.4%","11.0%","7.6%","23","8.3%","0","0.0%","34.7%","37.9%","27.4%","16.2%","57.4%","26.4%","15518"
"Robinson Chirinos","BAL",".248","0.96","18.1%","40.2%","41.7%","17.0%","7.5%","4","7.8%","0","0.0%","51.5%","33.8%","14.6%","20.0%","53.1%","26.9%","3142"
"Cooper Hummel","ARI",".255","1.33","17.7%","46.9%","35.4%","15.0%","7.5%","5","9.4%","0","0.0%","43.4%","37.2%","19.5%","27.4%","41.6%","31.0%","19458"
"Alfonso Rivas","CHC",".344","2.00","26.4%","49.1%","24.5%","5.0%","7.5%","4","5.0%","3","75.0%","34.7%","34.1%","31.1%","17.4%","58.1%","24.6%","21560"
"Spencer Torkelson","DET",".255","0.99","19.0%","40.3%","40.7%","14.0%","7.5%","9","8.5%","0","0.0%","42.2%","31.9%","25.9%","13.7%","54.8%","31.6%","27465"
"Michael Brantley","HOU",".311","1.42","24.3%","44.4%","31.3%","4.5%","7.5%","3","3.2%","0","0.0%","37.2%","41.9%","20.9%","13.0%","54.9%","32.1%","4106"
"Josh Rojas","ARI",".323","1.18","23.3%","41.6%","35.2%","5.8%","7.4%","7","4.9%","6","54.5%","32.7%","35.5%","31.8%","13.5%","56.6%","29.9%","19734"
"Aaron Hicks","NYY",".279","1.13","16.4%","44.4%","39.3%","14.8%","7.4%","15","12.3%","0","0.0%","47.5%","27.0%","25.5%","20.1%","51.1%","28.8%","5297"
"Austin Hedges","CLE",".193","0.87","18.0%","38.2%","43.8%","20.0%","7.4%","6","7.2%","0","0.0%","45.4%","33.2%","21.4%","18.8%","59.4%","21.8%","12976"
"Kyle Isbel","KCR",".275","1.15","19.3%","43.1%","37.6%","17.6%","7.4%","4","5.1%","1","33.3%","47.8%","31.0%","21.2%","17.9%","49.5%","32.6%","21614"
"Michael A. Taylor","KCR",".321","0.98","17.6%","40.9%","41.5%","11.2%","7.2%","18","14.6%","4","44.4%","40.6%","33.2%","26.1%","19.0%","49.7%","31.3%","11489"
"Nico Hoerner","CHC",".300","1.39","20.7%","46.1%","33.2%","8.5%","7.1%","10","5.1%","1","100.0%","36.4%","33.8%","29.8%","15.7%","60.3%","23.9%","21479"
"Carson Kelly","ARI",".247","1.02","19.7%","40.6%","39.8%","11.1%","7.1%","4","4.0%","0","0.0%","38.4%","39.6%","22.0%","20.4%","50.0%","29.6%","13620"
"Cristian Pache","OAK",".220","2.26","17.6%","57.1%","25.3%","14.0%","7.0%","9","9.3%","0","0.0%","47.1%","35.1%","17.8%","20.7%","54.0%","25.3%","19948"
"Connor Joe","COL",".296","1.42","20.8%","46.4%","32.8%","9.9%","6.9%","5","3.5%","0","0.0%","36.4%","38.0%","25.6%","25.0%","49.0%","26.0%","16572"
"Ildemaro Vargas","- - -",".279","1.52","20.2%","48.1%","31.7%","3.4%","6.9%","8","9.1%","2","40.0%","37.2%","40.4%","22.3%","18.6%","60.1%","21.3%","13324"
"Francisco Mejia","TBR",".292","0.95","24.4%","36.9%","38.7%","9.2%","6.9%","5","6.0%","0","0.0%","45.3%","33.8%","20.9%","16.9%","60.0%","23.1%","16403"
"Yandy Diaz","TBR",".323","1.57","18.6%","49.8%","31.6%","10.7%","6.9%","11","5.3%","0","0.0%","30.4%","37.7%","31.9%","14.0%","50.5%","35.5%","16578"
"Harold Castro","DET",".318","1.49","25.7%","44.4%","29.8%","2.0%","6.9%","10","6.6%","0","0.0%","36.4%","31.2%","32.4%","13.0%","63.3%","23.7%","14691"
"J.J. Bleday","MIA",".216","0.45","23.7%","23.7%","52.5%","15.1%","6.8%","2","6.1%","0","0.0%","49.6%","31.7%","18.7%","22.3%","51.1%","26.6%","26368"
"Wander Franco","TBR",".290","1.42","24.6%","44.2%","31.2%","10.1%","6.7%","6","4.8%","0","0.0%","38.6%","34.0%","27.4%","19.6%","51.9%","28.4%","23667"
"Miguel Cabrera","DET",".324","2.12","22.3%","52.8%","24.9%","2.7%","6.7%","5","3.1%","0","0.0%","34.6%","37.5%","27.9%","10.3%","66.4%","23.3%","1744"
"Eddie Rosario","ATL",".267","0.96","19.7%","39.3%","41.0%","8.0%","6.7%","7","9.7%","1","50.0%","42.2%","40.5%","17.3%","14.1%","59.5%","26.5%","12155"
"Matt Reynolds","- - -",".348","1.89","22.2%","50.9%","26.9%","2.2%","6.7%","6","7.1%","0","0.0%","26.9%","43.1%","29.9%","9.0%","61.7%","29.3%","13788"
"Taylor Walls","TBR",".221","0.89","20.9%","37.3%","41.8%","5.8%","6.7%","9","8.4%","1","25.0%","37.5%","33.0%","29.6%","14.8%","59.5%","25.8%","22458"
"Ha-seong Kim","SDP",".290","1.01","21.2%","39.5%","39.3%","14.5%","6.7%","16","9.6%","1","25.0%","46.5%","36.1%","17.5%","19.8%","52.8%","27.4%","27506"
"Whit Merrifield","- - -",".276","1.04","19.7%","40.9%","39.4%","11.4%","6.6%","12","7.0%","3","50.0%","36.1%","35.1%","28.8%","15.7%","59.3%","25.1%","11281"
"Brendan Donovan","STL",".330","2.24","23.6%","52.8%","23.6%","2.6%","6.6%","15","8.8%","1","50.0%","35.5%","34.3%","30.2%","15.4%","58.0%","26.5%","24679"
"Donovan Solano","CIN",".349","1.61","27.4%","44.7%","27.9%","8.2%","6.6%","2","2.0%","0","0.0%","36.5%","37.4%","26.0%","13.2%","53.9%","32.9%","8623"
"Jarren Duran","BOS",".302","1.50","15.4%","50.7%","33.8%","8.7%","6.5%","4","5.8%","2","33.3%","35.2%","37.3%","27.5%","10.6%","62.0%","27.5%","24617"
"Alex Verdugo","BOS",".309","1.38","21.4%","45.6%","32.9%","7.1%","6.5%","13","5.6%","0","0.0%","32.2%","42.3%","25.5%","14.4%","55.0%","30.6%","17027"
"Dylan Carlson","STL",".281","1.14","20.7%","42.3%","37.0%","6.4%","6.4%","8","5.6%","2","50.0%","36.8%","37.1%","26.0%","17.3%","55.0%","27.8%","20126"
"Harold Ramirez","TBR",".350","1.87","19.4%","52.5%","28.1%","11.7%","6.4%","22","12.5%","0","0.0%","41.8%","39.4%","18.8%","18.5%","52.5%","29.0%","14387"
"Matt Vierling","PHI",".290","1.14","22.7%","41.2%","36.2%","9.6%","6.4%","6","5.6%","1","100.0%","30.3%","41.4%","28.4%","14.9%","51.0%","34.1%","21558"
"Rafael Ortega","CHC",".285","0.75","21.5%","33.6%","44.9%","9.0%","6.3%","2","2.4%","2","66.7%","42.0%","33.6%","24.4%","16.4%","58.4%","25.2%","10323"
"Ke'Bryan Hayes","PIT",".307","1.71","21.8%","49.4%","28.8%","10.8%","6.3%","18","9.5%","0","0.0%","27.0%","40.8%","32.2%","16.4%","53.0%","30.6%","18577"
