"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Juan Soto","WSN","654","414","93.0","116.6","5.8","55","13.3%","217","52.4%",".313",".305",".534",".545",".420",".429","20123"
"Joey Votto","CIN","533","325","92.9","114.1","18.2","56","17.2%","173","53.2%",".266",".274",".563",".592",".391",".406","4314"
"Rafael Devers","BOS","664","452","92.9","114.4","13.1","68","15.0%","233","51.5%",".279",".291",".538",".567",".373",".394","17350"
"Nelson Cruz","- - -","584","400","92.9","117.5","11.8","54","13.5%","208","52.0%",".265",".264",".497",".512",".346",".363","2434"
"Chad Pinder","OAK","233","153","92.6","112.2","7.4","25","16.3%","83","54.2%",".243",".261",".411",".507",".307",".354","15191"
"Paul Goldschmidt","STL","679","472","92.6","112.2","17.1","64","13.6%","237","50.2%",".294",".293",".514",".575",".373",".397","9218"
"Josh Bell","WSN","568","400","92.5","115.8","4.9","35","8.8%","206","51.5%",".261",".277",".476",".488",".352",".367","13145"
"Bryce Harper","PHI","599","360","92.5","116.3","13.3","65","18.1%","177","49.2%",".309",".301",".615",".609",".431",".430","11579"
"Byron Buxton","MIN","254","173","92.5","115.6","13.3","31","17.9%","92","53.2%",".306",".300",".647",".611",".419",".407","14161"
"Bobby Dalbec","BOS","453","262","92.4","115.6","17.3","53","20.2%","126","48.1%",".240",".236",".494",".522",".334",".344","19966"
"Brad Miller","PHI","377","219","92.4","113.9","12.9","27","12.3%","105","47.9%",".227",".247",".453",".460",".331",".345","12775"
"Mitch Garver","MIN","243","138","92.3","111.8","19.0","24","17.4%","74","53.6%",".256",".256",".517",".545",".372",".386","15161"
"Kyle Schwarber","- - -","471","274","92.3","116.6","15.4","48","17.5%","143","52.2%",".266",".265",".554",".565",".392",".399","16478"
"Rowdy Tellez","- - -","325","233","92.2","114.8","13.4","27","11.6%","112","48.1%",".242",".265",".414",".471",".306",".340","15679"
"Brandon Marsh","LAA","260","147","92.1","112.7","7.9","16","10.9%","76","51.7%",".254",".265",".356",".414",".296",".324","20202"
"J.D. Martinez","BOS","634","426","92.1","113.2","16.9","53","12.4%","210","49.3%",".286",".288",".518",".533",".364",".374","6184"
"Alec Bohm","PHI","417","273","92.0","111.6","5.6","18","6.6%","135","49.5%",".247",".261",".342",".392",".285",".313","21618"
"Jose Abreu","CHW","659","433","92.0","115.6","10.4","44","10.2%","212","49.0%",".261",".252",".481",".457",".354",".349","15676"
"Franmil Reyes","CLE","466","272","92.0","114.9","9.7","46","16.9%","132","48.5%",".254",".246",".522",".512",".354",".353","14566"
"Teoscar Hernandez","TOR","595","404","91.8","115.7","13.1","56","13.9%","197","48.8%",".296",".284",".524",".536",".369",".370","13066"
"Willson Contreras","CHC","483","279","91.8","115.4","9.6","31","11.1%","135","48.4%",".237",".240",".438",".448",".337",".346","11609"
"Matt Olson","OAK","673","463","91.6","115.3","16.2","59","12.7%","224","48.4%",".271",".264",".540",".507",".379",".378","14344"
"Joey Gallo","- - -","616","286","91.5","115.1","22.7","53","18.5%","130","45.5%",".199",".202",".458",".464",".348",".354","14128"
"Bo Bichette","TOR","690","507","91.4","115.5","7.3","50","9.9%","241","47.5%",".298",".291",".484",".489",".354",".355","19612"
"Kyle Tucker","HOU","567","423","91.4","111.1","17.6","49","11.6%","199","47.0%",".294",".303",".557",".576",".383",".396","18345"
"Freddie Freeman","ATL","695","495","91.4","113.6","12.0","57","11.5%","226","45.7%",".300",".320",".503",".583",".379",".416","5361"
"Miguel Cabrera","DET","526","363","91.4","112.6","10.0","30","8.3%","178","49.0%",".256",".234",".386",".420",".305",".315","1744"
"Daniel Vogelbach","MIL","258","158","91.4","114.3","11.7","13","8.2%","77","48.7%",".219",".238",".381",".390",".325",".337","14130"
"Ryan Zimmerman","WSN","273","180","91.3","111.5","7.4","19","10.6%","86","47.8%",".243",".232",".471",".418",".319",".300","4220"
"Harold Ramirez","CLE","361","286","91.3","114.8","6.2","18","6.3%","134","46.9%",".268",".269",".398",".402",".302",".308","14387"
"Ji-Man Choi","TBR","305","171","91.2","112.9","14.8","16","9.4%","80","46.8%",".229",".237",".411",".424",".334",".342","5452"
"Nick Gordon","MIN","216","146","91.2","109.2","9.4","10","6.8%","68","46.6%",".240",".266",".355",".418",".283",".318","16337"
"Patrick Wisdom","CHC","375","186","91.2","114.2","19.1","30","16.1%","95","51.1%",".231",".216",".518",".460",".346",".321","13602"
"Rhys Hoskins","PHI","443","283","91.2","112.2","21.7","48","17.0%","131","46.3%",".247",".249",".530",".564",".364",".378","16472"
"Max Muncy","LAD","592","378","91.2","112.3","15.2","61","16.1%","175","46.3%",".249",".271",".527",".580",".379",".407","13301"
"Ketel Marte","ARI","374","281","91.1","116.0","10.3","25","8.9%","136","48.4%",".318",".307",".532",".495",".385",".372","13613"
"Garrett Cooper","MIA","250","148","91.1","114.0","8.2","16","10.8%","78","52.7%",".284",".269",".465",".458",".367",".362","15279"
"Jorge Soler","- - -","602","387","91.1","117.9","15.7","48","12.4%","177","45.7%",".223",".250",".432",".494",".323",".359","14221"
"Luis Robert","CHW","296","216","91.1","117.7","13.7","27","12.5%","96","44.4%",".338",".302",".567",".546",".399",".382","20043"
"Zack Collins","CHW","231","127","91.1","109.9","20.9","13","10.2%","56","44.1%",".210",".220",".338",".391",".300",".323","19181"
"Andrew Vaughn","CHW","469","321","91.0","115.0","9.7","35","10.9%","149","46.4%",".235",".243",".396",".434",".306",".332","26197"
"Corey Seager","LAD","409","290","91.0","115.3","10.7","36","12.4%","142","49.0%",".306",".295",".521",".530",".389",".392","13624"
"Pete Alonso","NYM","637","438","91.0","118.4","14.7","65","14.8%","207","47.3%",".262",".271",".519",".542",".363",".377","19251"
"Brent Rooker","MIN","213","119","91.0","111.7","13.1","15","12.6%","58","48.7%",".201",".238",".397",".463",".301",".341","19627"
"Lane Thomas","- - -","264","164","91.0","109.1","12.3","12","7.3%","75","45.7%",".235",".234",".412",".382",".328",".322","16939"
"Mitch Moreland","OAK","252","174","91.0","112.2","12.9","16","9.2%","83","47.7%",".227",".226",".415",".395",".300",".297","3086"
"Alex Kirilloff","MIN","231","164","91.0","108.4","7.0","21","12.8%","72","43.9%",".251",".295",".423",".544",".307",".370","20325"
"Joc Pederson","- - -","481","317","91.0","113.6","14.1","32","10.1%","151","47.6%",".238",".244",".422",".441",".315",".333","11899"
"Christian Yelich","MIL","475","289","91.0","114.9","2.8","22","7.6%","140","48.4%",".248",".254",".373",".392",".325",".337","11477"
"Adolis Garcia","TEX","622","391","91.0","112.4","14.7","45","11.5%","177","45.3%",".243",".220",".454",".422",".314",".299","19287"
"Justin Turner","LAD","612","441","90.9","109.8","19.2","35","7.9%","186","42.2%",".278",".270",".471",".470",".358",".359","5235"
"Jorge Alfaro","MIA","311","196","90.9","115.7","1.8","16","8.2%","96","49.0%",".244",".247",".342",".381",".274",".292","12180"
"Luis Torrens","SEA","378","250","90.9","109.2","6.1","26","10.4%","108","43.2%",".243",".245",".431",".428",".311",".318","15905"
"Eric Haase","DET","381","234","90.9","113.2","16.0","32","13.7%","112","47.9%",".231",".234",".459",".461",".316",".322","14111"
"Nathaniel Lowe","TEX","642","398","90.8","113.9","5.0","38","9.5%","181","45.5%",".264",".236",".415",".401",".337",".323","19566"
"Tommy Pham","SDP","561","351","90.8","112.7","7.6","35","10.0%","164","46.7%",".229",".253",".383",".438",".318",".350","2967"
"Enrique Hernandez","BOS","585","405","90.8","111.3","17.9","34","8.4%","175","43.2%",".250",".253",".449",".454",".338",".346","10472"
"Ryan O'Hearn","KCR","254","168","90.8","110.6","14.3","14","8.3%","76","45.2%",".225",".235",".369",".396",".274",".294","16442"
"Luke Voit","NYY","241","139","90.7","110.9","15.9","22","15.8%","72","51.8%",".239",".251",".437",".497",".332",".359","14811"
"Francisco Lindor","NYM","524","365","90.7","112.9","14.4","30","8.2%","161","44.1%",".230",".254",".412",".453",".317",".345","12916"
"Jed Lowrie","OAK","512","353","90.7","109.9","16.4","33","9.3%","162","45.9%",".245",".259",".398",".464",".311",".343","4418"
"Bradley Zimmer","CLE","348","181","90.7","113.9","7.0","17","9.4%","77","42.5%",".227",".224",".344",".371",".300",".317","16221"
"Anthony Santander","BAL","438","310","90.7","112.8","18.0","26","8.4%","134","43.2%",".241",".269",".433",".446",".307",".328","14551"
"Mike Zunino","TBR","375","202","90.7","117.3","23.2","49","24.3%","94","46.5%",".216",".219",".559",".532",".358",".354","13265"
"Juan Lagares","LAA","327","238","90.6","112.2","8.8","16","6.7%","102","42.9%",".236",".244",".372",".373",".274",".282","5384"
"Jesse Winker","CIN","485","348","90.6","113.4","10.8","39","11.2%","163","46.8%",".305",".295",".556",".524",".403",".390","13590"
"Trevor Story","COL","595","392","90.6","111.0","17.5","39","9.9%","167","42.6%",".251",".245",".471",".450",".341",".335","12564"
"DJ LeMahieu","NYY","679","508","90.6","110.6","5.0","19","3.7%","219","43.1%",".268",".283",".362",".397",".315",".340","9874"
"Eric Hosmer","SDP","565","413","90.5","112.5","3.3","24","5.8%","194","47.0%",".269",".268",".395",".406",".319",".326","3516"
"Kyle Higashioka","NYY","211","135","90.5","109.5","21.7","21","15.6%","63","46.7%",".181",".233",".389",".504",".272",".343","5517"
"Eloy Jimenez","CHW","231","157","90.5","112.0","8.4","17","10.8%","70","44.6%",".249",".248",".437",".445",".317",".325","17484"
"Ryan McMahon","COL","596","386","90.5","111.5","14.3","28","7.3%","167","43.3%",".254",".244",".449",".426",".334",".325","15112"
"Avisail Garcia","MIL","515","345","90.4","116.7","9.3","42","12.2%","159","46.1%",".262",".278",".490",".514",".346",".366","5760"
"Mookie Betts","LAD","550","385","90.3","107.9","18.9","30","7.8%","159","41.3%",".264",".263",".487",".445",".365",".357","13611"
"A.J. Pollock","LAD","422","306","90.3","111.2","12.0","34","11.1%","144","47.1%",".297",".282",".536",".499",".375",".359","9256"
"Chas McCormick","HOU","320","187","90.3","108.2","18.6","19","10.2%","91","48.7%",".257",".224",".447",".424",".327",".311","19599"
"Albert Pujols","- - -","296","232","90.3","112.9","12.0","21","9.1%","91","39.2%",".236",".256",".433",".460",".302",".322","1177"
"Jesus Sanchez","MIA","251","150","90.2","113.9","8.7","19","12.7%","64","42.7%",".251",".244",".489",".479",".339",".337","19913"
"Carlos Correa","HOU","640","445","90.2","116.4","12.1","42","9.4%","189","42.5%",".279",".296",".485",".482",".364",".373","14162"
"Jazz Chisholm Jr.","MIA","507","324","90.2","112.1","9.0","28","8.6%","135","41.7%",".248",".238",".425",".409",".312",".307","20454"
"Ke'Bryan Hayes","PIT","396","277","90.2","111.0","2.6","14","5.1%","125","45.1%",".257",".249",".373",".369",".301",".299","18577"
"Willie Calhoun","TEX","284","227","90.2","110.6","14.9","8","3.5%","94","41.4%",".250",".275",".381",".403",".301",".323","17838"
"Hunter Renfroe","BOS","572","397","90.1","116.4","15.6","57","14.4%","176","44.3%",".259",".260",".501",".506",".344",".354","15464"
"Justin Upton","LAA","362","215","90.1","116.5","15.6","25","11.6%","88","40.9%",".211",".226",".409",".429",".305",".322","5222"
"LaMonte Wade Jr.","SFG","381","254","90.1","109.3","19.8","27","10.6%","105","41.3%",".253",".256",".482",".475",".343",".347","18126"
"Will Smith","LAD","501","324","90.1","108.6","19.4","35","10.8%","142","43.8%",".258",".250",".495",".472",".364",".364","19197"
"Javier Baez","- - -","547","322","90.1","116.7","10.6","43","13.4%","145","45.0%",".265",".241",".494",".455",".344",".325","12979"
"Yoan Moncada","CHW","616","365","90.1","113.8","11.3","30","8.2%","148","40.5%",".263",".261",".412",".426",".347",".353","17232"
"Austin Riley","ATL","662","430","90.1","114.2","14.2","57","13.3%","196","45.6%",".303",".281",".531",".511",".379",".366","18360"
"Anthony Rizzo","- - -","576","414","90.1","115.2","14.8","32","7.7%","169","40.8%",".248",".261",".440",".434",".339",".347","3473"
"Matt Carpenter","STL","249","131","90.0","106.9","21.1","15","11.5%","55","42.0%",".169",".225",".275",".427",".269",".341","8090"
"Alex Verdugo","BOS","604","453","90.0","110.8","7.7","33","7.3%","196","43.3%",".289",".285",".426",".446",".334",".342","17027"
"Jose Ramirez","CLE","636","470","90.0","112.6","18.3","52","11.1%","199","42.3%",".266",".283",".538",".508",".372",".376","13510"
"Trevor Larnach","MIN","301","158","90.0","116.0","13.1","15","9.5%","64","40.5%",".223",".212",".350",".376",".300",".306","21501"
"Danny Jansen","TOR","205","141","90.0","111.2","20.5","12","8.5%","61","43.3%",".223",".244",".473",".462",".329",".336","16535"
"Victor Caratini","SDP","356","235","90.0","112.5","8.4","16","6.8%","103","43.8%",".227",".228",".323",".355",".273",".290","14968"
"Kelvin Gutierrez","- - -","295","196","89.9","114.4","2.3","7","3.6%","88","44.9%",".232",".219",".316",".305",".270",".263","17468"
"Travis d'Arnaud","ATL","229","157","89.9","110.2","5.9","12","7.6%","69","43.9%",".220",".248",".388",".406",".291",".312","7739"
"David Bote","CHC","327","222","89.9","115.6","9.8","22","9.9%","97","43.7%",".199",".231",".330",".399",".268",".312","14593"
"Max Stassi","LAA","319","182","89.9","109.5","11.0","20","11.0%","77","42.3%",".241",".232",".426",".419",".327",".323","10059"
"Gregory Polanco","PIT","382","240","89.9","116.2","15.9","23","9.6%","115","47.9%",".208",".232",".354",".411",".275",".316","12907"
"Randy Arozarena","TBR","604","364","89.9","112.6","7.6","30","8.2%","153","42.0%",".274",".222",".459",".369",".350",".304","19290"
"Carlos Santana","KCR","659","468","89.9","111.2","12.9","32","6.8%","196","41.9%",".214",".244",".342",".421",".294",".335","2396"
"Hunter Dozier","KCR","543","339","89.9","113.0","15.8","30","8.8%","142","41.9%",".216",".224",".394",".388",".293",".299","15117"
"Yandy Diaz","TBR","541","384","89.9","113.5","6.6","27","7.0%","156","40.6%",".256",".254",".387",".399",".325",".332","16578"
"Yuli Gurriel","HOU","605","474","89.8","109.1","13.4","16","3.4%","196","41.4%",".319",".271",".462",".386",".363",".326","19198"
"Nick Castellanos","CIN","585","416","89.8","111.9","14.0","44","10.6%","195","46.9%",".309",".293",".576",".535",".391",".374","11737"
"Sam Hilliard","COL","238","127","89.8","113.5","12.0","19","15.0%","49","38.6%",".215",".213",".463",".436",".318",".312","17954"
"Max Kepler","MIN","490","334","89.8","110.8","16.3","36","10.8%","142","42.5%",".211",".255",".413",".452",".309",".347","12144"
"Tyler Naquin","CIN","454","308","89.8","113.5","9.6","32","10.4%","128","41.6%",".270",".264",".477",".459",".345",".340","13359"
"Randal Grichuk","TOR","545","401","89.8","113.8","16.1","34","8.5%","165","41.1%",".241",".234",".423",".402",".300",".297","10243"
"Gavin Lux","LAD","381","254","89.8","109.7","11.3","10","3.9%","102","40.2%",".242",".260",".364",".387",".303",".323","19955"
"Adam Duvall","- - -","555","342","89.8","113.8","23.6","55","16.1%","150","43.9%",".228",".227",".491",".499",".324",".330","10950"
"Josh Naylor","CLE","250","189","89.8","114.7","9.0","14","7.4%","79","41.8%",".253",".254",".399",".417",".302",".311","18839"
"Marcus Semien","TOR","724","509","89.7","109.5","20.3","50","9.8%","210","41.3%",".265",".249",".538",".459",".368",".336","12533"
"Jackie Bradley Jr.","MIL","428","258","89.7","108.4","9.6","13","5.0%","104","40.3%",".163",".194",".261",".290",".224",".253","12984"
"Lourdes Gurriel Jr.","TOR","541","405","89.7","110.7","10.5","39","9.6%","173","42.7%",".276",".272",".466",".462",".333",".339","19238"
"Marcell Ozuna","ATL","208","142","89.7","114.3","14.5","14","9.9%","57","40.1%",".213",".268",".356",".460",".284",".347","10324"
"J.D. Davis","NYM","211","113","89.7","111.9","13.2","14","12.4%","48","42.5%",".285",".248",".436",".408",".357",".338","16219"
"Matt Chapman","OAK","622","336","89.7","113.3","18.6","46","13.7%","140","41.7%",".210",".209",".403",".423",".311",".321","16505"
"Tim Anderson","CHW","551","409","89.7","110.2","4.3","32","7.8%","171","41.8%",".309",".284",".469",".448",".345",".329","15172"
"Yoshi Tsutsugo","- - -","262","160","89.6","111.1","17.1","11","6.9%","60","37.5%",".217",".193",".383",".344",".302",".281","27459"
"Yadiel Hernandez","WSN","289","207","89.6","106.0","5.1","12","5.8%","79","38.2%",".273",".241",".413",".408",".320",".308","19334"
"Yan Gomes","- - -","375","272","89.6","107.7","14.1","24","8.8%","103","37.9%",".252",".280",".421",".469",".308",".341","9627"
"Ozzie Albies","ATL","686","508","89.6","111.4","21.1","47","9.3%","187","36.8%",".259",".260",".488",".465",".336",".332","16556"
"Taylor Ward","LAA","237","156","89.6","110.0","16.4","16","10.3%","62","39.7%",".250",".259",".438",".453",".333",".344","17548"
"Jared Walsh","LAA","585","381","89.6","114.8","7.8","43","11.3%","157","41.2%",".277",".256",".509",".434",".357",".326","18607"
"Brett Phillips","TBR","292","144","89.6","106.6","17.8","16","11.1%","65","45.1%",".206",".179",".427",".359",".313",".284","14735"
"J.T. Realmuto","PHI","537","349","89.6","111.2","11.5","30","8.6%","156","44.7%",".263",".253",".439",".416",".336",".329","11739"
"Xander Bogaerts","BOS","603","423","89.6","113.6","12.5","41","9.7%","182","43.0%",".295",".280",".493",".468",".368",".359","12161"
"Andrew Stevenson","WSN","213","134","89.6","109.3","8.4","8","6.0%","60","44.8%",".229",".241",".339",".372",".276",".299","17932"
"Andrew Benintendi","KCR","538","403","89.6","107.6","15.4","36","8.9%","172","42.7%",".276",".261",".442",".456",".328",".331","17901"
"Trea Turner","- - -","646","489","89.6","112.2","11.4","36","7.4%","225","46.0%",".328",".304",".536",".485",".386",".364","16252"
"Ramon Urias","BAL","296","186","89.6","112.7","5.2","18","9.7%","79","42.5%",".279",".270",".412",".427",".341",".344","18795"
"Jesus Aguilar","MIA","510","368","89.6","110.6","19.0","31","8.4%","149","40.5%",".261",".260",".459",".453",".334",".334","11342"
"Michael Brantley","HOU","508","417","89.5","109.4","9.9","24","5.8%","179","42.9%",".311",".312",".437",".466",".347",".361","4106"
"Mike Yastrzemski","SFG","532","341","89.5","109.4","19.4","35","10.3%","134","39.3%",".224",".221",".457",".431",".326",".318","14854"
"Willy Adames","- - -","555","342","89.5","112.5","16.8","39","11.4%","153","44.7%",".262",".236",".481",".438",".349",".325","15986"
"Ian Happ","CHC","535","312","89.5","112.1","9.9","35","11.2%","128","41.0%",".226",".220",".434",".396",".328",".317","17919"
"Victor Reyes","DET","220","157","89.5","109.8","6.6","13","8.3%","54","34.4%",".258",".257",".416",".404",".298",".297","15487"
"Gary Sanchez","NYY","440","262","89.5","113.4","20.5","36","13.7%","110","42.0%",".204",".228",".423",".452",".314",".336","11442"
"George Springer","TOR","342","222","89.4","116.4","19.0","34","15.3%","92","41.4%",".264",".247",".555",".507",".381",".361","12856"
"Michael A. Taylor","KCR","528","346","89.4","111.5","12.1","23","6.6%","139","40.2%",".244",".246",".356",".390",".286",".300","11489"
"Cedric Mullins II","BAL","675","483","89.4","109.7","14.8","39","8.1%","189","39.1%",".291",".272",".518",".447",".372",".344","17929"
"Bryan Reynolds","PIT","646","444","89.4","112.7","13.4","46","10.4%","181","40.8%",".302",".294",".522",".523",".385",".386","19326"
"Jorge Polanco","MIN","644","476","89.4","110.0","19.3","48","10.1%","175","36.8%",".269",".267",".503",".488",".349",".348","13152"
"David Peralta","ARI","538","397","89.3","113.8","5.3","20","5.0%","165","41.6%",".259",".243",".402",".345",".314",".293","2136"
"Brandon Lowe","TBR","615","371","89.3","111.2","16.9","52","14.0%","160","43.1%",".247",".249",".523",".499",".363",".360","18882"
"Josh VanMeter","ARI","310","193","89.3","110.0","19.6","10","5.2%","71","36.8%",".212",".203",".354",".321",".287",".274","15170"
"Brandon Nimmo","NYM","386","248","89.3","111.5","8.8","9","3.6%","102","41.1%",".292",".273",".437",".392",".369",".350","12927"
"Cody Bellinger","LAD","350","224","89.3","107.4","22.2","16","7.1%","77","34.4%",".165",".209",".302",".358",".237",".281","15998"
"Mitch Haniger","SEA","691","459","89.3","110.0","14.8","58","12.6%","205","44.7%",".253",".262",".485",".497",".340",".353","14274"
"Dansby Swanson","ATL","653","429","89.3","109.6","14.1","49","11.4%","182","42.4%",".248",".251",".449",".455",".322",".332","18314"
"Austin Meadows","TBR","591","404","89.3","110.3","21.7","35","8.7%","152","37.6%",".234",".240",".458",".425",".327",".326","15672"
"Ryan Jeffers","MIN","293","159","89.2","111.2","14.0","23","14.5%","70","44.0%",".199",".207",".401",".415",".289",".299","24618"
"Sean Murphy","OAK","448","282","89.2","112.8","15.4","32","11.3%","119","42.2%",".216",".240",".405",".441",".309",".337","19352"
"Brandon Belt","SFG","381","223","89.2","109.9","23.0","38","17.0%","100","44.8%",".274",".243",".597",".525",".406",".374","10264"
"Anthony Rendon","LAA","249","178","89.1","106.0","22.3","10","5.6%","69","38.8%",".240",".233",".382",".369",".310",".303","12861"
"Colin Moran","PIT","359","234","89.1","110.2","7.2","19","8.1%","87","37.2%",".258",".245",".390",".391",".318",".315","16909"
"Eugenio Suarez","CIN","574","339","89.1","111.9","18.3","51","15.0%","135","39.8%",".198",".215",".428",".455",".306",".326","12552"
"Rougned Odor","NYY","361","223","89.1","112.1","19.6","20","9.0%","83","37.2%",".202",".202",".379",".374",".289",".290","12282"
"Ryan Mountcastle","BAL","586","380","89.1","114.6","16.3","45","11.8%","151","39.7%",".255",".245",".487",".457",".335",".326","18373"
"Ben Gamel","- - -","400","241","89.0","108.5","16.7","19","7.9%","87","36.1%",".247",".230",".388",".373",".322",".315","12160"
"Kyle Seager","SEA","670","446","89.0","111.0","19.5","55","12.3%","179","40.1%",".212",".221",".438",".452",".308",".319","9785"
"Bobby Bradley","CLE","279","149","89.0","114.2","12.0","25","16.8%","60","40.3%",".208",".224",".445",".467",".314",".331","17278"
"Dominic Smith","NYM","493","340","89.0","109.5","14.9","22","6.5%","137","40.3%",".244",".262",".363",".420",".291",".325","15653"
"Aristides Aquino","CIN","204","101","89.0","113.5","22.9","15","14.9%","40","39.6%",".190",".188",".408",".399",".303",".304","15482"
"Nolan Arenado","STL","653","504","89.0","110.6","20.0","34","6.7%","187","37.1%",".255",".248",".494",".420",".336",".311","9777"
"Alex Bregman","HOU","400","299","89.0","107.5","15.9","19","6.4%","114","38.1%",".270",".258",".422",".417",".336",".332","17678"
"Tommy La Stella","SFG","242","197","88.9","106.8","13.5","12","6.1%","65","33.0%",".250",".280",".405",".460",".307",".342","12371"
"Odubel Herrera","PHI","492","380","88.9","113.0","7.3","18","4.7%","152","40.0%",".260",".252",".416",".378",".312",".302","11476"
"Gio Urshela","NYY","442","312","88.9","110.4","7.5","25","8.0%","128","41.0%",".267",".252",".419",".415",".309",".304","10681"
"Trey Mancini","BAL","616","414","88.9","113.9","9.7","43","10.4%","172","41.5%",".255",".266",".432",".452",".326",".341","15149"
"Cavan Biggio","TOR","294","178","88.9","109.6","15.4","10","5.6%","56","31.5%",".224",".207",".356",".331",".298",".285","19252"
"Seth Brown","OAK","307","194","88.9","113.7","20.9","27","13.9%","78","40.2%",".214",".225",".480",".462",".315",".318","18171"
"Austin Hays","BAL","529","385","88.8","110.3","12.5","35","9.1%","150","39.0%",".256",".245",".461",".432",".328",".316","19363"
"Andrew McCutchen","PHI","574","357","88.8","110.8","14.6","32","9.0%","141","39.5%",".222",".240",".444",".431",".335",".344","9847"
"Amed Rosario","CLE","588","434","88.8","111.5","5.6","12","2.8%","187","43.1%",".282",".267",".409",".368",".315",".300","15518"
"Brendan Rodgers","COL","415","305","88.8","111.8","6.3","19","6.2%","123","40.3%",".284",".253",".470",".414",".341",".311","17907"
"Trent Grisham","SDP","527","348","88.8","109.4","12.3","18","5.2%","127","36.5%",".242",".241",".413",".368",".320",".309","18564"
"C.J. Cron","COL","547","357","88.8","114.7","15.8","41","11.5%","150","42.0%",".281",".261",".530",".481",".383",".364","12546"
"Christian Walker","ARI","445","297","88.8","111.1","15.6","19","6.4%","122","41.1%",".244",".249",".382",".386",".304",".311","13419"
"Brian Anderson","MIA","264","168","88.8","108.7","11.3","13","7.7%","64","38.1%",".249",".215",".378",".374",".314",".299","18289"
"Brandon Crawford","SFG","549","383","88.8","109.8","14.7","44","11.5%","165","43.1%",".298",".259",".522",".492",".377",".356","5343"
"Andy Ibanez","TEX","272","220","88.8","108.1","15.5","16","7.3%","85","38.6%",".277",".264",".435",".415",".325",".320","18819"
"Jeimer Candelario","DET","626","422","88.7","111.0","12.6","38","9.0%","165","39.1%",".271",".278",".443",".462",".344",".356","13621"
"Aledmys Diaz","HOU","319","232","88.7","110.0","13.6","15","6.5%","104","44.8%",".259",".267",".405",".411",".311",".319","15937"
"Isan Diaz","MIA","277","169","88.7","109.0","9.6","7","4.1%","62","36.7%",".193",".203",".282",".308",".253",".272","17922"
"Harold Castro","DET","339","252","88.6","107.2","10.2","8","3.2%","97","38.5%",".283",".287",".359",".414",".291",".315","14691"
"Tyrone Taylor","MIL","271","185","88.6","110.8","16.0","14","7.6%","69","37.3%",".247",".239",".457",".401",".333",".314","13675"
"Wilmer Flores","SFG","436","336","88.6","109.7","18.0","20","6.0%","119","35.4%",".262",".238",".447",".400",".337",".312","5827"
"Tom Murphy","SEA","325","184","88.6","109.4","15.9","16","8.7%","69","37.5%",".202",".193",".350",".347",".291",".292","13499"
"Jake Cronenworth","SDP","643","488","88.6","110.8","12.5","35","7.2%","169","34.6%",".266",".276",".460",".443",".341",".344","18036"
"Michael Conforto","NYM","479","304","88.5","111.3","13.2","28","9.2%","119","39.1%",".232",".253",".384",".436",".322",".350","16376"
"Stephen Vogt","- - -","238","156","88.5","106.4","19.2","8","5.1%","55","35.3%",".195",".213",".333",".353",".270",".288","5000"
