"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Martin Maldonado","MIL",".234","1.18","17.9%","44.4%","37.7%","3.5%","14.0%","2","3.0%","1","20.0%","37.2%","35.3%","27.6%","21.2%","50.6%","28.2%","6887"
"Asdrubal Cabrera","NYM",".310","0.95","22.9%","37.4%","39.6%","6.7%","14.0%","8","5.2%","3","50.0%","51.2%","27.1%","21.7%","14.5%","48.8%","36.7%","4962"
"Aaron Altherr","PHI",".288","2.28","26.4%","51.2%","22.5%","13.8%","13.8%","5","7.6%","0","0.0%","41.1%","38.8%","20.2%","19.4%","51.2%","29.5%","11270"
"Nick Castellanos","DET",".345","0.73","25.6%","31.5%","43.0%","2.3%","13.7%","4","4.2%","0","0.0%","39.0%","34.4%","26.6%","11.5%","52.8%","35.7%","11737"
"Brock Holt","BOS",".294","2.51","23.8%","54.5%","21.7%","5.9%","13.7%","7","5.5%","0","0.0%","36.4%","33.5%","30.1%","23.7%","53.0%","23.3%","9345"
"Brian McCann","NYY",".269","0.78","21.5%","34.4%","44.1%","9.6%","13.7%","0","0.0%","0","0.0%","50.0%","32.2%","17.8%","14.8%","49.7%","35.5%","4810"
"Wilmer Flores","NYM",".268","0.74","21.8%","33.2%","45.0%","11.9%","13.6%","9","10.3%","0","0.0%","40.1%","36.6%","23.3%","20.2%","52.7%","27.1%","5827"
"Jean Segura","ARI",".353","1.91","19.1%","53.1%","27.8%","5.4%","13.5%","27","9.5%","3","33.3%","31.4%","36.3%","32.3%","16.2%","54.1%","29.7%","5933"
"Byron Buxton","MIN",".329","0.81","21.6%","35.1%","43.3%","13.5%","13.5%","9","15.0%","4","25.0%","47.6%","28.9%","23.5%","16.6%","56.1%","27.3%","14161"
"Stephen Piscotty","STL",".319","1.20","20.2%","43.6%","36.2%","9.2%","13.5%","25","12.8%","1","50.0%","42.3%","31.9%","25.9%","15.9%","52.0%","32.1%","13367"
"Desmond Jennings","TBR",".243","1.25","16.4%","46.4%","37.1%","13.5%","13.5%","5","7.7%","1","25.0%","39.6%","36.8%","23.6%","20.1%","53.5%","26.4%","1965"
"Eugenio Suarez","CIN",".304","1.07","21.6%","40.5%","37.9%","7.7%","13.5%","8","4.8%","0","0.0%","39.5%","35.1%","25.4%","17.2%","47.9%","34.9%","12552"
"Ben Zobrist","CHC",".290","1.57","21.6%","48.0%","30.5%","8.2%","13.4%","11","5.2%","4","44.4%","48.3%","34.7%","16.9%","15.4%","52.1%","32.5%","7435"
"Matt Carpenter","STL",".307","0.71","26.2%","30.6%","43.2%","4.4%","13.3%","3","2.7%","1","16.7%","48.1%","32.8%","19.1%","9.9%","48.1%","41.9%","8090"
"Mookie Betts","BOS",".322","1.05","19.3%","41.4%","39.4%","12.3%","13.2%","18","7.3%","1","50.0%","39.7%","35.1%","25.2%","17.4%","49.2%","33.4%","13611"
"Kelly Johnson","- - -",".281","1.50","20.8%","47.5%","31.7%","9.2%","13.2%","8","7.0%","0","0.0%","40.7%","36.1%","23.2%","21.2%","49.4%","29.5%","2234"
"Ryan Zimmerman","WSN",".248","1.40","16.7%","48.6%","34.7%","8.8%","13.2%","8","5.0%","0","0.0%","36.5%","35.9%","27.7%","15.2%","50.2%","34.7%","4220"
"Jason Kipnis","CLE",".324","1.04","23.7%","38.9%","37.4%","6.9%","13.1%","8","4.4%","2","25.0%","40.8%","35.1%","24.2%","13.4%","50.8%","35.7%","9776"
"Miguel Montero","CHC",".249","1.51","16.8%","50.0%","33.2%","3.3%","13.1%","3","3.3%","0","0.0%","42.2%","30.3%","27.6%","18.9%","54.1%","27.0%","3364"
"Jose Altuve","HOU",".347","1.29","26.2%","41.6%","32.2%","4.9%","13.0%","23","9.7%","2","25.0%","45.3%","35.7%","19.0%","13.6%","52.6%","33.8%","5417"
"David Dahl","COL",".404","1.37","21.5%","45.4%","33.1%","9.3%","13.0%","5","6.8%","0","0.0%","34.4%","35.0%","30.7%","15.3%","52.1%","32.5%","13744"
"Jayson Werth","WSN",".288","0.99","17.3%","41.1%","41.6%","9.2%","12.9%","6","3.7%","0","0.0%","42.9%","34.2%","23.0%","16.1%","48.0%","36.0%","1327"
"Joe Mauer","MIN",".301","2.43","26.8%","51.9%","21.3%","0.0%","12.8%","3","1.4%","0","0.0%","30.8%","34.0%","35.2%","13.4%","55.3%","31.3%","1857"
"Robbie Grossman","MIN",".364","1.02","25.3%","37.8%","36.9%","5.8%","12.8%","7","8.0%","0","0.0%","41.5%","32.2%","26.3%","17.4%","51.3%","31.4%","5254"
"Justin Morneau","CHW",".320","1.62","19.6%","49.7%","30.7%","12.8%","12.8%","3","3.9%","0","0.0%","39.9%","30.7%","29.4%","14.4%","57.5%","28.1%","1737"
"Javier Baez","CHC",".336","1.21","19.5%","44.0%","36.4%","10.9%","12.7%","15","11.3%","7","50.0%","45.6%","34.5%","19.9%","18.7%","52.2%","29.1%","12979"
"Daniel Descalso","COL",".305","1.37","24.0%","43.9%","32.1%","4.8%","12.7%","4","4.7%","2","100.0%","39.4%","35.9%","24.7%","19.2%","51.5%","29.3%","8392"
"Curt Casali","TBR",".250","0.84","19.4%","36.8%","43.8%","17.5%","12.7%","3","5.7%","0","0.0%","51.0%","27.2%","21.8%","21.1%","46.3%","32.7%","12510"
"Matt Wieters","BAL",".265","0.92","24.2%","36.3%","39.5%","12.7%","12.7%","8","6.5%","1","33.3%","37.4%","35.1%","27.5%","20.2%","46.8%","33.0%","4298"
"James McCann","DET",".283","1.01","18.4%","41.0%","40.6%","5.3%","12.6%","3","3.1%","1","20.0%","39.3%","33.1%","27.6%","15.5%","50.6%","33.9%","12859"
"Aledmys Diaz","STL",".312","1.17","15.6%","45.5%","38.9%","13.3%","12.6%","25","15.8%","3","60.0%","46.3%","30.7%","23.0%","19.0%","49.4%","31.5%","15937"
"Andrew McCutchen","PIT",".297","0.86","22.5%","35.8%","41.7%","12.6%","12.6%","11","6.7%","0","0.0%","44.8%","33.4%","21.8%","19.7%","44.5%","35.8%","9847"
"Ian Kinsler","DET",".314","0.71","23.9%","31.6%","44.5%","8.5%","12.5%","11","6.9%","2","66.7%","44.1%","35.0%","20.9%","18.6%","47.4%","34.0%","6195"
"Freddy Galvis","PHI",".280","1.10","23.5%","40.1%","36.4%","6.9%","12.5%","8","4.5%","4","20.0%","41.6%","35.9%","22.4%","16.8%","56.4%","26.8%","6609"
"Ezequiel Carrera","TOR",".311","2.25","16.6%","57.8%","25.7%","10.4%","12.5%","7","6.5%","9","40.9%","41.1%","33.0%","25.8%","22.0%","52.6%","25.4%","9048"
"Alex Bregman","HOU",".317","0.67","28.2%","28.9%","43.0%","12.5%","12.5%","3","7.0%","0","0.0%","38.0%","37.3%","24.7%","18.0%","50.0%","32.0%","17678"
"Chase Headley","NYY",".303","1.38","23.8%","44.2%","32.0%","6.2%","12.4%","7","4.5%","1","100.0%","41.5%","33.9%","24.6%","17.2%","51.4%","31.4%","4720"
"Daniel Murphy","WSN",".348","0.87","21.8%","36.3%","41.9%","8.9%","12.4%","11","6.3%","0","0.0%","41.3%","33.0%","25.7%","12.9%","49.0%","38.2%","4316"
"Tim Anderson","CHW",".375","2.18","20.8%","54.3%","24.9%","11.0%","12.3%","12","7.5%","0","0.0%","42.3%","35.0%","22.7%","17.0%","50.7%","32.3%","15172"
"Michael Conforto","NYM",".267","0.81","18.8%","36.2%","45.0%","10.2%","12.2%","4","5.1%","0","0.0%","42.7%","32.6%","24.8%","17.4%","42.7%","39.9%","16376"
"Nick Hundley","COL",".302","1.26","17.8%","45.8%","36.4%","3.7%","12.2%","6","5.8%","0","0.0%","42.9%","33.2%","23.9%","14.6%","47.8%","37.6%","3376"
"Trevor Plouffe","MIN",".284","1.11","19.9%","42.1%","37.9%","12.1%","12.1%","5","4.5%","0","0.0%","41.8%","34.2%","24.0%","18.6%","48.3%","33.1%","7462"
"C.J. Cron","LAA",".302","1.05","19.6%","41.2%","39.2%","14.4%","12.1%","6","4.3%","0","0.0%","33.5%","37.1%","29.4%","24.9%","42.7%","32.3%","12546"
"Sandy Leon","BOS",".392","1.41","24.7%","44.1%","31.2%","8.6%","12.1%","10","12.2%","1","16.7%","46.4%","28.1%","25.5%","19.8%","49.0%","31.3%","5273"
"Nolan Reimold","BAL",".287","1.28","19.7%","45.1%","35.2%","22.0%","12.0%","6","9.4%","0","0.0%","40.1%","32.4%","27.5%","26.8%","47.9%","25.4%","3441"
"Adonis Garcia","ATL",".308","1.97","21.0%","52.4%","26.7%","10.3%","12.0%","10","4.3%","0","0.0%","35.8%","40.3%","23.9%","20.5%","49.7%","29.8%","13777"
"Yasiel Puig","LAD",".306","1.38","16.4%","48.5%","35.1%","22.8%","12.0%","8","6.3%","0","0.0%","43.0%","34.2%","22.8%","20.5%","48.3%","31.2%","14225"
"Yangervis Solarte","SDP",".306","1.12","21.9%","41.2%","36.8%","12.7%","11.9%","5","3.5%","1","33.3%","49.0%","29.6%","21.4%","17.7%","49.6%","32.8%","5352"
"Eddie Rosario","MIN",".338","1.35","19.3%","46.3%","34.4%","7.1%","11.9%","7","6.2%","1","20.0%","36.1%","39.8%","24.1%","18.5%","51.4%","30.1%","12155"
"Bobby Wilson","- - -",".292","1.17","23.8%","41.1%","35.1%","20.3%","11.9%","2","2.9%","1","14.3%","54.9%","25.7%","19.4%","21.1%","53.7%","25.1%","6564"
"Chris Young","BOS",".326","0.51","24.8%","25.5%","49.7%","17.1%","11.8%","3","7.7%","0","0.0%","50.3%","27.5%","22.2%","23.5%","39.2%","37.3%","3882"
"Salvador Perez","KCR",".280","0.73","18.4%","34.5%","47.1%","15.5%","11.8%","4","2.9%","0","0.0%","47.4%","32.0%","20.7%","22.2%","44.1%","33.8%","7304"
"Christian Bethancourt","SDP",".288","1.25","16.1%","46.7%","37.2%","9.8%","11.8%","6","9.4%","0","0.0%","38.7%","39.4%","21.9%","16.1%","56.2%","27.7%","10028"
"Tyler Saladino","CHW",".329","1.78","19.9%","51.3%","28.8%","7.4%","11.8%","12","9.9%","0","0.0%","39.4%","34.9%","25.7%","22.0%","52.7%","25.3%","10807"
"Delino DeShields","TEX",".272","2.00","17.1%","55.3%","27.6%","8.8%","11.8%","4","5.9%","3","33.3%","39.4%","38.6%","22.0%","22.7%","56.8%","20.5%","11379"
"Alex Dickerson","SDP",".274","0.92","22.4%","37.1%","40.5%","10.6%","11.8%","6","7.7%","0","0.0%","43.1%","29.9%","27.0%","23.7%","42.2%","34.1%","12649"
"Derek Norris","SDP",".238","0.82","21.9%","35.1%","43.0%","12.5%","11.7%","6","6.1%","0","0.0%","41.2%","30.1%","28.7%","16.5%","49.1%","34.4%","6867"
"Brett Lawrie","CHW",".325","0.90","19.3%","38.3%","42.4%","16.5%","11.7%","5","5.4%","0","0.0%","41.6%","34.2%","24.3%","21.0%","50.2%","28.8%","5247"
"Marwin Gonzalez","HOU",".311","1.48","20.6%","47.4%","32.0%","8.0%","11.6%","9","5.4%","9","39.1%","50.7%","31.4%","18.0%","14.7%","52.0%","33.2%","5497"
"Hernan Perez","MIL",".322","1.20","20.4%","43.5%","36.1%","5.3%","11.5%","10","7.4%","1","25.0%","36.9%","35.6%","27.4%","17.7%","50.5%","31.9%","5751"
"Xander Bogaerts","BOS",".335","1.30","19.6%","45.5%","34.9%","17.8%","11.4%","23","9.5%","0","0.0%","44.5%","31.2%","24.2%","20.5%","48.9%","30.6%","12161"
"Leonys Martin","SEA",".313","1.17","19.9%","43.2%","36.8%","11.3%","11.3%","11","7.1%","7","36.8%","45.8%","31.3%","22.9%","22.1%","48.4%","29.5%","11846"
"Kevin Kiermaier","TBR",".278","1.11","20.6%","41.8%","37.6%","25.0%","11.1%","12","10.0%","4","66.7%","49.5%","27.6%","22.9%","26.6%","42.0%","31.4%","11038"
"Brett Eibner","- - -",".227","1.07","18.2%","42.3%","39.4%","18.5%","11.1%","5","8.6%","0","0.0%","38.8%","27.3%","33.8%","25.9%","49.6%","24.5%","11369"
"Adam Eaton","CHW",".329","2.08","20.5%","53.7%","25.8%","5.5%","11.0%","15","5.7%","12","54.5%","30.7%","31.9%","37.4%","17.5%","51.0%","31.5%","11205"
"Dexter Fowler","CHC",".350","1.14","23.8%","40.7%","35.5%","6.8%","11.0%","9","6.7%","2","40.0%","39.5%","38.0%","22.6%","17.5%","51.9%","30.6%","4062"
"Tyler White","HOU",".258","1.10","17.7%","43.0%","39.2%","15.1%","11.0%","5","6.3%","0","0.0%","39.8%","33.9%","26.3%","19.4%","49.5%","31.2%","15564"
"Enrique Hernandez","LAD",".234","0.97","17.1%","40.8%","42.1%","12.5%","10.9%","5","8.1%","0","0.0%","46.7%","32.9%","20.4%","20.4%","52.0%","27.6%","10472"
"Chris Johnson","MIA",".306","1.61","27.3%","44.8%","27.9%","4.3%","10.9%","3","4.1%","0","0.0%","37.3%","33.1%","29.5%","16.3%","50.0%","33.7%","1191"
"Yan Gomes","CLE",".189","0.86","16.3%","38.6%","45.1%","14.5%","10.8%","4","5.6%","0","0.0%","42.4%","34.2%","23.4%","17.4%","55.4%","27.2%","9627"
"Mallex Smith","ATL",".302","2.68","16.3%","61.0%","22.8%","3.6%","10.7%","7","9.3%","5","22.7%","33.8%","33.1%","33.1%","29.0%","51.0%","20.0%","13608"
"Tim Beckham","TBR",".349","1.28","17.7%","46.2%","36.2%","12.8%","10.6%","8","13.3%","0","0.0%","41.4%","35.3%","23.3%","20.3%","43.6%","36.1%","7949"
"Juan Uribe","CLE",".227","1.33","19.8%","45.8%","34.4%","15.2%","10.6%","7","8.0%","0","0.0%","39.6%","42.2%","18.2%","19.8%","48.4%","31.8%","454"
"Odubel Herrera","PHI",".349","1.45","21.6%","46.4%","32.0%","9.9%","10.6%","30","14.6%","4","44.4%","26.7%","37.5%","35.8%","23.8%","49.0%","27.2%","11476"
"Chase Utley","LAD",".299","1.31","22.3%","44.1%","33.7%","9.0%","10.5%","7","4.0%","2","50.0%","47.1%","34.1%","18.8%","14.5%","47.9%","37.6%","1679"
"Tyler Flowers","ATL",".366","1.08","18.6%","42.3%","39.2%","5.3%","10.5%","4","4.9%","0","0.0%","35.1%","37.1%","27.8%","12.9%","43.3%","43.8%","9134"
"Scooter Gennett","MIL",".315","1.29","20.8%","44.7%","34.5%","6.8%","10.5%","8","4.7%","1","50.0%","34.9%","34.9%","30.2%","17.8%","53.2%","28.9%","10339"
"Zack Cozart","CIN",".274","0.99","20.6%","39.4%","39.9%","13.1%","10.5%","5","3.3%","0","0.0%","46.8%","34.8%","18.4%","19.2%","49.6%","31.2%","2616"
"Jace Peterson","ATL",".296","2.42","18.5%","57.7%","23.8%","0.0%","10.4%","7","4.3%","1","20.0%","34.6%","36.7%","28.7%","19.9%","54.9%","25.2%","12325"
"Howie Kendrick","LAD",".301","3.10","19.4%","61.0%","19.6%","0.0%","10.4%","15","6.3%","0","0.0%","25.9%","36.5%","37.6%","15.2%","51.0%","33.8%","4229"
"Didi Gregorius","NYY",".290","0.99","19.6%","40.1%","40.3%","10.9%","10.4%","12","6.3%","5","45.5%","37.6%","33.1%","29.4%","19.6%","55.9%","24.5%","6012"
"Travis Shaw","BOS",".299","0.81","19.1%","36.3%","44.6%","9.6%","10.3%","7","5.5%","0","0.0%","39.3%","33.9%","26.8%","21.9%","44.7%","33.3%","11982"
"Eduardo Nunez","- - -",".314","1.46","16.6%","49.6%","33.8%","12.7%","10.2%","22","9.6%","3","33.3%","35.0%","35.4%","29.7%","20.6%","51.7%","27.8%","6848"
"DJ LeMahieu","COL",".388","2.22","26.6%","50.6%","22.8%","10.2%","10.2%","11","4.6%","4","33.3%","21.8%","40.3%","37.9%","13.2%","51.6%","35.2%","9874"
"Chris Coghlan","- - -",".235","1.53","20.7%","47.9%","31.4%","5.1%","10.2%","0","0.0%","0","0.0%","38.1%","36.5%","25.4%","19.0%","51.9%","29.1%","6878"
"Brandon Guyer","- - -",".300","1.07","21.5%","40.5%","38.0%","8.9%","10.0%","6","6.3%","1","33.3%","41.7%","32.1%","26.3%","20.8%","50.8%","28.3%","2636"
"Anthony Rendon","WSN",".304","0.82","20.6%","35.7%","43.8%","12.5%","10.0%","13","8.0%","0","0.0%","40.2%","30.8%","29.0%","13.8%","49.8%","36.5%","12861"
"Dustin Pedroia","BOS",".339","1.83","24.2%","49.0%","26.8%","8.6%","9.9%","20","7.2%","0","0.0%","35.6%","33.0%","31.4%","15.8%","52.3%","31.9%","8370"
"Francisco Lindor","CLE",".324","1.74","22.4%","49.2%","28.4%","5.3%","9.9%","16","6.1%","0","0.0%","39.1%","35.6%","25.3%","17.2%","55.2%","27.5%","12916"
"Devon Travis","TOR",".358","1.35","19.2%","46.4%","34.4%","9.9%","9.9%","16","10.7%","1","50.0%","35.1%","33.2%","31.7%","22.5%","48.3%","29.2%","13862"
"Buster Posey","SFG",".303","1.63","21.5%","48.6%","29.9%","4.9%","9.8%","12","5.2%","0","0.0%","35.5%","35.3%","29.2%","15.0%","48.9%","36.1%","9166"
"Jeff Francoeur","- - -",".333","1.49","18.6%","48.6%","32.7%","8.3%","9.7%","13","12.1%","0","0.0%","40.3%","34.4%","25.3%","20.4%","50.2%","29.4%","4792"
"Alejandro De Aza","NYM",".259","0.90","28.0%","34.1%","37.8%","3.2%","9.7%","1","1.8%","2","40.0%","39.6%","39.1%","21.3%","12.4%","43.8%","43.8%","3371"
"Jhonny Peralta","STL",".294","1.16","24.2%","40.7%","35.2%","4.8%","9.6%","8","8.3%","0","0.0%","44.9%","28.8%","26.3%","13.6%","54.2%","32.2%","1738"
"John Jaso","PIT",".314","1.93","20.8%","52.1%","27.0%","6.0%","9.6%","7","4.4%","0","0.0%","42.2%","41.6%","16.2%","23.7%","45.8%","30.5%","5887"
"Rajai Davis","CLE",".299","1.25","19.0%","45.0%","36.0%","10.4%","9.6%","11","7.1%","4","100.0%","43.6%","31.3%","25.1%","19.1%","54.4%","26.5%","3708"
"Conor Gillaspie","SFG",".278","1.00","23.2%","38.4%","38.4%","11.1%","9.5%","0","0.0%","0","0.0%","37.2%","35.4%","27.4%","19.5%","48.8%","31.7%","9009"
"Lorenzo Cain","KCR",".341","1.58","22.7%","47.3%","30.0%","8.4%","9.5%","10","6.7%","0","0.0%","34.4%","38.5%","27.1%","20.2%","49.8%","30.0%","9077"
"Kole Calhoun","LAA",".309","0.95","22.1%","38.0%","39.9%","6.8%","9.4%","5","2.7%","2","100.0%","41.8%","32.6%","25.6%","16.6%","48.0%","35.3%","11200"
"Coco Crisp","- - -",".252","1.05","21.9%","40.0%","38.1%","4.3%","9.4%","11","7.5%","1","11.1%","41.4%","36.6%","21.9%","16.6%","58.8%","24.6%","1572"
"Brandon Belt","SFG",".346","0.57","27.8%","26.3%","46.0%","6.0%","9.3%","5","4.8%","1","50.0%","36.2%","33.4%","30.4%","16.6%","47.0%","36.4%","10264"
"Andres Blanco","PHI",".301","1.79","19.5%","51.7%","28.9%","11.6%","9.3%","3","3.9%","0","0.0%","36.0%","37.3%","26.7%","24.0%","48.7%","27.3%","1907"
"Orlando Arcia","MIL",".267","1.88","17.3%","54.0%","28.7%","14.0%","9.3%","5","6.2%","3","75.0%","35.7%","33.8%","30.5%","24.0%","50.6%","25.3%","13185"
"Matt Szczur","CHC",".305","1.13","19.6%","42.7%","37.8%","11.1%","9.3%","6","9.8%","4","100.0%","38.1%","36.1%","25.9%","25.2%","52.4%","22.4%","11255"
"Gerardo Parra","COL",".297","2.09","19.2%","54.6%","26.1%","6.6%","9.2%","8","5.0%","6","85.7%","37.9%","36.9%","25.2%","16.8%","51.3%","31.9%","8553"
"Denard Span","SFG",".291","2.13","22.6%","52.7%","24.7%","8.3%","9.2%","11","4.3%","7","46.7%","37.7%","38.3%","24.0%","23.0%","52.3%","24.8%","8347"
"Jose Reyes","NYM",".302","0.81","21.8%","35.0%","43.2%","18.0%","9.0%","3","4.2%","0","0.0%","37.7%","34.8%","27.5%","30.4%","40.6%","29.0%","1736"
"Chris Iannetta","SEA",".266","1.13","22.4%","41.1%","36.4%","16.7%","9.0%","5","5.7%","0","0.0%","41.9%","34.0%","24.2%","19.5%","45.6%","34.9%","8267"
"Cheslor Cuthbert","KCR",".320","1.34","17.1%","47.5%","35.4%","17.8%","8.9%","18","9.9%","0","0.0%","41.1%","31.9%","27.0%","20.4%","48.7%","30.9%","10473"
"Hyun Soo Kim","BAL",".345","1.96","20.6%","52.6%","26.9%","2.9%","8.8%","9","6.8%","1","50.0%","37.3%","33.7%","29.0%","20.0%","49.8%","30.2%","18718"
"J.T. Realmuto","MIA",".357","1.62","20.4%","49.3%","30.3%","16.0%","8.8%","22","10.8%","0","0.0%","41.0%","34.5%","24.5%","21.1%","49.0%","29.9%","11739"
"Jett Bandy","LAA",".246","0.53","20.6%","27.4%","52.0%","14.3%","8.8%","3","6.3%","0","0.0%","43.3%","32.6%","24.2%","21.3%","51.1%","27.5%","12508"
"Angel Pagan","SFG",".298","1.32","25.1%","42.6%","32.3%","9.4%","8.6%","12","6.6%","2","100.0%","40.0%","33.1%","26.9%","20.4%","55.3%","24.3%","2918"
"Tyler Goeddel","PHI",".234","1.83","16.9%","53.8%","29.4%","17.0%","8.5%","2","2.3%","1","33.3%","32.5%","42.3%","25.2%","25.2%","49.7%","25.2%","13180"
"James Loney","NYM",".275","1.21","23.8%","41.7%","34.5%","8.5%","8.5%","2","1.6%","0","0.0%","36.4%","34.1%","29.5%","22.4%","48.1%","29.5%","4556"
"Starling Marte","PIT",".380","1.70","23.3%","48.3%","28.4%","6.5%","8.4%","25","13.7%","4","44.4%","37.6%","37.3%","25.1%","21.0%","44.3%","34.7%","9241"
"Clint Robinson","WSN",".259","1.28","16.0%","47.2%","36.8%","11.7%","8.3%","5","6.5%","0","0.0%","34.1%","42.1%","23.8%","24.4%","46.3%","29.3%","6908"
"Tucker Barnhart","CIN",".299","1.73","24.9%","47.5%","27.5%","3.6%","8.3%","7","4.8%","2","40.0%","40.0%","38.1%","21.9%","14.8%","57.1%","28.1%","10200"
"Jurickson Profar","TEX",".291","1.85","19.0%","52.6%","28.4%","13.3%","8.3%","5","4.5%","0","0.0%","41.8%","34.7%","23.5%","26.8%","49.3%","23.9%","10815"
"Aaron Hicks","NYY",".248","1.22","17.0%","45.6%","37.5%","9.3%","8.2%","5","4.2%","1","25.0%","45.6%","31.2%","23.2%","17.5%","53.6%","28.9%","5297"
"Billy Butler","- - -",".320","1.46","28.9%","42.2%","28.9%","3.3%","8.2%","3","3.4%","0","0.0%","33.6%","39.3%","27.0%","15.2%","52.1%","32.7%","7399"
"Prince Fielder","TEX",".235","1.18","19.1%","43.8%","37.1%","8.1%","8.1%","4","3.4%","0","0.0%","41.2%","33.3%","25.5%","19.9%","51.7%","28.5%","4613"
"Jake Smolinski","OAK",".257","1.22","22.2%","42.7%","35.1%","16.1%","8.0%","1","0.9%","0","0.0%","42.6%","33.7%","23.7%","20.1%","50.6%","29.3%","5408"
"Josh Reddick","- - -",".306","1.12","21.8%","41.3%","36.9%","5.6%","8.0%","7","5.0%","3","75.0%","35.3%","39.9%","24.8%","16.6%","53.1%","30.3%","3892"
"Jordy Mercer","PIT",".286","1.53","19.7%","48.5%","31.8%","12.2%","7.9%","12","5.7%","1","12.5%","33.9%","36.6%","29.4%","18.0%","56.9%","25.2%","6547"
"Greg Garcia","STL",".346","2.08","25.5%","50.3%","24.2%","0.0%","7.7%","3","3.7%","3","75.0%","33.3%","35.8%","30.9%","17.6%","58.8%","23.6%","10951"
"Melky Cabrera","CHW",".314","1.23","21.9%","43.2%","35.0%","9.8%","7.6%","6","2.6%","0","0.0%","38.7%","32.8%","28.5%","18.5%","52.8%","28.7%","4022"
"Brandon Crawford","SFG",".322","1.18","21.3%","42.6%","36.1%","11.9%","7.5%","12","6.4%","0","0.0%","37.4%","38.1%","24.4%","16.4%","48.4%","35.2%","5343"
"Aaron Hill","- - -",".284","0.90","21.7%","37.2%","41.2%","6.0%","7.5%","10","8.3%","0","0.0%","41.8%","33.7%","24.5%","18.3%","48.9%","32.8%","6104"
"Stephen Vogt","OAK",".275","0.65","23.2%","30.3%","46.5%","10.5%","7.4%","10","8.1%","1","100.0%","36.6%","34.6%","28.8%","21.0%","52.2%","26.8%","5000"
"Nick Markakis","ATL",".300","1.22","21.9%","43.0%","35.1%","6.7%","7.3%","10","4.6%","0","0.0%","33.5%","37.3%","29.2%","14.0%","53.1%","32.9%","5930"
"J.J. Hardy","BAL",".299","1.26","18.4%","45.5%","36.2%","15.3%","7.3%","13","8.3%","1","100.0%","44.5%","35.2%","20.3%","18.3%","47.1%","34.6%","3797"
"Jake Marisnick","HOU",".275","1.27","19.3%","45.2%","35.5%","15.7%","7.1%","13","14.6%","4","33.3%","44.0%","32.1%","23.9%","21.1%","52.6%","26.3%","11339"
"Tony Wolters","COL",".336","1.64","23.4%","47.6%","29.0%","4.8%","7.1%","7","10.1%","3","27.3%","39.7%","32.1%","28.2%","16.7%","62.2%","21.2%","11470"
"Cody Asche","PHI",".271","1.00","21.7%","39.2%","39.2%","10.7%","7.1%","4","7.1%","0","0.0%","42.4%","36.1%","21.5%","24.3%","42.4%","33.3%","11997"
"Cesar Hernandez","PHI",".363","2.65","24.4%","54.9%","20.7%","7.1%","7.1%","21","9.3%","15","53.6%","36.5%","34.0%","29.5%","18.9%","55.0%","26.0%","10556"
"Michael Bourn","- - -",".336","1.97","22.4%","51.5%","26.1%","7.0%","7.0%","9","6.4%","8","38.1%","36.2%","35.5%","28.3%","17.4%","57.0%","25.6%","6387"
"Kurt Suzuki","MIN",".276","1.04","21.3%","40.2%","38.5%","10.5%","7.0%","2","1.7%","0","0.0%","44.7%","32.8%","22.5%","17.5%","53.0%","29.5%","8259"
"Johnny Giavotella","LAA",".276","1.77","22.5%","49.5%","28.0%","9.3%","7.0%","11","7.2%","1","14.3%","33.1%","38.2%","28.7%","22.0%","52.5%","25.5%","6740"
"Brandon Phillips","CIN",".312","1.42","21.4%","46.2%","32.4%","8.9%","7.0%","12","5.3%","1","33.3%","33.3%","36.3%","30.4%","20.8%","52.4%","26.7%","791"
"Derek Dietrich","MIA",".343","1.07","21.7%","40.4%","37.9%","9.7%","6.8%","11","10.0%","0","0.0%","37.9%","37.5%","24.6%","25.7%","46.3%","27.9%","10542"
"Joey Rickard","BAL",".320","1.14","21.0%","42.0%","37.0%","6.8%","6.8%","11","13.1%","2","25.0%","42.8%","31.7%","25.5%","20.2%","53.8%","26.0%","13277"
"Cameron Maybin","DET",".383","2.60","21.7%","56.5%","21.7%","5.0%","6.7%","8","5.1%","3","42.9%","31.1%","36.7%","32.2%","19.8%","55.5%","24.7%","5223"
"Travis d'Arnaud","NYM",".293","1.69","16.9%","52.2%","30.8%","19.4%","6.5%","4","3.8%","0","0.0%","39.2%","40.2%","20.6%","22.5%","45.1%","32.4%","7739"
"Joe Panik","SFG",".245","1.23","17.5%","45.5%","37.0%","9.6%","6.4%","7","3.6%","1","33.3%","34.8%","39.3%","25.9%","20.7%","53.6%","25.6%","11936"
"JB Shuck","CHW",".210","1.70","15.8%","53.0%","31.2%","14.3%","6.3%","4","3.7%","1","20.0%","36.2%","38.6%","25.1%","26.6%","51.7%","21.7%","6677"
"Elvis Andrus","TEX",".333","1.67","23.8%","47.7%","28.5%","7.1%","6.3%","18","8.5%","1","20.0%","42.7%","34.7%","22.6%","17.7%","55.3%","27.1%","8709"
"Gordon Beckham","- - -",".245","1.13","14.3%","45.4%","40.3%","11.4%","6.3%","0","0.0%","0","0.0%","36.5%","35.5%","27.9%","16.8%","52.3%","31.0%","9015"
