"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Alejandro De Aza","NYM","267","169","88.0","105.6","16.1","8","4.7%","45","26.6%",".205",".245",".321",".380",".276",".315","3371"
"Christian Bethancourt","SDP","204","138","88.0","112.2","11.6","10","7.2%","48","34.8%",".228",".233",".368",".402",".273",".289","10028"
"Nomar Mazara","TEX","568","411","88.0","117.8","8.6","24","5.8%","143","34.8%",".266",".262",".419",".428",".318",".325","14553"
"Brett Wallace","SDP","256","135","87.9","111.8","9.8","12","8.9%","48","35.6%",".189",".203",".318",".347",".280",".297","8434"
"Matt Wieters","BAL","464","342","87.9","110.2","16.2","21","6.1%","113","33.0%",".243",".255",".409",".438",".307",".324","4298"
"Kevin Kiermaier","TBR","414","293","87.9","111.4","14.0","11","3.8%","96","32.8%",".246",".242",".410",".366",".323",".309","11038"
"Carlos Ruiz","- - -","233","168","87.9","107.5","12.5","4","2.4%","62","36.9%",".264",".268",".348",".389",".321",".338","2579"
"Jeff Francoeur","- - -","331","221","87.9","110.4","8.5","11","5.0%","72","32.6%",".254",".236",".378",".362",".290",".282","4792"
"Daniel Descalso","COL","289","198","87.9","106.0","10.7","6","3.0%","69","34.8%",".264",".259",".424",".373",".332",".318","8392"
"Mark Reynolds","COL","441","283","87.9","111.8","12.2","17","6.0%","106","37.5%",".282",".227",".450",".386",".349",".304","7619"
"Cameron Maybin","DET","391","283","87.9","112.5","4.5","8","2.8%","90","31.8%",".315",".264",".418",".358",".352",".311","5223"
"Martin Prado","MIA","658","536","87.8","105.8","8.7","6","1.1%","165","30.8%",".305",".284",".417",".370",".335",".312","3312"
"Curtis Granderson","NYM","633","420","87.8","109.1","18.7","27","6.4%","138","32.9%",".237",".245",".464",".426",".339",".333","4747"
"Alex Gordon","KCR","506","298","87.8","107.6","15.2","24","8.1%","110","36.9%",".220",".230",".380",".423",".303",".323","5209"
"Clint Robinson","WSN","224","164","87.8","112.9","14.1","6","3.7%","54","32.9%",".235",".226",".332",".347",".282",".296","6908"
"Carlos Gomez","- - -","453","278","87.8","112.3","11.3","18","6.5%","89","32.0%",".231",".209",".384",".345",".296",".274","4881"
"Tim Anderson","CHW","431","300","87.8","108.1","6.6","16","5.3%","103","34.3%",".283",".254",".432",".385",".315",".287","15172"
"David Dahl","COL","237","163","87.8","106.1","10.8","8","4.9%","53","32.5%",".315",".244",".500",".387",".367",".296","13744"
"Yadier Molina","STL","581","473","87.7","106.6","9.4","13","2.7%","131","27.7%",".307",".281",".427",".417",".342",".329","7007"
"Orlando Arcia","MIL","216","154","87.7","106.5","6.1","3","1.9%","46","29.9%",".219",".203",".358",".287",".274",".243","13185"
"Jeremy Hazelbaker","STL","224","142","87.7","111.4","10.4","13","9.2%","46","32.4%",".235",".216",".480",".389",".324",".288","9399"
"Charlie Blackmon","COL","641","483","87.7","112.7","15.2","30","6.2%","162","33.5%",".324",".296",".552",".484",".394",".361","7859"
"Odubel Herrera","PHI","656","453","87.7","113.5","10.3","18","4.0%","140","30.9%",".286",".236",".420",".355",".338",".296","11476"
"Jedd Gyorko","STL","438","305","87.7","108.2","14.9","29","9.5%","109","35.7%",".243",".239",".495",".473",".339",".331","10816"
"Eddie Rosario","MIN","354","249","87.7","105.8","11.3","11","4.4%","79","31.7%",".269",".227",".421",".376",".304",".271","12155"
"Chase Utley","LAD","565","399","87.6","107.5","12.1","16","4.0%","134","33.6%",".252",".259",".396",".389",".312",".314","1679"
"Addison Russell","CHC","598","396","87.6","108.1","15.1","35","8.8%","123","31.1%",".238",".232",".417",".412",".316",".314","14106"
"Leonys Martin","SEA","576","380","87.6","111.5","12.8","19","5.0%","119","31.3%",".247",".223",".378",".332",".298",".277","11846"
"Jonathan Lucroy","- - -","544","394","87.6","110.9","14.5","27","6.9%","137","34.8%",".292",".274",".500",".468",".362",".345","7870"
"Martin Maldonado","MIL","253","156","87.6","115.6","11.3","12","7.7%","46","29.5%",".202",".206",".351",".368",".294",".303","6887"
"Kelly Johnson","- - -","333","241","87.6","109.0","11.4","13","5.4%","80","33.2%",".247",".261",".391",".402",".301",".316","2234"
"Jhonny Peralta","STL","313","236","87.6","108.5","13.6","15","6.4%","78","33.1%",".260",".254",".408",".434",".308",".317","1738"
"A.J. Pierzynski","ATL","259","221","87.5","106.8","7.2","2","0.9%","75","33.9%",".219",".247",".304",".346",".236",".269","746"
"Jake Smolinski","OAK","319","249","87.5","110.3","13.1","9","3.6%","75","30.1%",".238",".262",".345",".391",".284",".313","5408"
"Starling Marte","PIT","529","386","87.5","111.6","9.2","20","5.2%","142","36.8%",".311",".281",".456",".435",".351",".332","9241"
"James Loney","NYM","366","308","87.5","108.9","13.0","5","1.6%","97","31.5%",".265",".271",".397",".383",".302",".302","4556"
"Dae-Ho Lee","SEA","317","218","87.5","109.3","6.8","15","6.9%","80","36.7%",".253",".261",".428",".422",".318",".321","18722"
"Luis Valbuena","HOU","342","216","87.4","109.4","16.1","16","7.4%","65","30.1%",".260",".229",".459",".405",".351",".323","4969"
"Elvis Andrus","TEX","568","447","87.4","108.4","9.0","8","1.8%","142","31.8%",".302",".278",".439",".383",".344",".320","8709"
"Freddy Galvis","PHI","624","460","87.4","107.9","13.6","12","2.6%","126","27.4%",".241",".229",".399",".344",".284",".262","6609"
"Derek Norris","SDP","458","279","87.4","109.0","18.9","13","4.7%","91","32.6%",".186",".224",".328",".348",".252",".279","6867"
"Gerardo Parra","COL","381","298","87.4","108.1","4.9","13","4.4%","95","31.9%",".253",".247",".399",".388",".284",".279","8553"
"Jonathan Schoop","BAL","647","481","87.4","113.6","11.8","30","6.2%","170","35.3%",".267",".251",".454",".410",".320",".299","11265"
"Brandon Guyer","- - -","345","240","87.3","106.9","13.9","7","2.9%","65","27.1%",".266",".249",".423",".369",".351",".328","2636"
"Kurt Suzuki","MIN","373","302","87.3","106.3","14.5","7","2.3%","90","29.8%",".258",".242",".403",".361",".303",".284","8259"
"Tyler Goeddel","PHI","234","163","87.3","108.6","6.2","2","1.2%","49","30.1%",".192",".216",".291",".305",".244",".265","13180"
"Matt Duffy","- - -","366","286","87.3","108.7","7.3","10","3.5%","86","30.1%",".258",".263",".357",".386",".292",".308","13836"
"David Ross","CHC","205","121","87.3","106.3","16.1","12","9.9%","39","32.2%",".229",".226",".446",".440",".326",".335","1551"
"Brandon Belt","SFG","655","398","87.3","106.1","21.2","43","10.8%","130","32.7%",".275",".266",".474",".493",".374",".383","10264"
"Nori Aoki","SEA","467","379","87.2","104.8","3.1","2","0.5%","93","24.5%",".283",".237",".388",".306",".325",".279","13075"
"Chris Coghlan","- - -","300","189","87.2","108.1","7.3","7","3.7%","57","30.2%",".188",".207",".318",".323",".269",".283","6878"
"Chase Headley","NYY","529","354","87.2","109.0","11.8","17","4.8%","117","33.1%",".251",".241",".383",".377",".311",".308","4720"
"Ian Kinsler","DET","679","506","87.2","105.5","18.3","18","3.6%","156","30.8%",".288",".267",".484",".417",".356",".326","6195"
"Gregorio Petit","LAA","223","156","87.2","106.2","8.6","2","1.3%","50","32.1%",".245",".230",".348",".328",".282",".270","3812"
"Jett Bandy","LAA","231","178","87.1","105.4","22.5","11","6.2%","52","29.2%",".234",".228",".392",".385",".289",".290","12508"
"Nick Ahmed","ARI","308","231","87.1","106.7","9.2","5","2.2%","67","29.0%",".218",".235",".299",".339",".245",".271","12147"
"Cesar Hernandez","PHI","622","438","87.0","106.5","5.0","8","1.8%","127","29.0%",".294",".268",".393",".349",".335",".312","10556"
"Kevin Pillar","TOR","584","464","87.0","113.0","11.7","11","2.4%","139","30.0%",".266",".258",".376",".361",".295",".289","12434"
"Desmond Jennings","TBR","225","144","87.0","108.4","11.1","7","4.9%","48","33.3%",".200",".207",".350",".336",".278",".281","1965"
"Delino DeShields","TEX","203","132","87.0","108.6","5.2","2","1.5%","39","29.5%",".209",".206",".313",".281",".261",".253","11379"
"Yan Gomes","CLE","264","184","87.0","108.5","16.8","9","4.9%","58","31.5%",".167",".207",".327",".362",".225",".257","9627"
"Jordy Mercer","PIT","584","445","86.9","106.4","11.1","9","2.0%","116","26.1%",".256",".245",".374",".349",".304",".294","6547"
"Devon Travis","TOR","432","325","86.9","107.3","11.4","12","3.7%","100","30.8%",".300",".257",".454",".383",".337",".293","13862"
"Jacoby Ellsbury","NYY","626","486","86.9","109.9","10.6","7","1.4%","150","30.9%",".263",".267",".374",".360",".308",".307","4727"
"Scooter Gennett","MIL","542","388","86.9","108.5","12.2","12","3.1%","96","24.7%",".263",".228",".412",".337",".315",".275","10339"
"Sandy Leon","BOS","283","192","86.9","109.3","11.0","8","4.2%","51","26.6%",".310",".237",".476",".363",".362",".296","5273"
"Jake Marisnick","HOU","311","209","86.8","112.1","11.7","8","3.8%","72","34.4%",".209",".218",".331",".323",".257",".263","11339"
"Jorge Polanco","MIN","270","204","86.8","106.5","15.7","4","2.0%","53","26.0%",".282",".274",".424",".367",".326",".309","13152"
"Jason Heyward","CHC","592","440","86.8","110.8","10.7","11","2.5%","136","30.9%",".230",".251",".325",".349",".282",".301","4940"
"Kolten Wong","STL","361","266","86.8","107.5","10.9","7","2.6%","70","26.3%",".240",".244",".355",".344",".300",".305","12532"
"Andrelton Simmons","LAA","483","415","86.7","105.8","4.6","5","1.2%","123","29.6%",".281",".271",".366",".354",".302",".298","10847"
"Tyler Saladino","CHW","319","241","86.7","108.3","8.2","7","2.9%","65","27.0%",".282",".252",".409",".355",".313",".281","10807"
"Aaron Hill","- - -","429","326","86.7","105.1","15.8","4","1.2%","86","26.4%",".262",".262",".378",".365",".313",".311","6104"
"Eugenio Suarez","CIN","627","413","86.6","108.8","15.8","25","6.1%","120","29.1%",".248",".236",".411",".393",".316",".306","12552"
"Nolan Reimold","BAL","227","142","86.6","109.4","13.8","6","4.2%","46","32.4%",".222",".211",".365",".333",".292",".278","3441"
"Ezequiel Carrera","TOR","310","209","86.6","106.9","4.6","6","2.9%","66","31.6%",".248",".222",".356",".327",".301",".284","9048"
"Rajai Davis","CLE","495","351","86.5","107.7","14.5","10","2.8%","105","29.9%",".249",".235",".388",".346",".302",".283","3708"
"Oswaldo Arcia","- - -","222","123","86.5","111.1","12.2","11","8.9%","41","33.3%",".203",".210",".366",".390",".277",".290","10306"
"Wilmer Flores","NYM","335","262","86.5","106.2","18.5","10","3.8%","75","28.6%",".267",".246",".469",".399",".336",".303","5827"
"Josh Harrison","PIT","522","423","86.5","103.3","13.0","9","2.1%","97","22.9%",".283",".238",".388",".350",".301",".269","8202"
"Francisco Cervelli","PIT","393","259","86.5","107.8","6.3","4","1.5%","79","30.5%",".264",".247",".322",".341",".318",".325","5275"
"Phil Gosselin","ARI","240","178","86.5","106.5","6.8","3","1.7%","44","24.7%",".277",".262",".368",".337",".302",".289","10953"
"Robbie Grossman","MIN","389","236","86.5","108.6","13.2","12","5.1%","67","28.4%",".280",".253",".443",".380",".363",".333","5254"
"Brett Gardner","NYY","634","450","86.5","107.2","7.4","10","2.2%","108","24.0%",".261",".252",".362",".345",".317",".311","9927"
"Brandon Phillips","CIN","584","490","86.4","108.9","10.3","11","2.2%","125","25.5%",".291",".262",".416",".373",".315",".289","791"
"Jurickson Profar","TEX","307","213","86.4","107.5","6.9","6","2.8%","61","28.6%",".239",".234",".338",".319",".295",".288","10815"
"John Jaso","PIT","432","308","86.4","106.1","7.9","11","3.6%","99","32.1%",".268",".262",".413",".396",".335",".332","5887"
"Joe Panik","SFG","526","425","86.3","106.8","13.0","15","3.5%","115","27.1%",".239",".259",".379",".399",".300",".322","11936"
"Miguel Montero","CHC","284","185","86.3","106.0","9.0","8","4.3%","46","24.9%",".216",".196",".357",".315",".299",".280","3364"
"Zack Cozart","CIN","508","385","86.2","105.6","15.5","9","2.3%","107","27.8%",".252",".240",".425",".362",".312",".289","2616"
"Lonnie Chisenhall","CLE","418","322","86.2","108.7","18.1","9","2.8%","79","24.5%",".286",".253",".439",".373",".327",".292","7571"
"Travis Jankowski","SDP","383","239","86.2","108.0","0.8","3","1.3%","64","26.8%",".245",".235",".313",".292",".293",".284","13768"
"Didi Gregorius","NYY","597","490","86.1","108.8","14.5","12","2.4%","123","25.1%",".276",".248",".447",".353",".319",".274","6012"
"Curt Casali","TBR","256","147","86.1","106.9","20.4","9","6.1%","46","31.3%",".186",".197",".336",".331",".268",".272","12510"
"Jon Jay","SDP","373","270","86.1","103.4","7.0","3","1.1%","63","23.3%",".291",".256",".389",".342",".319",".287","5227"
"Tucker Barnhart","CIN","420","310","86.1","105.1","9.6","7","2.3%","72","23.2%",".257",".255",".379",".360",".300",".295","10200"
"Darwin Barney","TOR","306","235","86.0","103.3","10.6","3","1.3%","56","23.8%",".269",".247",".373",".334",".303",".285","2430"
"Brock Holt","BOS","324","236","86.0","105.1","6.2","4","1.7%","62","26.3%",".255",".261",".383",".360",".308",".307","9345"
"Rene Rivera","NYM","207","134","86.0","106.6","10.5","6","4.5%","39","29.1%",".222",".226",".341",".353",".273",".282","3648"
"Jed Lowrie","OAK","369","277","86.0","107.0","11.9","0","0.0%","68","24.5%",".263",".250",".322",".331",".282",".282","4418"
"Denard Span","SFG","637","501","86.0","108.8","6.7","13","2.6%","148","29.5%",".266",".280",".381",".389",".312",".324","8347"
"Cody Asche","PHI","218","144","85.9","108.4","15.3","4","2.8%","43","29.9%",".213",".231",".350",".360",".279",".294","11997"
"Joey Rickard","BAL","282","208","85.9","103.3","12.8","5","2.4%","46","22.1%",".268",".230",".377",".330",".304",".274","13277"
"Stephen Vogt","OAK","532","410","85.9","108.4","19.5","20","4.9%","109","26.6%",".251",".260",".406",".413",".305",".313","5000"
"Mallex Smith","ATL","215","145","85.8","107.1","0.7","4","2.8%","31","21.4%",".238",".214",".365",".313",".300",".278","13608"
"Ketel Marte","SEA","466","362","85.8","113.5","7.0","1","0.3%","72","19.9%",".259",".244",".323",".297",".266",".255","13613"
"Rafael Ortega","LAA","202","166","85.7","107.2","6.4","0","0.0%","39","23.5%",".232",".265",".292",".323",".257",".284","10323"
"Johnny Giavotella","LAA","367","314","85.7","104.7","9.8","3","1.0%","65","20.7%",".260",".280",".376",".366",".285",".295","6740"
"Angel Pagan","SFG","543","435","85.7","107.0","12.5","11","2.5%","93","21.4%",".277",".285",".418",".390",".324",".320","2918"
"Tony Wolters","COL","230","156","85.6","104.8","8.5","2","1.3%","30","19.2%",".259",".215",".395",".302",".312",".263","11470"
"Eduardo Escobar","MIN","377","283","85.6","107.7","15.1","9","3.2%","69","24.4%",".236",".247",".338",".369",".269",".288","6153"
"Derek Dietrich","MIA","412","272","85.5","110.6","13.0","19","7.0%","87","32.0%",".279",".255",".425",".417",".348",".343","10542"
"Brett Eibner","- - -","208","139","85.5","109.9","17.6","9","6.5%","44","31.7%",".193",".211",".353",".379",".268",".289","11369"
"Coco Crisp","- - -","498","374","85.5","106.4","13.7","10","2.7%","86","23.0%",".231",".243",".397",".354",".301",".295","1572"
"Ender Inciarte","ATL","578","461","85.5","103.1","8.3","3","0.7%","69","15.0%",".291",".264",".381",".330",".319",".291","4922"
"Greg Garcia","STL","257","165","85.5","105.9","6.7","4","2.4%","38","23.0%",".276",".262",".369",".362",".338",".335","10951"
"Matt Szczur","CHC","200","147","85.4","108.6","13.9","6","4.1%","36","24.5%",".259",".236",".400",".363",".305",".284","11255"
"Bobby Wilson","- - -","251","175","85.3","109.2","14.6","3","1.7%","46","26.3%",".237",".217",".355",".319",".270",".255","6564"
"Jose Reyes","NYM","279","207","85.2","107.8","17.6","9","4.3%","54","26.1%",".267",".249",".443",".373",".329",".300","1736"
"Gregor Blanco","SFG","274","193","85.2","108.7","12.8","4","2.1%","39","20.2%",".224",".223",".311",".302",".272",".273","3123"
"Michael Bourn","- - -","413","293","85.1","105.1","8.3","9","3.1%","50","17.1%",".264",".233",".371",".318",".298",".268","6387"
"Jose Peraza","CIN","256","211","85.1","107.4","11.2","4","1.9%","49","23.2%",".324",".310",".411",".406",".331",".328","13593"
"Erick Aybar","- - -","459","352","85.0","107.5","6.1","1","0.3%","53","15.1%",".243",".225",".320",".281",".271",".253","4082"
"Dioner Navarro","- - -","334","238","85.0","104.3","16.9","2","0.8%","52","21.8%",".207",".199",".322",".282",".258",".245","3179"
"JB Shuck","CHW","241","207","85.0","108.5","7.2","2","1.0%","54","26.1%",".205",".234",".299",".306",".240",".259","6677"
"Carlos Perez","LAA","291","229","84.9","107.3","15.4","4","1.7%","63","27.5%",".209",".223",".325",".324",".246",".254","10642"
"Chase d'Arnaud","ATL","262","186","84.7","105.2","13.3","1","0.5%","40","21.5%",".245",".231",".335",".305",".287",".276","6652"
"Ivan De Jesus","CIN","243","173","84.5","103.8","6.4","2","1.2%","35","20.2%",".253",".258",".312",".340",".277",".290","9886"
"Ramon Flores","MIL","289","198","84.5","107.9","9.5","2","1.0%","40","20.2%",".205",".219",".261",".279",".250",".268","11165"
"Alexei Ramirez","- - -","506","418","84.5","105.5","9.1","2","0.5%","100","23.9%",".241",".243",".333",".304",".264",".256","5133"
"Tyler Holt","CIN","208","135","84.4","114.9","6.3","1","0.7%","23","17.0%",".235",".217",".296",".268",".283",".271","11391"
"Shawn O'Malley","SEA","232","152","84.3","103.9","8.8","1","0.7%","22","14.5%",".229",".197",".319",".259",".276",".245","9629"
"Ichiro Suzuki","MIA","365","290","84.3","105.5","7.4","2","0.7%","58","20.0%",".291",".264",".376",".331",".320",".297","1101"
"Jarrod Dyson","KCR","337","269","84.2","108.5","5.0","1","0.4%","58","21.6%",".278",".262",".388",".316",".316",".290","4866"
"Cristhian Adames","COL","256","181","84.1","104.5","2.2","4","2.2%","44","24.3%",".218",".225",".302",".295",".274",".278","6013"
"Miguel Rojas","MIA","214","175","84.0","106.9","7.1","1","0.6%","36","20.6%",".247",".241",".325",".293",".265",".253","7802"
"Alcides Escobar","KCR","682","556","84.0","105.8","9.4","7","1.3%","97","17.4%",".261",".244",".350",".322",".278",".262","6310"
"Ben Revere","WSN","375","320","83.7","102.9","5.6","2","0.6%","51","15.9%",".217",".230",".300",".301",".246",".256","4712"
"Jose Iglesias","DET","513","427","83.5","111.0","8.4","3","0.7%","88","20.6%",".255",".251",".336",".312",".283",".276","10231"
"Billy Hamilton","CIN","460","330","83.4","106.8","10.4","1","0.3%","38","11.5%",".260",".231",".343",".276",".294",".261","10199"
"Billy Burns","- - -","332","279","82.8","109.8","7.1","0","0.0%","35","12.5%",".235",".233",".296",".270",".247",".242","12701"
"Dee Strange-Gordon","MIA","345","272","82.8","101.5","3.7","0","0.0%","38","14.0%",".268",".210",".335",".258",".280",".228","8203"
