"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Nick Markakis","ATL","156","686","3","73","53","2","10.2%","12.1%",".080",".338",".296",".370",".376",".327",".305","106","-1.9","3.2","-11.3","1.4","5930"
"Jarrod Dyson","KCR","90","225","2","31","18","26","6.2%","16.4%",".130",".296",".250",".311",".380",".302",".274","88","6.3","3.2","2.5","1.4","4866"
"Stephen Piscotty","STL","63","256","7","29","39","2","7.8%","21.9%",".189",".372",".305",".359",".494",".364",".362","134","-1.4","8.6","-3.6","1.4","13367"
"Ryan Raburn","CLE","82","201","8","22","29","0","11.4%","21.9%",".243",".361",".301",".393",".543",".397",".370","153","0.4","12.7","-6.4","1.4","2218"
"Cesar Hernandez","PHI","127","452","1","57","35","19","8.8%","19.0%",".077",".342",".272",".339",".348",".306",".293","92","3.0","-1.4","0.0","1.3","10556"
"Josh Harrison","PIT","114","449","4","57","28","10","4.2%","15.8%",".103",".336",".287",".327",".390",".313",".287","98","2.0","1.2","-2.7","1.3","8202"
"Brad Miller","SEA","144","497","11","44","46","13","9.5%","20.3%",".144",".307",".258",".329",".402",".319",".323","105","0.4","3.2","-7.1","1.3","12775"
"Cameron Maybin","ATL","141","555","10","65","59","23","8.1%","18.4%",".103",".316",".267",".327",".370",".307",".312","93","1.6","-3.0","-1.8","1.3","5223"
"Mark Canha","OAK","124","485","16","61","70","7","6.8%","19.8%",".172",".289",".254",".315",".426",".323",".317","105","2.0","5.0","-8.8","1.3","11445"
"Jonathan Schoop","BAL","86","321","15","34","39","2","2.8%","24.6%",".203",".329",".279",".306",".482",".338",".329","113","-3.2","1.6","0.0","1.3","11265"
"Ryan Goins","TOR","128","428","5","52","45","2","9.1%","19.4%",".104",".304",".250",".318",".354",".297",".285","85","1.6","-5.8","4.0","1.3","9807"
"Zack Cozart","CIN","53","214","9","28","28","3","6.5%","13.6%",".201",".258",".258",".310",".459",".328",".295","106","0.5","2.0","3.3","1.3","2616"
"Hunter Pence","SFG","52","223","9","30","40","4","7.2%","21.5%",".203",".320",".275",".327",".478",".347",".358","124","-1.2","5.1","-0.1","1.3","8252"
"Nick Hundley","COL","103","389","10","45","43","5","5.4%","19.5%",".167",".356",".301",".339",".467",".348",".288","105","-1.6","0.7","-1.1","1.2","3376"
"Nori Aoki","SFG","93","392","5","42","26","14","7.7%","6.4%",".093",".298",".287",".353",".380",".326",".292","109","-3.7","0.5","-1.0","1.2","13075"
"Billy Hamilton","CIN","114","454","4","56","28","57","6.2%","16.5%",".063",".264",".226",".274",".289",".251",".255","53","13.3","-11.5","9.0","1.2","10199"
"Khris Davis","MIL","121","440","27","54","66","6","10.0%","27.7%",".258",".285",".247",".323",".505",".353",".344","122","-1.2","10.1","-12.2","1.2","9112"
"Kevin Plawecki","NYM","73","258","3","18","21","0","6.6%","23.3%",".077",".277",".219",".280",".296",".252",".267","59","-0.5","-12.8","15.7","1.1","13807"
"Ruben Tejada","NYM","116","407","3","36","28","2","9.3%","17.2%",".089",".315",".261",".338",".350",".303",".321","94","0.2","-2.5","0.7","1.1","5519"
"Eduardo Nunez","MIN","72","204","4","23","20","8","5.9%","14.2%",".149",".314",".282",".327",".431",".328",".282","105","0.7","2.0","2.1","1.1","6848"
"Jed Lowrie","HOU","69","263","9","35","30","1","10.6%","16.3%",".178",".233",".222",".312",".400",".305",".309","95","3.1","1.6","0.2","1.1","4418"
"Jacoby Ellsbury","NYY","111","501","7","66","33","21","7.0%","17.2%",".088",".301",".257",".318",".345",".294",".298","83","3.1","-6.6","0.5","1.1","4727"
"Mark Trumbo","- - -","142","545","22","62","64","0","6.6%","24.2%",".187",".313",".262",".310",".449",".327",".325","107","-2.0","2.6","-9.8","1.1","6876"
"Will Venable","- - -","135","390","6","40","33","16","9.5%","24.1%",".106",".317",".244",".320",".350",".296",".279","87","4.3","-1.6","-0.4","1.1","211"
"Aramis Ramirez","- - -","137","516","17","43","75","1","6.0%","13.2%",".177",".253",".246",".297",".423",".309",".304","93","-6.9","-11.1","5.2","1.1","1002"
"Anthony Rendon","WSN","80","355","5","43","25","1","10.1%","19.7%",".100",".321",".264",".344",".363",".315",".327","97","-4.0","-5.3","4.2","1.1","12861"
"Martin Maldonado","MIL","79","256","4","19","22","0","9.0%","25.4%",".083",".272",".210",".282",".293",".254",".240","54","-0.7","-14.4","16.4","1.1","6887"
"Jace Peterson","ATL","152","597","6","55","52","12","9.4%","20.1%",".097",".296",".239",".314",".335",".287",".305","79","1.0","-13.6","5.1","1.0","12325"
"Rajai Davis","DET","112","370","8","55","30","18","5.9%","20.5%",".182",".308",".258",".306",".440",".320",".281","100","1.7","1.8","-4.0","1.0","3708"
"Yonder Alonso","SDP","103","402","5","50","31","2","10.4%","11.9%",".099",".313",".282",".361",".381",".327",".325","110","-2.6","2.3","-4.9","1.0","2530"
"Matt Kemp","SDP","154","648","23","80","100","12","6.0%","22.7%",".178",".311",".265",".312",".443",".325",".336","109","1.0","8.0","-18.7","1.0","5631"
"Wil Myers","SDP","60","253","8","40","29","5","10.7%","21.7%",".173",".302",".253",".336",".427",".334",".335","115","1.2","5.8","-4.5","1.0","10047"
"Nick Ahmed","ARI","134","459","9","49","34","4","6.3%","17.6%",".133",".257",".226",".275",".359",".276",".259","66","2.2","-16.1","10.9","1.0","12147"
"Jedd Gyorko","SDP","128","458","16","34","57","0","5.9%","23.4%",".150",".290",".247",".297",".397",".301",".299","93","-2.6","-6.4","1.2","0.9","10816"
"Scott Van Slyke","LAD","96","253","6","19","30","3","9.1%","24.5%",".144",".299",".239",".317",".383",".305",".283","95","0.7","-0.6","1.7","0.9","4365"
"A.J. Pierzynski","ATL","113","436","9","38","49","0","4.4%","8.5%",".130",".310",".300",".339",".430",".333",".318","111","-4.8","0.6","-5.3","0.9","746"
"Blake Swihart","BOS","84","309","5","47","31","4","5.8%","24.9%",".118",".359",".274",".319",".392",".312",".290","93","1.1","-1.6","0.3","0.9","13176"
"Erick Aybar","LAA","156","638","3","74","44","15","3.9%","11.4%",".069",".300",".270",".301",".338",".280",".294","78","3.1","-13.3","0.8","0.9","4082"
"Brett Lawrie","OAK","149","602","16","64","60","5","4.7%","23.9%",".148",".320",".260",".299",".407",".306",".302","94","2.2","-2.2","-9.1","0.9","5247"
"Hank Conger","HOU","73","229","11","25","33","0","10.0%","27.5%",".219",".271",".229",".311",".448",".329",".290","111","-3.3","-0.4","1.3","0.9","2505"
"Abraham Almonte","- - -","82","258","5","36","24","7","8.1%","20.2%",".159",".299",".250",".310",".409",".312",".326","95","0.9","-0.6","0.7","0.9","5486"
"Matt Holliday","STL","73","277","4","24","35","2","14.1%","17.7%",".131",".335",".279",".394",".410",".351",".342","125","-3.6","4.5","-4.7","0.9","1873"
"Ben Paulsen","COL","116","354","11","42","49","1","6.5%","26.0%",".185",".351",".277",".326",".462",".339",".308","99","1.1","0.6","-3.3","0.9","9741"
"Eugenio Suarez","CIN","97","398","13","42","48","4","4.3%","23.6%",".167",".341",".280",".315",".446",".328",".278","106","-1.0","2.0","-6.0","0.9","12552"
"Alejandro De Aza","- - -","114","365","7","51","35","7","8.5%","23.0%",".160",".331",".262",".333",".422",".326",".298","105","2.6","4.5","-8.1","0.9","3371"
"Ryan Zimmerman","WSN","95","390","16","43","73","1","8.5%","20.3%",".217",".268",".249",".308",".465",".329",".370","106","-0.4","2.6","-6.9","0.8","4220"
"Chris Young","NYY","140","356","14","53","42","3","8.4%","20.5%",".201",".283",".252",".320",".453",".332",".292","110","0.0","3.9","-7.9","0.8","3882"
"Robinson Chirinos","TEX","78","273","10","33","34","0","10.3%","22.7%",".206",".270",".232",".325",".438",".332",".325","106","-2.0","-0.3","-1.4","0.8","3142"
"Salvador Perez","KCR","142","553","21","52","70","1","2.4%","14.8%",".166",".270",".260",".280",".426",".300",".302","87","-6.8","-15.3","4.5","0.8","7304"
"Ryan Hanigan","BOS","54","201","2","28","16","0","10.0%","19.4%",".080",".306",".247",".337",".328",".301",".286","85","-1.1","-4.6","5.1","0.7","4952"
"Mike Zunino","SEA","112","386","11","28","28","0","5.4%","34.2%",".126",".239",".174",".230",".300",".235",".258","47","-0.4","-24.1","18.4","0.7","13265"
"Paulo Orlando","KCR","86","251","7","31","27","3","2.0%","21.1%",".195",".291",".249",".269",".444",".303",".302","89","1.6","-1.6","0.1","0.7","8628"
"Tucker Barnhart","CIN","81","274","3","23","18","0","9.1%","16.4%",".074",".294",".252",".324",".326",".284",".279","76","-1.8","-9.5","7.7","0.7","10200"
"Torii Hunter","MIN","139","567","22","67","81","2","6.2%","18.5%",".169",".258",".240",".293",".409",".304",".294","89","-1.1","-8.6","-3.3","0.7","731"
"Leonys Martin","TEX","95","310","5","26","25","14","5.2%","22.3%",".094",".270",".219",".264",".313",".254",".253","52","2.5","-14.8","11.2","0.7","11846"
"John Jaso","TBR","70","216","5","23","22","1","13.0%","18.1%",".173",".336",".286",".380",".459",".364",".395","135","-4.2","4.5","-5.1","0.7","5887"
"Justin Smoak","TOR","132","328","18","44","59","0","8.8%","26.2%",".243",".254",".226",".299",".470",".331",".346","108","-3.1","-0.1","-4.4","0.7","9054"
"Jose Reyes","- - -","116","519","7","57","53","24","5.0%","11.9%",".104",".301",".274",".310",".378",".300",".265","81","1.4","-9.8","-0.5","0.7","1736"
"Corey Dickerson","COL","65","234","10","30","31","0","4.3%","23.9%",".232",".367",".304",".333",".536",".371",".350","121","-1.1","4.6","-5.8","0.6","10762"
"Anthony Gose","DET","140","535","5","73","26","23","8.4%","27.1%",".113",".352",".254",".321",".367",".304",".276","89","0.6","-6.1","-5.6","0.6","5097"
"Derek Dietrich","MIA","90","289","10","38","24","0","8.0%","22.5%",".200",".303",".256",".346",".456",".346",".332","122","0.0","7.4","-10.7","0.6","10542"
"Starlin Castro","CHC","151","578","11","52","69","5","3.6%","15.7%",".110",".298",".265",".296",".375",".288",".280","79","-2.3","-16.4","4.0","0.6","4579"
"Welington Castillo","- - -","110","378","19","42","57","0","6.6%","24.3%",".216",".263",".237",".296",".453",".321",".342","98","-3.0","-4.0","-2.4","0.6","3256"
"Clint Robinson","WSN","126","352","10","44","34","0","10.5%","14.8%",".152",".298",".272",".358",".424",".340",".362","114","-2.2","3.7","-9.2","0.6","6908"
"Yan Gomes","CLE","95","389","12","38","45","0","3.3%","26.7%",".160",".285",".231",".267",".391",".283",".303","74","-0.8","-12.6","5.2","0.6","9627"
"Juan Lagares","NYM","143","465","6","47","41","7","3.4%","18.7%",".100",".308",".259",".289",".358",".280",".275","79","0.6","-10.9","1.7","0.6","5384"
"Carlos Perez","LAA","86","283","4","20","21","2","6.7%","17.3%",".096",".292",".250",".299",".346",".284",".272","81","-0.3","-6.7","2.6","0.5","10642"
"Preston Tucker","HOU","98","323","13","35","33","0","6.2%","21.1%",".193",".274",".243",".297",".437",".318",".311","104","0.0","1.4","-6.9","0.5","13633"
"A.J. Ellis","LAD","63","217","7","24","21","0","14.7%","17.5%",".166",".265",".238",".355",".403",".336",".342","116","-2.7","1.4","-3.3","0.5","5677"
"Andrew Romine","DET","109","203","2","25","15","10","5.4%","22.7%",".060",".328",".255",".307",".315",".276",".239","70","-0.1","-7.2","5.2","0.5","1159"
"Justin Bour","MIA","129","446","23","42","73","0","7.6%","22.6%",".218",".294",".262",".321",".479",".343",".317","119","-7.2","2.9","-12.1","0.5","9744"
"Jose Ramirez","CLE","97","355","6","50","27","10","9.0%","11.0%",".121",".232",".219",".291",".340",".280",".292","72","2.8","-8.8","1.7","0.5","13510"
"Nick Castellanos","DET","154","595","15","42","73","0","6.6%","25.5%",".164",".322",".255",".303",".419",".311",".322","94","-6.4","-10.8","-4.1","0.5","11737"
"Cameron Rupp","PHI","81","299","9","24","28","0","8.0%","23.7%",".141",".281",".233",".301",".374",".291",".303","81","-1.8","-8.3","3.6","0.5","11146"
"Pedro Alvarez","PIT","150","491","27","60","77","2","9.8%","26.7%",".227",".279",".243",".318",".469",".333",".343","112","2.8","9.4","-20.2","0.5","2495"
"C.J. Cron","LAA","113","404","16","37","51","3","4.2%","20.3%",".177",".293",".262",".300",".439",".318",".324","104","0.6","2.4","-11.3","0.5","12546"
"Chris Denorfia","CHC","103","231","3","18","18","0","6.5%","24.2%",".104",".351",".269",".319",".373",".302",".308","89","-1.0","-4.1","1.1","0.4","4400"
"Jimmy Rollins","LAD","144","563","13","71","41","12","7.8%","15.3%",".133",".246",".224",".285",".358",".283",".285","80","-2.1","-15.2","2.0","0.4","971"
"Jordy Mercer","PIT","116","430","3","34","34","3","6.3%","17.0%",".076",".290",".244",".293",".320",".265",".294","65","1.3","-16.0","6.7","0.4","6547"
"Brandon Moss","- - -","145","526","19","47","58","0","9.3%","28.1%",".181",".285",".226",".304",".407",".308",".336","93","-0.6","-5.1","-8.2","0.4","4467"
"Eric Sogard","OAK","120","401","1","40","37","6","5.7%","12.5%",".056",".283",".247",".294",".304",".266",".276","66","2.6","-13.1","3.6","0.4","7927"
"Tyler Collins","DET","60","207","4","18","25","2","6.3%","20.8%",".151",".324",".266",".316",".417",".318",".303","99","1.9","1.7","-4.9","0.4","12723"
"Stephen Drew","NYY","131","428","17","43","44","0","8.6%","16.6%",".180",".201",".201",".271",".381",".284",".267","76","-2.0","-13.9","3.2","0.4","4251"
"Gordon Beckham","CHW","100","237","6","24","20","0","8.0%","18.1%",".123",".229",".209",".275",".332",".267",".253","66","-1.0","-10.3","5.9","0.4","9015"
"Matt Wieters","BAL","75","282","8","24","25","0","7.4%","23.8%",".155",".328",".267",".319",".422",".321",".319","102","-2.1","-1.6","-4.5","0.3","4298"
"Joe Mauer","MIN","158","666","10","69","66","2","10.1%","16.8%",".115",".309",".265",".338",".380",".311",".338","93","-3.2","-8.5","-10.2","0.3","1857"
"Joey Butler","TBR","88","276","8","30","30","5","5.8%","29.7%",".140",".377",".276",".326",".416",".325",".301","108","-4.1","-1.6","-4.4","0.3","7799"
"Chris Carter","HOU","129","460","24","50","64","1","12.4%","32.8%",".228",".244",".199",".307",".427",".319",".331","105","-2.2","0.3","-12.4","0.3","9911"
"Mike Napoli","- - -","133","469","18","46","50","3","12.2%","25.2%",".187",".268",".224",".324",".410",".321",".309","99","-2.7","-3.2","-9.2","0.3","3057"
"Kelly Johnson","- - -","111","335","14","38","47","2","6.9%","24.2%",".171",".315",".265",".314",".435",".323",".301","106","-0.7","1.5","-9.2","0.3","2234"
"Tyler Saladino","CHW","68","254","4","33","20","8","4.7%","20.1%",".110",".269",".225",".267",".335",".264",".284","64","1.1","-9.5","3.8","0.3","10807"
"Evan Gattis","HOU","153","604","27","66","88","0","5.0%","19.7%",".217",".264",".246",".285",".463",".317",".304","103","-2.6","-0.5","-16.7","0.3","11003"
"Jorge Soler","CHC","101","404","10","39","47","3","7.9%","30.0%",".137",".361",".262",".324",".399",".312",".323","95","1.2","-0.9","-9.2","0.3","14221"
"Ivan De Jesus","CIN","76","222","4","15","28","0","8.6%","24.8%",".129",".315",".244",".311",".373",".301",".302","88","-0.7","-3.9","-0.7","0.2","9886"
"David Murphy","- - -","132","391","10","38","50","0","5.1%","12.5%",".139",".300",".283",".318",".421",".318",".294","101","-1.2","-0.8","-9.8","0.2","6035"
"Jay Bruce","CIN","157","649","26","72","87","9","8.9%","22.3%",".209",".251",".226",".294",".434",".309",".325","93","-2.0","-7.4","-10.5","0.2","9892"
"Ryan Flaherty","BAL","91","301","9","34","31","0","8.6%","26.9%",".154",".251",".202",".281",".356",".279",".272","72","0.1","-9.6","1.8","0.2","7888"
"Elian Herrera","MIL","83","277","7","29","33","3","6.5%","26.0%",".152",".307",".242",".290",".395",".296",".282","83","1.0","-4.6","-2.1","0.2","5432"
"Jimmy Paredes","BAL","104","384","10","46","42","4","4.9%","28.9%",".140",".369",".275",".310",".416",".315",".287","97","2.1","0.7","-11.5","0.2","5481"
"J.T. Realmuto","MIA","126","467","10","49","47","8","4.1%","15.0%",".147",".285",".259",".290",".406",".298",".314","89","0.9","-5.1","-7.6","0.2","11739"
"Michael Cuddyer","NYM","117","408","10","44","41","2","5.9%","21.6%",".132",".312",".259",".309",".391",".306",".296","97","0.2","-1.4","-9.6","0.2","1534"
"Shane Peterson","MIL","93","226","2","22","16","0","8.8%","24.3%",".095",".345",".259",".324",".353",".299",".309","85","-0.3","-4.4","-1.0","0.2","7423"
"Scooter Gennett","MIL","114","391","6","42","29","1","3.1%","17.4%",".117",".309",".264",".294",".381",".289",".252","78","2.5","-7.6","-3.0","0.2","10339"
"Clint Barmes","SDP","98","224","3","24","16","0","4.5%","24.6%",".121",".302",".232",".281",".353",".275",".238","75","0.1","-6.5","1.1","0.2","1830"
"Alexei Ramirez","CHW","154","622","10","54","62","17","5.0%","10.9%",".108",".264",".249",".285",".357",".279",".268","74","-5.1","-23.5","4.5","0.1","5133"
"Steve Pearce","BAL","92","325","15","42","40","1","7.1%","21.2%",".204",".232",".218",".289",".422",".308",".286","93","-0.3","-3.1","-6.4","0.1","9957"
"Chase Utley","- - -","107","423","8","37","39","4","7.6%","15.1%",".131",".230",".212",".286",".343",".274",".306","71","1.8","-12.4","0.5","0.1","1679"
"Michael Bourn","- - -","141","482","0","39","30","17","9.5%","22.2%",".045",".315",".238",".310",".282",".269",".279","65","2.2","-17.2","2.8","0.1","6387"
"Sam Fuld","OAK","120","325","2","34","22","9","9.2%","16.9%",".097",".235",".197",".276",".293",".255",".263","59","1.2","-14.3","4.6","0.1","8254"
"Travis Snider","- - -","87","265","4","24","28","1","9.8%","24.9%",".118",".305",".232",".313",".350",".293",".289","82","-0.6","-6.1","-1.7","0.1","2830"
"Rusney Castillo","BOS","80","289","5","35","29","4","4.5%","18.7%",".106",".298",".253",".288",".359",".283",".259","73","-3.3","-12.4","3.7","0.1","17016"
"Melky Cabrera","CHW","158","683","12","70","77","3","5.9%","12.9%",".121",".297",".273",".314",".394",".307",".306","94","-3.1","-8.2","-13.5","0.1","4022"
"Jean Segura","MIL","142","584","6","57","50","25","2.2%","15.9%",".079",".298",".257",".281",".336",".268",".258","64","2.9","-21.8","4.3","0.1","5933"
"Jarrod Saltalamacchia","- - -","79","227","9","26","24","0","10.1%","30.4%",".210",".293",".225",".310",".435",".324",".348","100","0.1","0.1","-6.6","0.1","5557"
"Tim Beckham","TBR","83","223","9","24","37","3","5.8%","30.9%",".207",".279",".222",".274",".429",".300",".282","91","-0.2","-2.6","-4.3","0.0","7949"
"Yolmer Sanchez","CHW","120","420","5","40","31","2","4.5%","19.3%",".103",".270",".224",".268",".326",".262",".263","63","-2.1","-20.2","6.8","0.0","11602"
"J.J. Hardy","BAL","114","437","8","45","37","0","4.6%","20.1%",".092",".257",".219",".253",".311",".248",".246","51","-1.4","-26.2","12.2","0.0","3797"
"Logan Morrison","SEA","146","511","17","47","54","8","9.2%","15.9%",".158",".238",".225",".302",".383",".298",".338","90","-0.8","-6.6","-10.0","0.0","9205"
"Shane Victorino","- - -","71","204","1","19","7","7","7.8%","15.7%",".062",".272",".230",".308",".292",".271",".275","67","2.0","-5.7","-0.9","0.0","1677"
"Gio Urshela","CLE","81","288","6","25","21","0","6.3%","20.1%",".105",".266",".225",".279",".330",".270",".298","65","-3.4","-15.1","5.5","0.0","10681"
"Mark Reynolds","STL","140","432","13","35","48","2","10.2%","28.0%",".168",".300",".230",".315",".398",".311",".290","98","-3.1","-4.2","-9.7","-0.1","7619"
"Michael A. Taylor","WSN","138","511","14","49","63","16","6.8%","30.9%",".129",".311",".229",".282",".358",".274",".288","69","-0.3","-18.7","2.2","-0.1","11489"
"Alex Guerrero","LAD","106","230","11","25","36","1","3.0%","24.8%",".201",".261",".233",".261",".434",".297",".287","90","-3.0","-5.7","-2.3","-0.1","15670"
"Aaron Hill","ARI","116","353","6","32","39","7","8.8%","15.3%",".115",".253",".230",".295",".345",".281",".296","70","1.0","-11.5","-0.5","-0.1","6104"
"Jayson Werth","WSN","88","378","12","51","42","0","10.1%","22.2%",".163",".253",".221",".302",".384",".300",".331","87","0.9","-4.8","-8.0","-0.1","1327"
"Justin Maxwell","SFG","100","274","7","26","26","2","7.3%","27.7%",".133",".269",".209",".275",".341",".271",".283","72","-0.4","-9.4","-0.5","-0.2","6827"
"Angel Pagan","SFG","133","551","3","55","37","12","5.8%","16.9%",".070",".310",".262",".303",".332",".280",".281","78","2.2","-12.0","-6.5","-0.2","2918"
"Alex Rios","KCR","105","411","4","40","32","9","3.6%","16.3%",".099",".294",".255",".287",".353",".279",".289","72","1.1","-12.2","-2.9","-0.2","2090"
"Ryan Howard","PHI","129","503","23","53","77","0","5.4%","27.4%",".214",".272",".229",".277",".443",".308",".359","93","-1.6","-5.7","-11.6","-0.2","2154"
"Dustin Ackley","- - -","108","264","10","28","30","2","6.8%","17.0%",".197",".241",".231",".284",".429",".305",".323","94","-3.8","-5.6","-5.2","-0.2","10099"
"Peter Bourjos","STL","117","225","4","32","13","5","8.4%","26.2%",".133",".263",".200",".290",".333",".271",".272","70","-0.6","-8.5","-0.7","-0.2","2578"
"Grady Sizemore","- - -","97","296","6","24","33","3","6.8%","20.3%",".128",".303",".253",".307",".381",".302",".312","91","-0.3","-3.4","-8.4","-0.2","2197"
"Eric Campbell","NYM","71","206","3","28","19","5","12.6%","18.0%",".098",".230",".197",".312",".295",".277",".356","77","-1.3","-6.9","-1.8","-0.2","6938"
"Darin Ruf","PHI","106","297","12","30","39","1","7.1%","23.2%",".179",".268",".235",".300",".414",".311",".329","95","-2.0","-3.8","-7.8","-0.3","9929"
"Jon Jay","STL","79","245","1","25","10","0","7.8%","14.7%",".048",".246",".210",".306",".257",".253",".289","58","-0.9","-12.9","2.8","-0.3","5227"
"Avisail Garcia","CHW","148","601","13","66","59","7","6.0%","23.5%",".108",".320",".257",".309",".365",".295",".324","86","-4.7","-14.6","-8.0","-0.3","5760"
"Hernan Perez","- - -","112","272","1","14","21","5","1.8%","21.7%",".084",".309",".243",".257",".327",".251",".263","52","0.6","-14.4","3.0","-0.3","5751"
"David DeJesus","- - -","112","317","5","27","30","3","6.6%","16.4%",".097",".266",".233",".297",".330",".278",".293","75","-1.4","-10.4","-3.1","-0.3","1825"
"Chris Johnson","- - -","83","255","3","18","18","2","3.9%","29.0%",".082",".353",".255",".286",".337",".274",".299","69","0.6","-8.5","-2.9","-0.4","1191"
"Jason Bourgeois","CIN","68","212","3","28","14","3","6.6%","15.6%",".092",".275",".240",".294",".332",".278",".256","72","1.2","-5.8","-4.4","-0.4","2225"
"Ike Davis","OAK","74","239","3","19","20","0","9.6%","18.4%",".121",".272",".229",".301",".350",".288",".309","82","-2.6","-7.6","-3.9","-0.4","8433"
"Brayan Pena","CIN","108","367","0","17","18","2","7.9%","9.3%",".051",".303",".273",".334",".324",".295",".275","83","-2.7","-9.9","-5.2","-0.4","3231"
"Will Middlebrooks","SDP","83","270","9","23","29","2","4.1%","22.2%",".149",".237",".212",".241",".361",".259",".300","64","0.2","-11.2","-1.1","-0.4","7002"
"Jonny Gomes","- - -","95","262","7","29","26","1","11.8%","30.9%",".133",".293",".213",".313",".347",".294",".260","84","-0.1","-5.1","-7.0","-0.4","1845"
"Domonic Brown","PHI","63","204","5","19","25","3","6.9%","17.6%",".122",".257",".228",".284",".349",".280",".274","74","-2.0","-8.2","-2.2","-0.4","3154"
"Michael Morse","- - -","98","256","5","14","19","0","9.0%","29.7%",".105",".324",".231",".313",".336",".291",".326","84","-2.6","-7.4","-4.7","-0.4","3035"
"Rene Rivera","TBR","110","319","5","16","26","0","3.4%","27.0%",".097",".230",".178",".213",".275",".215",".247","32","-2.1","-27.2","12.5","-0.4","3648"
"Sean Rodriguez","PIT","139","240","4","25","17","2","2.1%","26.3%",".116",".325",".246",".281",".362",".281",".266","77","-2.0","-8.5","-3.4","-0.5","6589"
"Wilson Ramos","WSN","128","504","15","41","68","0","4.2%","20.0%",".128",".256",".229",".258",".358",".265",".300","62","-1.7","-23.7","3.6","-0.5","1433"
"Alex Avila","DET","67","219","4","21","13","0","18.3%","30.1%",".096",".278",".191",".339",".287",".294",".358","82","-1.3","-5.9","-6.0","-0.5","7476"
"Alberto Callaspo","- - -","97","261","1","20","15","0","10.7%","13.0%",".043",".269",".235",".315",".278",".270",".286","69","-3.0","-12.4","-0.7","-0.5","3336"
"Cody Asche","PHI","129","456","12","41","39","1","5.7%","24.3%",".151",".304",".245",".294",".395",".298",".295","86","-2.9","-10.2","-9.1","-0.6","11997"
"James McCann","DET","114","425","7","32","41","0","3.8%","21.2%",".122",".325",".264",".297",".387",".297",".288","84","-5.8","-13.5","-5.7","-0.6","12859"
"Brandon Barnes","COL","106","281","2","30","17","4","7.5%","23.8%",".090",".332",".251",".314",".341",".287",".269","64","2.0","-9.9","-4.4","-0.6","629"
"Cliff Pennington","- - -","105","249","3","24","21","3","10.8%","19.7%",".071",".253",".210",".298",".281",".260",".287","57","-1.5","-14.0","0.5","-0.6","3395"
"Jeff Francoeur","PHI","119","343","13","34","45","0","3.8%","22.4%",".175",".297",".258",".286",".433",".308",".290","93","-3.5","-6.2","-11.1","-0.7","4792"
"Nick Swisher","- - -","76","260","6","14","25","0","13.5%","20.8%",".123",".228",".196",".312",".320",".285",".282","77","-2.2","-9.2","-6.2","-0.8","4599"
"Ichiro Suzuki","MIA","153","438","1","45","21","11","7.1%","11.6%",".050",".257",".229",".282",".279",".250",".256","56","-0.9","-23.2","2.5","-0.8","1101"
"Skip Schumaker","CIN","131","268","1","23","21","2","8.6%","19.0%",".094",".301",".242",".306",".336",".282",".289","75","-1.2","-9.1","-7.0","-0.8","3704"
"Billy Butler","OAK","151","601","15","63","65","0","8.7%","16.8%",".139",".282",".251",".323",".390",".311",".335","98","-11.1","-12.7","-14.9","-0.8","7399"
"Conor Gillaspie","- - -","75","253","4","14","24","0","5.1%","18.6%",".131",".266",".228",".269",".359",".269",".261","68","-0.5","-9.7","-6.6","-0.9","9009"
"Wilin Rosario","COL","87","242","6","22","29","2","3.3%","23.1%",".147",".329",".268",".295",".416",".303",".269","75","-2.0","-9.1","-6.5","-0.9","8002"
"Tyler Moore","WSN","97","200","6","14","27","0","5.5%","22.5%",".160",".234",".203",".250",".364",".263",".279","61","0.0","-9.0","-5.5","-0.9","7244"
"Mike Aviles","CLE","98","317","5","37","17","3","6.3%","12.0%",".086",".250",".231",".282",".317",".266",".281","63","-3.9","-17.6","-1.4","-0.9","5986"
"Alexi Amarista","SDP","118","357","3","28","30","5","6.7%","15.4%",".083",".232",".204",".257",".287",".236",".250","48","1.3","-20.2","0.4","-0.9","9063"
"Daniel Descalso","COL","101","209","5","22","22","1","9.6%","21.5%",".119",".244",".205",".283",".324",".259",".242","44","0.3","-13.2","-2.2","-0.9","8392"
"Kurt Suzuki","MIN","131","479","5","36","50","0","6.1%","12.3%",".074",".265",".240",".296",".314",".269",".286","64","-1.1","-20.9","-4.5","-1.0","8259"
"Yasmany Tomas","ARI","118","426","9","40","48","5","4.0%","25.8%",".128",".354",".273",".305",".401",".307",".280","87","-3.6","-9.9","-13.3","-1.1","17171"
"Chris Owings","ARI","147","552","4","59","43","16","4.7%","26.1%",".095",".305",".227",".264",".322",".255",".261","51","4.6","-26.7","-0.6","-1.1","10030"
"James Loney","TBR","104","388","4","25","32","2","5.9%","8.8%",".078",".298",".280",".322",".357",".294",".293","87","-8.5","-14.4","-8.8","-1.1","4556"
"Pablo Sandoval","BOS","126","505","10","43","47","0","5.0%","14.5%",".121",".270",".245",".292",".366",".288",".279","76","-5.1","-19.1","-8.6","-1.2","5409"
"Matt Joyce","LAA","93","284","5","17","21","0","10.6%","23.6%",".117",".215",".174",".272",".291",".255",".270","60","-2.3","-15.5","-5.1","-1.2","3353"
