"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Leody Taveras","TEX",".319","1.17","28.8%","38.4%","32.9%","25.0%","16.7%","4","14.3%","1","25.0%","41.6%","35.1%","23.4%","22.1%","45.5%","32.5%","18900"
"Anderson Tejeda","TEX",".381","1.06","17.8%","42.2%","40.0%","22.2%","16.7%","1","5.3%","0","0.0%","35.6%","44.4%","20.0%","26.7%","35.6%","37.8%","19909"
"Robbie Grossman","OAK",".267","1.02","22.7%","39.1%","38.3%","6.1%","16.3%","3","6.0%","0","0.0%","47.7%","31.3%","21.1%","13.3%","59.4%","27.3%","5254"
"Yoshi Tsutsugo","TBR",".230","0.88","14.8%","39.8%","45.4%","10.2%","16.3%","0","0.0%","0","0.0%","34.3%","37.0%","28.7%","18.5%","50.0%","31.5%","27459"
"Willson Contreras","CHC",".307","1.43","19.5%","47.4%","33.1%","9.1%","15.9%","3","4.8%","1","100.0%","38.8%","38.8%","22.4%","16.4%","47.8%","35.8%","11609"
"Gregory Polanco","PIT",".193","0.70","21.1%","32.6%","46.3%","11.4%","15.9%","0","0.0%","0","0.0%","44.2%","35.8%","20.0%","9.5%","43.2%","47.4%","12907"
"Bryan Reynolds","PIT",".231","1.27","21.9%","43.8%","34.4%","2.3%","15.9%","4","7.1%","0","0.0%","46.1%","32.8%","21.1%","10.9%","51.6%","37.5%","19326"
"Eddie Rosario","MIN",".248","0.76","18.2%","35.2%","46.6%","11.0%","15.9%","3","4.8%","2","100.0%","41.6%","33.7%","24.7%","21.3%","48.3%","30.3%","12155"
"Kevin Kiermaier","TBR",".290","2.84","24.0%","56.3%","19.8%","15.8%","15.8%","4","7.4%","0","0.0%","44.8%","37.5%","17.7%","18.8%","49.0%","32.3%","11038"
"Brian Goodwin","- - -",".291","0.76","27.2%","31.5%","41.3%","5.3%","15.8%","3","10.3%","0","0.0%","50.0%","31.5%","18.5%","8.7%","57.6%","33.7%","12858"
"Abraham Toro","HOU",".164","1.68","20.3%","50.0%","29.7%","15.8%","15.8%","1","3.1%","0","0.0%","42.2%","31.3%","26.6%","18.8%","53.1%","28.1%","19844"
"Dansby Swanson","ATL",".350","0.97","24.1%","37.3%","38.6%","3.1%","15.6%","4","6.5%","0","0.0%","38.3%","38.3%","23.4%","11.4%","49.7%","38.9%","18314"
"Bo Bichette","TOR",".352","1.22","26.0%","40.6%","33.3%","6.3%","15.6%","3","7.7%","0","0.0%","36.5%","32.3%","31.3%","14.6%","54.2%","31.3%","19612"
"Ozzie Albies","ATL",".317","0.92","13.8%","41.4%","44.8%","5.1%","15.4%","5","13.9%","1","100.0%","42.0%","38.6%","19.3%","17.0%","55.7%","27.3%","16556"
"Jeimer Candelario","DET",".372","1.17","25.9%","40.0%","34.1%","8.7%","15.2%","3","5.6%","0","0.0%","41.9%","39.7%","18.4%","16.9%","47.1%","36.0%","13621"
"Wilson Ramos","NYM",".271","1.79","17.9%","52.7%","29.5%","15.2%","15.2%","1","1.7%","0","0.0%","31.3%","46.4%","22.3%","19.6%","48.2%","32.1%","1433"
"Stephen Piscotty","OAK",".304","1.48","23.4%","45.8%","30.8%","12.1%","15.2%","5","10.2%","0","0.0%","46.3%","29.6%","24.1%","15.7%","44.4%","39.8%","13367"
"Tommy Pham","SDP",".253","2.55","13.4%","62.2%","24.4%","0.0%","15.0%","5","9.8%","0","0.0%","48.8%","32.9%","18.3%","13.4%","39.0%","47.6%","2967"
"Austin Hedges","- - -",".159","1.00","14.9%","42.6%","42.6%","15.0%","15.0%","0","0.0%","0","0.0%","50.0%","30.8%","19.2%","15.4%","48.1%","36.5%","12976"
"Jurickson Profar","SDP",".293","1.45","25.3%","44.2%","30.5%","8.5%","14.9%","7","10.3%","0","0.0%","36.1%","27.7%","36.1%","20.0%","51.0%","29.0%","10815"
"Austin Nola","- - -",".303","1.06","23.3%","39.5%","37.2%","10.4%","14.6%","3","5.9%","0","0.0%","42.6%","38.0%","19.4%","15.5%","47.3%","37.2%","15941"
"Max Kepler","MIN",".236","0.71","22.1%","32.4%","45.6%","16.1%","14.5%","4","9.1%","0","0.0%","44.1%","30.9%","25.0%","23.5%","44.1%","32.4%","12144"
"Jean Segura","PHI",".314","1.43","18.5%","47.9%","33.6%","10.2%","14.3%","10","14.3%","1","50.0%","32.4%","37.8%","29.7%","21.6%","46.6%","31.8%","5933"
"Gio Urshela","NYY",".315","1.26","26.9%","40.8%","32.3%","4.8%","14.3%","5","9.4%","0","0.0%","39.2%","30.0%","30.8%","13.8%","54.6%","31.5%","10681"
"Phil Gosselin","PHI",".323","1.14","29.7%","37.5%","32.8%","9.5%","14.3%","3","12.5%","1","100.0%","30.8%","44.6%","24.6%","21.5%","47.7%","30.8%","10953"
"Dwight Smith Jr.","BAL",".279","1.64","17.8%","51.1%","31.1%","14.3%","14.3%","2","8.7%","0","0.0%","48.9%","28.9%","22.2%","13.3%","55.6%","31.1%","13473"
"Mitch Garver","MIN",".294","1.00","22.2%","38.9%","38.9%","7.1%","14.3%","1","7.1%","0","0.0%","61.1%","25.0%","13.9%","13.9%","44.4%","41.7%","15161"
"Shed Long Jr.","SEA",".221","2.43","10.0%","63.8%","26.3%","19.0%","14.3%","2","3.9%","0","0.0%","32.5%","43.8%","23.8%","21.3%","50.0%","28.8%","16542"
"Edward Olivares","- - -",".290","1.62","22.5%","47.9%","29.6%","9.5%","14.3%","3","8.8%","1","100.0%","45.8%","36.1%","18.1%","19.4%","55.6%","25.0%","19698"
"Evan Longoria","SFG",".280","1.56","18.5%","49.7%","31.8%","4.0%","14.0%","3","3.8%","0","0.0%","45.2%","33.1%","21.7%","11.5%","50.3%","38.2%","9368"
"Christian Vazquez","BOS",".341","1.08","20.0%","41.5%","38.5%","16.0%","14.0%","5","9.3%","0","0.0%","42.3%","28.5%","29.2%","26.2%","43.1%","30.8%","9774"
"Alex Verdugo","BOS",".371","1.91","20.4%","52.2%","27.4%","4.7%","14.0%","9","11.0%","0","0.0%","40.1%","35.0%","24.8%","14.6%","52.9%","32.5%","17027"
"Carson Kelly","ARI",".250","1.08","19.4%","41.9%","38.7%","8.3%","13.9%","2","5.1%","0","0.0%","47.3%","30.1%","22.6%","11.8%","52.7%","35.5%","13620"
"Ryan Mountcastle","BAL",".398","1.19","19.4%","43.9%","36.7%","8.3%","13.9%","8","18.6%","0","0.0%","31.6%","36.7%","31.6%","19.4%","45.9%","34.7%","18373"
"Asdrubal Cabrera","WSN",".260","1.16","18.3%","43.8%","37.9%","12.1%","13.8%","2","3.0%","1","100.0%","47.4%","32.5%","20.1%","18.2%","44.8%","37.0%","4962"
"Jesus Aguilar","MIA",".306","0.95","25.7%","36.2%","38.2%","12.1%","13.8%","2","3.6%","0","0.0%","44.1%","26.3%","29.6%","14.5%","50.0%","35.5%","11342"
"Amed Rosario","NYM",".305","2.17","15.6%","57.8%","26.6%","6.9%","13.8%","4","6.3%","0","0.0%","36.7%","37.6%","25.7%","18.3%","59.6%","22.0%","15518"
"Harrison Bader","STL",".317","0.93","15.2%","40.9%","43.9%","17.2%","13.8%","4","14.8%","0","0.0%","41.8%","32.8%","25.4%","23.9%","40.3%","35.8%","18030"
"Hunter Dozier","KCR",".288","0.91","23.6%","36.4%","40.0%","9.1%","13.6%","1","2.5%","0","0.0%","36.4%","35.5%","28.2%","21.8%","48.2%","30.0%","15117"
"Tyler Wade","NYY",".188","1.05","28.6%","36.5%","34.9%","13.6%","13.6%","1","4.3%","1","20.0%","41.2%","35.3%","23.5%","19.1%","57.4%","23.5%","15730"
"Andrew McCutchen","PHI",".281","0.80","21.8%","34.7%","43.5%","8.1%","13.5%","6","10.2%","0","0.0%","46.5%","33.5%","20.0%","15.9%","44.1%","40.0%","9847"
"Trevor Story","COL",".354","0.62","22.7%","29.7%","47.7%","11.0%","13.4%","7","13.7%","0","0.0%","32.0%","36.0%","32.0%","14.5%","44.8%","40.7%","12564"
"Aaron Hicks","NYY",".256","1.31","20.0%","45.4%","34.6%","15.6%","13.3%","5","8.5%","0","0.0%","51.9%","29.0%","19.1%","16.8%","52.7%","30.5%","5297"
"Jose Martinez","- - -",".237","2.27","19.7%","55.7%","24.6%","0.0%","13.3%","2","5.9%","0","0.0%","37.7%","44.3%","18.0%","14.8%","49.2%","36.1%","7996"
"Jose Osuna","PIT",".207","0.67","19.4%","32.3%","48.4%","6.7%","13.3%","1","5.0%","0","0.0%","35.5%","35.5%","29.0%","17.7%","51.6%","30.6%","12937"
"Roman Quinn","PHI",".313","1.80","27.6%","46.6%","25.9%","13.3%","13.3%","4","14.8%","4","33.3%","42.9%","34.3%","22.9%","18.6%","60.0%","21.4%","13546"
"Johan Camargo","ATL",".247","1.40","15.3%","49.4%","35.3%","6.7%","13.3%","0","0.0%","0","0.0%","47.1%","31.8%","21.2%","17.6%","56.5%","25.9%","14950"
"Ramon Laureano","OAK",".270","1.22","21.9%","43.0%","35.2%","6.7%","13.3%","0","0.0%","0","0.0%","43.0%","32.0%","25.0%","17.2%","50.0%","32.8%","17128"
"Kyle Tucker","HOU",".303","0.91","20.2%","38.0%","41.7%","7.4%","13.2%","3","4.8%","0","0.0%","50.6%","31.7%","17.7%","10.4%","51.8%","37.8%","18345"
"Brett Gardner","NYY",".264","0.89","22.6%","36.6%","40.9%","7.9%","13.2%","3","8.8%","3","100.0%","30.2%","44.8%","25.0%","17.7%","49.0%","33.3%","9927"
"Garrett Hampson","COL",".330","0.92","24.7%","36.1%","39.2%","2.6%","13.2%","3","8.6%","7","50.0%","40.5%","36.0%","23.4%","12.6%","61.3%","26.1%","19262"
"Anthony Rendon","LAA",".302","0.81","20.9%","35.4%","43.7%","11.6%","13.0%","2","3.6%","0","0.0%","43.7%","36.7%","19.6%","9.5%","46.8%","43.7%","12861"
"Lewis Brinson","MIA",".288","1.61","21.1%","48.7%","30.3%","8.7%","13.0%","2","5.4%","0","0.0%","51.3%","36.8%","11.8%","17.1%","53.9%","28.9%","14352"
"Corey Dickerson","MIA",".283","1.54","13.8%","52.2%","34.0%","11.1%","13.0%","3","3.6%","0","0.0%","31.4%","34.0%","34.6%","17.0%","52.2%","30.8%","10762"
"Austin Hays","BAL",".316","1.55","19.4%","49.0%","31.6%","9.7%","12.9%","6","12.5%","0","0.0%","44.4%","34.3%","21.2%","12.1%","68.7%","19.2%","19363"
"Josh Harrison","WSN",".288","1.17","24.6%","40.6%","34.8%","4.2%","12.5%","1","3.6%","0","0.0%","43.5%","34.8%","21.7%","24.6%","52.2%","23.2%","8202"
"Jake Lamb","- - -",".233","0.88","28.6%","33.3%","38.1%","8.3%","12.5%","1","4.8%","0","0.0%","38.1%","44.4%","17.5%","14.3%","41.3%","44.4%","13329"
"Tyler Naquin","CLE",".275","1.28","23.2%","43.2%","33.7%","9.4%","12.5%","4","9.8%","0","0.0%","34.7%","38.9%","26.3%","9.5%","52.6%","37.9%","13359"
"Andrew Knapp","PHI",".346","1.31","30.2%","39.6%","30.2%","0.0%","12.5%","2","9.5%","0","0.0%","46.3%","31.5%","22.2%","14.8%","55.6%","29.6%","14942"
"Yoan Moncada","CHW",".315","1.08","22.5%","40.3%","37.2%","18.8%","12.5%","8","15.4%","0","0.0%","41.5%","30.8%","27.7%","16.9%","50.8%","32.3%","17232"
"Danny Mendick","CHW",".288","1.71","21.7%","49.4%","28.9%","8.3%","12.5%","2","4.9%","0","0.0%","28.9%","36.1%","34.9%","20.5%","57.8%","21.7%","18889"
"Cavan Biggio","TOR",".311","0.94","21.0%","38.2%","40.8%","7.8%","12.5%","7","11.7%","1","50.0%","47.2%","30.8%","22.0%","13.2%","55.3%","31.4%","19252"
"Dylan Carlson","STL",".260","1.42","23.7%","44.7%","31.6%","12.5%","12.5%","1","2.9%","0","0.0%","38.2%","38.2%","23.7%","15.8%","48.7%","35.5%","20126"
"Alec Bohm","PHI",".410","2.09","21.4%","53.2%","25.4%","0.0%","12.5%","4","6.0%","0","0.0%","29.4%","43.7%","27.0%","15.9%","56.3%","27.8%","21618"
"Didi Gregorius","PHI",".285","0.84","20.7%","36.2%","43.1%","16.0%","12.3%","5","7.4%","1","50.0%","43.2%","29.5%","27.4%","23.7%","47.4%","28.9%","6012"
"Carlos Santana","CLE",".212","1.08","17.7%","42.7%","39.6%","10.8%","12.3%","1","1.4%","0","0.0%","46.3%","31.7%","22.0%","20.1%","45.7%","34.1%","2396"
"Pedro Severino","BAL",".304","1.22","24.2%","41.7%","34.2%","7.3%","12.2%","4","8.0%","0","0.0%","52.1%","31.4%","16.5%","22.3%","49.6%","28.1%","14523"
"Tommy Edman","STL",".301","1.95","22.9%","51.0%","26.1%","9.8%","12.2%","8","10.0%","0","0.0%","37.3%","40.5%","22.2%","20.9%","50.0%","29.1%","19470"
"Ty France","- - -",".390","1.18","30.8%","37.5%","31.7%","18.2%","12.1%","4","10.3%","0","0.0%","47.1%","30.8%","22.1%","16.3%","51.9%","31.7%","17982"
"Christian Walker","ARI",".317","1.26","23.4%","42.7%","33.9%","12.1%","12.1%","7","9.6%","0","0.0%","42.7%","32.2%","25.1%","14.0%","41.5%","44.4%","13419"
"Niko Goodrum","DET",".276","0.79","18.5%","35.9%","45.7%","4.8%","11.9%","2","6.1%","0","0.0%","35.9%","42.4%","21.7%","17.4%","42.4%","40.2%","12092"
"Howie Kendrick","WSN",".311","2.00","32.9%","44.7%","22.4%","5.9%","11.8%","2","5.9%","0","0.0%","32.9%","43.4%","23.7%","15.8%","46.1%","38.2%","4229"
"Sandy Leon","CLE",".163","1.00","20.9%","39.5%","39.5%","23.5%","11.8%","2","11.8%","0","0.0%","53.3%","24.4%","22.2%","20.0%","48.9%","31.1%","5273"
"Starling Marte","- - -",".319","1.90","19.1%","53.0%","27.9%","3.9%","11.8%","11","11.3%","2","40.0%","42.6%","31.4%","26.1%","11.7%","58.5%","29.8%","9241"
"Adam Eaton","WSN",".260","1.76","23.6%","48.8%","27.6%","0.0%","11.8%","3","5.0%","2","25.0%","29.8%","35.9%","34.4%","17.6%","51.9%","30.5%","11205"
"Maikel Franco","KCR",".298","1.28","18.0%","46.0%","36.0%","13.2%","11.8%","3","3.4%","0","0.0%","45.0%","36.0%","19.0%","24.3%","42.9%","32.8%","12179"
"Luis Garcia","WSN",".340","3.71","23.1%","60.6%","16.3%","17.6%","11.8%","6","9.5%","0","0.0%","41.0%","26.7%","32.4%","26.7%","47.6%","25.7%","20391"
"Enrique Hernandez","LAD",".260","1.02","20.2%","40.4%","39.4%","14.0%","11.6%","5","11.4%","0","0.0%","42.2%","31.2%","26.6%","22.0%","44.0%","33.9%","10472"
"Albert Pujols","LAA",".230","0.98","19.5%","39.8%","40.6%","23.1%","11.5%","1","2.0%","0","0.0%","53.1%","26.6%","20.3%","18.8%","50.8%","30.5%","1177"
"Adam Engel","CHW",".348","1.15","17.6%","44.1%","38.2%","11.5%","11.5%","4","13.3%","0","0.0%","37.7%","31.9%","30.4%","26.1%","40.6%","33.3%","15082"
"Jo Adell","LAA",".258","1.15","18.8%","43.5%","37.7%","7.7%","11.5%","3","10.0%","0","0.0%","37.7%","33.3%","29.0%","17.4%","50.7%","31.9%","20220"
"Adam Frazier","PIT",".246","1.25","21.3%","43.7%","35.1%","6.6%","11.5%","1","1.3%","0","0.0%","34.9%","35.4%","29.7%","18.3%","56.6%","25.1%","15223"
"Francisco Lindor","CLE",".280","1.07","25.6%","38.5%","35.9%","4.3%","11.4%","3","4.0%","0","0.0%","44.7%","30.5%","24.9%","9.6%","59.9%","30.5%","12916"
"Michael Brantley","HOU",".336","1.50","22.0%","46.8%","31.2%","2.3%","11.4%","1","1.5%","0","0.0%","43.7%","29.6%","26.8%","9.9%","52.8%","37.3%","4106"
"Jose Altuve","HOU",".250","1.66","20.9%","49.3%","29.7%","6.8%","11.4%","5","6.8%","1","20.0%","41.8%","35.3%","22.9%","15.7%","53.6%","30.7%","5417"
"Nick Ahmed","ARI",".324","1.77","19.2%","51.7%","29.1%","15.9%","11.4%","7","9.0%","1","50.0%","56.2%","30.7%","13.1%","16.3%","55.6%","28.1%","12147"
"Orlando Arcia","MIL",".292","1.48","22.7%","46.1%","31.2%","6.8%","11.4%","0","0.0%","0","0.0%","37.3%","41.5%","21.1%","16.2%","47.2%","36.6%","13185"
"Adalberto Mondesi","KCR",".350","1.25","12.5%","48.5%","39.0%","11.3%","11.3%","5","7.6%","6","40.0%","45.0%","28.5%","26.5%","12.6%","51.0%","36.4%","13769"
"Alex Bregman","HOU",".254","0.81","25.0%","33.6%","41.4%","7.5%","11.3%","2","4.7%","0","0.0%","47.7%","36.7%","15.6%","14.1%","49.2%","36.7%","17678"
"Whit Merrifield","KCR",".295","0.99","25.7%","36.9%","37.4%","6.3%","11.3%","5","6.3%","0","0.0%","29.2%","44.0%","26.9%","13.9%","63.0%","23.1%","11281"
"Matt Carpenter","STL",".250","0.97","22.0%","38.5%","39.6%","0.0%","11.1%","2","5.7%","0","0.0%","55.4%","26.1%","18.5%","6.5%","53.3%","40.2%","8090"
"Yan Gomes","WSN",".314","0.89","24.4%","35.6%","40.0%","5.6%","11.1%","1","3.1%","0","0.0%","36.7%","38.9%","24.4%","14.4%","53.3%","32.2%","9627"
"Jose Iglesias","BAL",".407","2.00","35.7%","42.9%","21.4%","11.1%","11.1%","5","9.3%","0","0.0%","42.1%","34.9%","23.0%","23.0%","48.4%","28.6%","10231"
"Travis Shaw","TOR",".306","0.65","21.9%","30.7%","47.4%","7.4%","11.1%","1","2.9%","0","0.0%","40.4%","32.5%","27.2%","13.2%","57.9%","28.9%","11982"
"Carlos Correa","HOU",".324","1.69","20.9%","49.7%","29.4%","22.2%","11.1%","5","6.6%","0","0.0%","49.0%","30.1%","20.9%","17.0%","47.1%","35.9%","14162"
"Josh VanMeter","- - -",".159","1.11","17.4%","43.5%","39.1%","5.6%","11.1%","0","0.0%","0","0.0%","46.8%","29.8%","23.4%","17.0%","48.9%","34.0%","15170"
"Mike Ford","NYY",".140","1.67","18.6%","50.8%","30.5%","0.0%","11.1%","1","3.3%","0","0.0%","49.2%","39.0%","11.9%","6.8%","52.5%","40.7%","15585"
"Daulton Varsho","ARI",".246","0.93","18.8%","39.1%","42.2%","11.1%","11.1%","1","4.0%","1","25.0%","36.8%","42.6%","20.6%","16.2%","55.9%","27.9%","19918"
"David Peralta","ARI",".361","1.72","21.9%","49.4%","28.8%","6.5%","10.9%","4","5.1%","0","0.0%","38.8%","35.0%","26.3%","16.9%","49.4%","33.8%","2136"
"Miguel Rojas","MIA",".330","1.16","24.5%","40.6%","34.9%","8.1%","10.8%","1","2.3%","1","100.0%","37.4%","38.3%","24.3%","13.1%","55.1%","31.8%","7802"
"Joey Wendle","TBR",".338","1.76","23.9%","48.5%","27.6%","5.4%","10.8%","6","9.2%","0","0.0%","39.6%","35.1%","25.4%","17.9%","50.7%","31.3%","13853"
"Paul Goldschmidt","STL",".364","0.93","27.5%","34.9%","37.6%","7.1%","10.7%","7","13.5%","0","0.0%","34.9%","34.2%","30.9%","14.8%","57.0%","28.2%","9218"
"Christin Stewart","DET",".207","0.61","26.2%","27.9%","45.9%","10.7%","10.7%","0","0.0%","0","0.0%","41.0%","31.1%","27.9%","16.4%","60.7%","23.0%","17714"
"Kyle Seager","SEA",".240","0.73","16.5%","35.2%","48.3%","4.7%","10.6%","4","6.5%","0","0.0%","36.4%","40.9%","22.7%","14.8%","46.0%","39.2%","9785"
"Elias Diaz","COL",".275","1.11","24.5%","39.6%","35.8%","15.8%","10.5%","1","4.8%","0","0.0%","49.1%","28.3%","22.6%","26.4%","34.0%","39.6%","11680"
"Tim Locastro","ARI",".340","1.00","29.6%","35.2%","35.2%","15.8%","10.5%","3","15.8%","0","0.0%","33.9%","32.1%","33.9%","25.0%","48.2%","26.8%","15124"
"Joshua Fuentes","COL",".406","1.79","24.3%","48.6%","27.1%","10.5%","10.5%","2","5.9%","0","0.0%","43.7%","28.2%","28.2%","16.9%","54.9%","28.2%","16885"
"J.D. Martinez","BOS",".259","0.81","21.4%","35.1%","43.5%","1.5%","10.4%","3","5.6%","0","0.0%","37.0%","40.3%","22.7%","11.0%","53.2%","35.7%","6184"
"Kevin Pillar","- - -",".335","1.17","24.1%","41.0%","34.9%","5.2%","10.3%","5","7.4%","0","0.0%","38.9%","37.1%","24.0%","16.2%","47.3%","36.5%","12434"
"Nolan Arenado","COL",".241","0.79","15.7%","37.3%","47.0%","14.1%","10.3%","1","1.6%","0","0.0%","42.2%","35.5%","22.3%","21.7%","44.0%","34.3%","9777"
"Roberto Perez","CLE",".259","3.70","20.3%","62.7%","16.9%","10.0%","10.0%","3","8.1%","0","0.0%","33.9%","39.0%","27.1%","27.1%","47.5%","25.4%","2900"
"Eric Thames","WSN",".282","1.13","21.0%","42.0%","37.0%","16.7%","10.0%","3","8.8%","0","0.0%","34.6%","42.0%","23.5%","19.8%","40.7%","39.5%","3711"
"Andres Gimenez","NYM",".318","1.33","21.3%","44.9%","33.7%","23.3%","10.0%","1","2.5%","2","100.0%","50.5%","25.3%","24.2%","18.7%","59.3%","22.0%","19950"
"Jonathan Arauz","BOS",".340","2.20","37.3%","43.1%","19.6%","0.0%","10.0%","0","0.0%","0","0.0%","49.0%","33.3%","17.6%","15.7%","52.9%","31.4%","20275"
"Alex Gordon","KCR",".246","1.29","23.0%","43.4%","33.6%","9.8%","9.8%","5","9.4%","2","50.0%","40.5%","42.9%","16.7%","24.6%","53.2%","22.2%","5209"
"Kris Bryant","CHC",".264","0.83","17.6%","37.4%","45.1%","14.6%","9.8%","5","14.7%","0","0.0%","40.7%","39.6%","19.8%","17.6%","51.6%","30.8%","15429"
"Elvis Andrus","TEX",".200","1.39","14.9%","49.4%","35.6%","9.7%","9.7%","1","2.3%","1","100.0%","36.4%","42.0%","21.6%","19.3%","46.6%","34.1%","8709"
"Marwin Gonzalez","MIN",".241","1.08","21.2%","40.9%","38.0%","3.8%","9.6%","2","3.6%","1","100.0%","42.0%","37.0%","21.0%","15.2%","58.7%","26.1%","5497"
"Charlie Blackmon","COL",".347","1.03","28.5%","36.3%","35.2%","12.7%","9.5%","7","10.8%","1","33.3%","39.6%","33.5%","26.9%","14.8%","54.4%","30.8%","7859"
"Jake Cronenworth","SDP",".324","1.55","25.2%","45.5%","29.4%","4.8%","9.5%","4","6.2%","0","0.0%","31.5%","37.8%","30.8%","18.2%","45.5%","36.4%","18036"
"Cedric Mullins II","BAL",".350","1.25","21.7%","43.5%","34.8%","21.9%","9.4%","3","7.5%","9","60.0%","43.0%","28.0%","29.0%","15.9%","62.6%","21.5%","17929"
"Marcus Semien","OAK",".260","0.71","20.5%","32.9%","46.6%","16.0%","9.3%","7","13.2%","0","0.0%","43.5%","32.9%","23.6%","23.0%","49.1%","28.0%","12533"
"Jon Berti","MIA",".354","2.00","20.5%","53.0%","26.5%","9.1%","9.1%","4","9.1%","1","33.3%","36.0%","38.4%","25.6%","18.6%","58.1%","23.3%","12037"
"Victor Reyes","DET",".340","1.61","25.8%","45.8%","28.4%","2.3%","9.1%","2","2.8%","2","100.0%","36.9%","32.5%","30.6%","7.6%","65.6%","26.8%","15487"
"Jose Trevino","TEX",".279","1.18","23.8%","41.3%","34.9%","18.2%","9.1%","1","3.8%","0","0.0%","37.5%","34.4%","28.1%","18.8%","43.8%","37.5%","16725"
"Austin Meadows","TBR",".288","0.49","20.2%","26.2%","53.6%","8.9%","8.9%","1","4.5%","0","0.0%","44.0%","36.9%","19.0%","15.5%","47.6%","36.9%","15672"
"Jacob Stallings","PIT",".337","1.00","20.9%","39.5%","39.5%","0.0%","8.8%","3","8.8%","0","0.0%","37.5%","31.8%","30.7%","11.4%","58.0%","30.7%","13723"
"Scott Kingery","PHI",".200","0.88","17.9%","38.5%","43.6%","14.7%","8.8%","4","13.3%","0","0.0%","34.2%","38.0%","27.8%","19.0%","48.1%","32.9%","17975"
"Yadier Molina","STL",".281","1.15","20.8%","42.4%","36.8%","4.3%","8.7%","3","5.7%","0","0.0%","43.7%","37.3%","19.0%","19.0%","55.6%","25.4%","7007"
"Ji-Man Choi","TBR",".291","0.97","20.2%","39.3%","40.4%","22.2%","8.3%","0","0.0%","0","0.0%","50.6%","30.3%","19.1%","19.1%","44.9%","36.0%","5452"
"Jason Castro","- - -",".289","0.63","17.0%","31.9%","51.1%","4.2%","8.3%","0","0.0%","0","0.0%","36.2%","36.2%","27.7%","6.4%","42.6%","51.1%","8722"
"Tyler Flowers","ATL",".412","0.83","37.1%","28.6%","34.3%","8.3%","8.3%","1","10.0%","0","0.0%","40.0%","40.0%","20.0%","5.7%","51.4%","42.9%","9134"
"Jason Kipnis","CHC",".333","0.75","14.9%","36.5%","48.6%","8.3%","8.3%","4","14.8%","1","100.0%","45.3%","29.3%","25.3%","13.3%","54.7%","32.0%","9776"
"Nick Senzel","CIN",".204","0.88","19.6%","37.5%","42.9%","12.5%","8.3%","1","4.8%","0","0.0%","46.4%","30.4%","23.2%","14.3%","48.2%","37.5%","19293"
"Mauricio Dubon","SFG",".328","0.84","26.2%","33.6%","40.2%","8.2%","8.2%","5","12.2%","1","50.0%","37.1%","33.1%","29.8%","16.1%","54.0%","29.8%","16530"
"Daniel Murphy","COL",".260","1.16","22.3%","41.7%","35.9%","16.2%","8.1%","1","2.3%","0","0.0%","35.9%","36.9%","27.2%","14.6%","63.1%","22.3%","4316"
"Todd Frazier","- - -",".297","0.78","22.6%","33.9%","43.5%","16.0%","8.0%","1","2.6%","0","0.0%","42.6%","40.9%","16.5%","20.0%","50.4%","29.6%","785"
"Omar Narvaez","MIL",".254","1.08","24.6%","39.1%","36.2%","8.0%","8.0%","0","0.0%","0","0.0%","40.6%","36.2%","23.2%","23.2%","56.5%","20.3%","13338"
"Ryan O'Hearn","KCR",".267","1.40","21.1%","46.1%","32.9%","4.0%","8.0%","0","0.0%","0","0.0%","40.3%","39.0%","20.8%","10.4%","48.1%","41.6%","16442"
"Mark Canha","OAK",".307","0.79","20.4%","35.2%","44.4%","6.3%","7.9%","3","6.0%","0","0.0%","42.3%","35.9%","21.8%","14.1%","48.6%","37.3%","11445"
"David Fletcher","LAA",".348","2.63","25.0%","54.3%","20.7%","15.8%","7.9%","7","7.0%","0","0.0%","38.4%","31.4%","30.3%","17.8%","59.5%","22.7%","17992"
"Austin Romine","DET",".354","1.46","23.8%","45.2%","31.0%","15.4%","7.7%","3","7.9%","0","0.0%","28.6%","40.5%","31.0%","27.4%","42.9%","29.8%","5491"
"Khris Davis","OAK",".259","0.73","25.0%","31.7%","43.3%","11.5%","7.7%","1","5.3%","0","0.0%","33.3%","35.0%","31.7%","16.7%","55.0%","28.3%","9112"
"Jorge Bonifacio","DET",".288","0.96","16.4%","41.0%","42.6%","19.2%","7.7%","2","8.0%","0","0.0%","37.7%","26.2%","36.1%","27.9%","50.8%","21.3%","12174"
"Erik Gonzalez","PIT",".292","1.62","23.3%","47.4%","29.3%","10.3%","7.7%","5","7.9%","0","0.0%","34.3%","37.3%","28.4%","17.9%","49.3%","32.8%","13369"
"Jeff McNeil","NYM",".335","1.37","24.1%","43.8%","32.1%","7.7%","7.7%","7","9.9%","0","0.0%","38.9%","35.8%","25.3%","14.8%","54.3%","30.9%","15362"
"Isiah Kiner-Falefa","TEX",".316","2.85","16.2%","62.0%","21.8%","7.7%","7.7%","12","10.8%","0","0.0%","35.6%","37.8%","26.7%","17.2%","53.3%","29.4%","16512"
"Victor Robles","WSN",".298","1.03","30.1%","35.4%","34.5%","10.3%","7.7%","4","10.0%","3","60.0%","50.0%","33.1%","16.9%","22.0%","56.8%","21.2%","18363"
