"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Yan Gomes","- - -",".287","1.07","25.4%","38.6%","36.0%","7.1%","14.3%","4","3.8%","0","0.0%","39.0%","40.8%","20.2%","15.4%","49.6%","34.9%","9627"
"Ryan O'Hearn","KCR",".277","1.14","19.6%","42.9%","37.5%","7.9%","14.3%","6","8.3%","0","0.0%","38.7%","36.3%","25.0%","13.7%","52.4%","33.9%","16442"
"Taylor Ward","LAA",".301","0.96","25.7%","36.5%","37.8%","1.8%","14.3%","2","3.7%","1","12.5%","39.1%","29.5%","31.4%","11.5%","55.1%","33.3%","17548"
"Tyler Stephenson","CIN",".333","1.99","25.4%","49.6%","25.0%","5.7%","14.3%","14","10.1%","0","0.0%","33.6%","31.4%","35.0%","12.1%","58.2%","29.6%","17988"
"Chris Taylor","LAD",".337","0.87","22.1%","36.3%","41.6%","6.4%","14.2%","17","13.8%","2","40.0%","45.6%","31.1%","23.3%","15.1%","53.5%","31.4%","13757"
"Eduardo Escobar","- - -",".279","0.67","21.4%","31.5%","47.1%","11.5%","14.0%","12","9.0%","1","100.0%","47.9%","28.6%","23.5%","16.9%","48.4%","34.7%","6153"
"Justin Turner","LAD",".292","0.80","21.3%","34.9%","43.8%","10.9%","14.0%","6","3.9%","0","0.0%","34.5%","35.8%","29.7%","11.3%","48.1%","40.6%","5235"
"Cesar Hernandez","- - -",".266","1.33","18.1%","46.7%","35.1%","5.3%","13.9%","17","8.5%","6","75.0%","40.0%","37.0%","23.1%","16.2%","55.7%","28.1%","10556"
"Trevor Story","COL",".293","0.84","18.9%","37.0%","44.1%","9.2%","13.9%","11","7.6%","0","0.0%","37.2%","35.5%","27.3%","14.3%","47.4%","38.3%","12564"
"Mookie Betts","LAD",".276","0.81","21.6%","35.1%","43.4%","10.2%","13.8%","12","8.9%","0","0.0%","48.3%","29.6%","22.1%","13.8%","45.2%","41.0%","13611"
"Joc Pederson","- - -",".281","0.94","18.8%","39.3%","41.9%","10.7%","13.7%","7","5.7%","2","50.0%","35.3%","41.0%","23.7%","14.2%","51.7%","34.1%","11899"
"Harrison Bader","STL",".306","1.04","15.8%","43.0%","41.2%","12.8%","13.7%","16","13.1%","0","0.0%","44.4%","32.4%","23.2%","21.5%","47.9%","30.6%","18030"
"Starling Marte","- - -",".372","2.27","21.1%","54.8%","24.1%","8.0%","13.6%","23","11.5%","3","50.0%","38.0%","35.6%","26.4%","18.9%","48.2%","32.9%","9241"
"D.J. Stewart","BAL",".254","0.72","15.6%","35.2%","49.2%","18.2%","13.6%","4","6.3%","1","50.0%","37.6%","34.3%","28.2%","24.3%","44.8%","30.9%","17766"
"Nolan Arenado","STL",".249","0.63","18.8%","31.3%","49.8%","13.1%","13.5%","9","5.7%","0","0.0%","49.8%","31.0%","19.2%","17.7%","48.6%","33.7%","9777"
"Tommy Pham","SDP",".280","1.52","20.2%","48.1%","31.6%","9.0%","13.5%","11","6.5%","0","0.0%","34.8%","37.9%","27.4%","14.0%","49.0%","37.0%","2967"
"Jonathan Schoop","DET",".317","1.47","19.3%","48.0%","32.7%","14.7%","13.5%","18","7.5%","0","0.0%","38.6%","37.6%","23.9%","21.3%","48.2%","30.5%","11265"
"Michael Conforto","NYM",".276","1.31","21.1%","44.7%","34.2%","9.6%","13.5%","3","2.2%","0","0.0%","40.8%","36.8%","22.4%","14.1%","49.0%","36.8%","16376"
"Niko Goodrum","DET",".301","1.15","22.2%","41.6%","36.2%","4.5%","13.4%","6","7.8%","0","0.0%","42.2%","35.7%","22.2%","9.7%","59.5%","30.8%","12092"
"Anthony Santander","BAL",".275","0.78","22.7%","34.0%","43.4%","11.2%","13.4%","5","4.8%","0","0.0%","42.9%","33.9%","23.2%","17.4%","46.8%","35.8%","14551"
"Francisco Lindor","NYM",".248","0.94","18.6%","39.4%","42.0%","9.4%","13.4%","7","5.0%","2","20.0%","42.7%","34.0%","23.3%","14.2%","53.4%","32.3%","12916"
"Anthony Rizzo","- - -",".258","1.03","19.4%","40.9%","39.7%","10.4%","13.4%","4","2.4%","1","100.0%","47.3%","30.9%","21.7%","14.0%","53.9%","32.1%","3473"
"James McCann","NYM",".304","1.80","19.8%","51.5%","28.6%","6.7%","13.3%","10","7.4%","1","100.0%","37.6%","36.9%","25.5%","15.6%","54.8%","29.7%","12859"
"Kevin Pillar","NYM",".261","0.76","18.8%","35.1%","46.1%","15.0%","13.3%","7","8.1%","0","0.0%","44.5%","32.7%","22.9%","22.0%","46.1%","31.8%","12434"
"Christian Yelich","MIL",".321","2.29","22.0%","54.4%","23.7%","2.9%","13.2%","12","7.7%","2","100.0%","35.3%","35.3%","29.4%","15.9%","49.1%","34.9%","11477"
"Wilmer Flores","SFG",".264","0.91","21.4%","37.5%","41.1%","10.9%","13.0%","6","4.8%","0","0.0%","44.9%","33.3%","21.7%","14.3%","54.8%","31.0%","5827"
"Luis Garcia","WSN",".273","2.37","19.7%","56.5%","23.8%","10.9%","13.0%","5","4.6%","0","0.0%","44.6%","34.2%","21.2%","16.1%","52.3%","31.6%","20391"
"Jesus Aguilar","MIA",".279","0.71","20.4%","33.1%","46.6%","11.2%","13.0%","4","3.3%","0","0.0%","44.9%","33.1%","22.0%","14.3%","49.9%","35.8%","11342"
"Yoan Moncada","CHW",".350","1.48","26.6%","43.8%","29.6%","8.3%","13.0%","10","6.3%","0","0.0%","38.4%","35.3%","26.3%","14.5%","44.9%","40.5%","17232"
"Andrew Vaughn","CHW",".271","1.22","19.9%","43.9%","36.1%","3.4%","12.9%","12","8.5%","0","0.0%","34.9%","36.1%","29.0%","13.7%","50.8%","35.5%","26197"
"Max Kepler","MIN",".225","0.84","18.6%","37.1%","44.3%","10.1%","12.8%","8","6.5%","0","0.0%","42.5%","35.0%","22.5%","16.5%","47.9%","35.6%","12144"
"Miguel Cabrera","DET",".305","1.50","19.6%","48.2%","32.2%","6.0%","12.8%","11","6.3%","0","0.0%","33.9%","36.9%","29.2%","11.6%","51.2%","37.2%","1744"
"Andrew Stevenson","WSN",".307","1.62","20.3%","49.2%","30.5%","10.3%","12.8%","8","12.7%","3","50.0%","32.1%","42.5%","25.4%","15.7%","51.5%","32.8%","17932"
"Chad Pinder","OAK",".313","1.57","20.9%","48.4%","30.7%","8.5%","12.8%","5","6.8%","0","0.0%","37.3%","41.8%","20.9%","11.8%","50.3%","37.9%","15191"
"Carter Kieboom","WSN",".258","1.64","21.0%","49.0%","29.9%","6.4%","12.8%","4","5.2%","0","0.0%","43.9%","34.4%","21.7%","19.1%","51.0%","29.9%","19958"
"Travis Shaw","- - -",".243","0.70","20.4%","32.9%","46.7%","18.3%","12.7%","4","8.0%","0","0.0%","37.4%","37.4%","25.2%","22.6%","46.5%","31.0%","11982"
"Randal Grichuk","TOR",".266","0.91","17.0%","39.7%","43.4%","17.2%","12.6%","14","8.8%","0","0.0%","39.2%","35.2%","25.7%","16.7%","49.6%","33.7%","10243"
"Carson Kelly","ARI",".270","0.72","24.7%","31.5%","43.8%","12.6%","12.6%","4","5.4%","0","0.0%","42.6%","29.4%","28.1%","17.4%","49.8%","32.8%","13620"
"Austin Meadows","TBR",".249","0.54","18.3%","28.7%","53.0%","9.3%","12.6%","6","5.2%","0","0.0%","40.1%","35.6%","24.3%","17.3%","47.8%","34.9%","15672"
"Michael Perez","PIT",".170","1.14","14.3%","45.7%","40.0%","5.4%","12.5%","2","3.1%","0","0.0%","45.8%","39.4%","14.8%","19.0%","52.8%","28.2%","12977"
"Steven Duggar","SFG",".355","1.05","26.4%","37.6%","36.0%","3.1%","12.5%","6","9.0%","1","50.0%","32.2%","38.3%","29.4%","8.9%","61.7%","29.4%","17719"
"Trevor Larnach","MIN",".338","1.30","18.4%","46.2%","35.4%","7.1%","12.5%","2","2.7%","0","0.0%","43.0%","30.4%","26.6%","12.7%","53.8%","33.5%","21501"
"Rowdy Tellez","- - -",".275","1.08","20.6%","41.2%","38.2%","12.4%","12.4%","11","11.5%","0","0.0%","36.5%","36.9%","26.6%","15.9%","48.5%","35.6%","15679"
"Daulton Varsho","ARI",".286","0.84","21.5%","35.9%","42.6%","15.7%","12.4%","7","9.3%","6","66.7%","38.1%","35.8%","26.1%","20.2%","45.9%","33.9%","19918"
"Yu Chang","CLE",".281","0.82","21.3%","35.5%","43.2%","13.7%","12.3%","2","3.3%","0","0.0%","37.3%","30.8%","32.0%","22.5%","48.5%","29.0%","14773"
"Robbie Grossman","DET",".286","0.64","24.3%","29.5%","46.2%","8.0%","12.2%","7","5.8%","0","0.0%","44.1%","31.0%","24.9%","15.1%","57.6%","27.3%","5254"
"Ozzie Albies","ATL",".278","0.65","20.1%","31.4%","48.5%","8.1%","12.2%","14","8.8%","0","0.0%","43.5%","31.3%","25.2%","14.2%","51.0%","34.8%","16556"
"Freddy Galvis","- - -",".269","0.95","19.7%","39.1%","41.2%","14.8%","12.2%","5","4.6%","2","40.0%","45.8%","29.9%","24.3%","22.5%","48.6%","28.9%","6609"
"Ty France","SEA",".327","1.45","22.9%","45.6%","31.4%","7.4%","12.2%","14","6.5%","0","0.0%","38.0%","38.4%","23.6%","17.2%","49.3%","33.5%","17982"
"Dylan Carlson","STL",".332","1.01","24.6%","37.8%","37.6%","5.4%","12.2%","7","4.7%","2","50.0%","41.0%","29.9%","29.1%","12.8%","58.5%","28.6%","20126"
"Jake Cronenworth","SDP",".283","1.17","21.7%","42.2%","36.1%","10.4%","12.1%","14","6.9%","1","25.0%","34.4%","38.5%","27.1%","16.4%","54.0%","29.6%","18036"
"Marcell Ozuna","ATL",".244","0.90","22.5%","36.6%","40.8%","5.2%","12.1%","2","3.8%","0","0.0%","38.0%","38.7%","23.2%","19.0%","52.8%","28.2%","10324"
"Mark Canha","OAK",".274","1.15","22.9%","41.2%","35.9%","10.6%","12.1%","20","12.3%","0","0.0%","43.8%","32.3%","23.9%","16.8%","51.7%","31.6%","11445"
"Lewis Brinson","MIA",".273","1.15","20.7%","42.4%","36.9%","17.3%","12.0%","9","10.5%","0","0.0%","39.2%","36.3%","24.5%","21.6%","51.5%","27.0%","14352"
"Trent Grisham","SDP",".292","1.12","21.6%","41.4%","37.0%","7.2%","12.0%","4","2.9%","3","30.0%","38.8%","37.6%","23.6%","16.1%","54.3%","29.6%","18564"
"Rafael Ortega","CHC",".349","0.82","25.1%","33.6%","41.3%","14.1%","12.0%","6","8.0%","1","20.0%","46.5%","29.8%","23.7%","15.4%","57.0%","27.6%","10323"
"Brian Goodwin","CHW",".259","0.97","25.8%","36.5%","37.6%","9.0%","11.9%","2","3.1%","0","0.0%","50.3%","27.4%","22.3%","13.4%","55.9%","30.7%","12858"
"Victor Reyes","DET",".327","1.79","23.0%","49.3%","27.6%","2.4%","11.9%","3","4.0%","1","20.0%","36.3%","34.4%","29.3%","9.6%","60.5%","29.9%","15487"
"Matt Beaty","LAD",".314","1.18","18.1%","44.4%","37.5%","11.7%","11.7%","7","9.9%","0","0.0%","42.5%","33.8%","23.8%","18.8%","53.8%","27.5%","17710"
"Josh Naylor","CLE",".287","1.55","18.6%","49.5%","31.9%","11.7%","11.7%","7","7.5%","0","0.0%","41.0%","33.0%","26.1%","15.4%","56.4%","28.2%","18839"
"Martin Maldonado","HOU",".221","0.87","20.9%","36.9%","42.2%","9.7%","11.7%","4","4.4%","0","0.0%","41.7%","33.2%","25.1%","13.4%","58.7%","27.9%","6887"
"Lorenzo Cain","MIL",".287","1.55","16.2%","51.0%","32.9%","8.7%","11.6%","10","9.3%","0","0.0%","35.7%","35.2%","29.0%","17.1%","53.3%","29.5%","9077"
"Kyle Farmer","CIN",".296","1.17","23.5%","41.2%","35.3%","10.1%","11.6%","11","6.8%","0","0.0%","39.3%","37.2%","23.5%","15.3%","48.5%","36.2%","14813"
"Brian Anderson","MIA",".317","1.34","14.9%","48.8%","36.3%","6.6%","11.5%","7","8.5%","0","0.0%","37.5%","33.9%","28.6%","14.9%","56.0%","29.2%","18289"
"Owen Miller","CLE",".261","2.14","20.3%","54.3%","25.4%","11.4%","11.4%","5","6.7%","0","0.0%","30.4%","38.4%","31.2%","13.8%","57.2%","29.0%","24655"
"Jonah Heim","TEX",".210","0.95","18.1%","40.0%","41.9%","15.9%","11.4%","3","3.6%","0","0.0%","43.1%","35.5%","21.3%","26.5%","37.0%","36.5%","16930"
"Bryan De La Cruz","MIA",".380","1.61","21.8%","48.3%","29.9%","11.4%","11.4%","6","8.5%","0","0.0%","38.1%","35.4%","26.5%","18.4%","49.0%","32.7%","19600"
"Josh Rojas","ARI",".345","1.77","22.9%","49.3%","27.8%","2.1%","11.3%","9","5.2%","1","50.0%","37.3%","38.5%","24.2%","11.4%","59.3%","29.3%","19734"
"Eric Hosmer","SDP",".313","2.15","18.7%","55.5%","25.8%","11.3%","11.3%","16","7.0%","1","50.0%","30.8%","40.9%","28.3%","21.3%","46.2%","32.4%","3516"
"Odubel Herrera","PHI",".285","1.56","20.5%","48.4%","31.1%","11.3%","11.3%","12","6.7%","5","55.6%","35.4%","37.2%","27.4%","16.6%","53.3%","30.1%","11476"
"Akil Baddoo","DET",".335","1.03","20.7%","40.1%","39.1%","9.6%","11.3%","10","8.5%","0","0.0%","37.8%","35.0%","27.2%","17.7%","51.0%","31.3%","22168"
"Alec Bohm","PHI",".327","2.32","24.5%","52.7%","22.7%","6.5%","11.3%","10","6.9%","0","0.0%","28.6%","39.9%","31.5%","12.1%","49.8%","38.1%","21618"
"Yoshi Tsutsugo","- - -",".278","0.92","14.5%","40.9%","44.7%","5.6%","11.3%","3","4.6%","0","0.0%","35.6%","33.1%","31.3%","13.8%","49.4%","36.9%","27459"
"Jack Mayfield","- - -",".254","0.87","14.9%","39.5%","45.6%","22.5%","11.2%","7","9.1%","3","42.9%","38.6%","32.2%","29.2%","26.7%","46.0%","27.2%","15402"
"Carlos Santana","KCR",".227","1.25","17.8%","45.6%","36.6%","14.6%","11.1%","10","4.7%","0","0.0%","47.8%","35.3%","16.9%","18.0%","48.2%","33.8%","2396"
"Jean Segura","PHI",".317","1.81","19.2%","52.1%","28.8%","10.3%","11.1%","23","10.1%","1","33.3%","34.2%","39.2%","26.5%","22.4%","48.8%","28.8%","5933"
"Austin Hedges","CLE",".214","0.76","20.2%","34.3%","45.5%","13.3%","11.1%","2","2.9%","0","0.0%","44.0%","35.9%","20.1%","21.5%","56.0%","22.5%","12976"
"Jeimer Candelario","DET",".333","1.15","26.4%","39.4%","34.2%","6.3%","11.1%","9","5.4%","1","100.0%","42.2%","35.1%","22.7%","17.3%","49.3%","33.4%","13621"
"Hunter Dozier","KCR",".276","0.90","19.5%","38.1%","42.5%","9.7%","11.1%","7","5.4%","0","0.0%","41.6%","37.2%","21.2%","12.4%","51.0%","36.6%","15117"
"Billy McKinney","- - -",".235","0.86","19.7%","37.2%","43.1%","9.9%","11.1%","1","1.4%","0","0.0%","47.3%","30.3%","22.3%","16.0%","52.1%","31.9%","15654"
"Lane Thomas","- - -",".293","1.10","19.0%","42.3%","38.7%","12.7%","11.1%","4","5.8%","1","100.0%","39.0%","39.6%","21.3%","16.5%","40.9%","42.7%","16939"
"Kolten Wong","MIL",".305","1.19","22.3%","42.2%","35.5%","7.1%","11.0%","10","6.6%","4","57.1%","41.1%","34.8%","24.1%","13.4%","52.6%","34.0%","12532"
"Dylan Moore","SEA",".229","0.63","17.9%","31.7%","50.5%","13.6%","10.9%","1","1.4%","2","50.0%","40.1%","34.7%","25.2%","24.3%","51.8%","23.9%","18042"
"Phillip Evans","PIT",".250","1.96","15.5%","55.9%","28.6%","15.2%","10.9%","4","4.4%","0","0.0%","38.5%","38.5%","23.0%","23.0%","45.3%","31.7%","12950"
"Jon Berti","MIA",".265","2.76","20.1%","58.6%","21.3%","13.5%","10.8%","7","6.9%","0","0.0%","32.0%","34.3%","33.7%","13.7%","61.1%","25.1%","12037"
"Brandon Nimmo","NYM",".366","1.57","22.4%","47.3%","30.2%","10.8%","10.8%","10","8.6%","1","33.3%","33.1%","35.1%","31.9%","19.8%","46.4%","33.9%","12927"
"Pedro Severino","BAL",".314","1.06","23.6%","39.3%","37.1%","17.6%","10.8%","9","8.3%","0","0.0%","45.8%","29.8%","24.4%","22.2%","46.5%","31.3%","14523"
"Eddie Rosario","- - -",".273","0.91","22.7%","36.8%","40.5%","10.8%","10.8%","5","4.2%","1","33.3%","46.0%","30.6%","23.5%","17.3%","51.2%","31.5%","12155"
"Eli White","TEX",".230","0.91","16.4%","39.8%","43.8%","12.5%","10.7%","4","7.8%","0","0.0%","48.5%","31.1%","20.5%","18.2%","62.1%","19.7%","19346"
"Enrique Hernandez","BOS",".278","0.71","21.2%","32.6%","46.2%","12.3%","10.7%","16","12.1%","0","0.0%","47.2%","28.9%","24.0%","15.3%","49.1%","35.6%","10472"
"Maikel Franco","BAL",".225","1.49","18.2%","48.9%","32.9%","14.6%","10.7%","6","3.9%","0","0.0%","47.3%","30.4%","22.4%","19.8%","51.8%","28.4%","12179"
"Jackson Frazier","NYY",".257","1.13","15.3%","44.9%","39.8%","12.8%","10.6%","3","5.7%","0","0.0%","39.8%","40.7%","19.5%","21.2%","48.3%","30.5%","15983"
"Joey Wendle","TBR",".327","1.65","20.7%","49.4%","29.9%","4.8%","10.6%","12","7.0%","2","100.0%","36.6%","35.4%","28.0%","14.6%","54.0%","31.4%","13853"
"Nick Solak","TEX",".292","1.80","17.1%","53.3%","29.6%","9.6%","10.6%","20","10.7%","1","25.0%","37.7%","36.9%","25.4%","18.6%","52.1%","29.3%","19294"
"Yandy Diaz","TBR",".286","1.62","16.1%","51.8%","32.0%","12.2%","10.6%","17","8.5%","0","0.0%","34.9%","37.0%","28.1%","15.4%","50.0%","34.6%","16578"
"Austin Barnes","LAD",".268","1.09","16.8%","43.4%","39.9%","8.8%","10.5%","5","8.1%","0","0.0%","41.4%","37.2%","21.4%","21.4%","47.6%","31.0%","12158"
"Nick Gordon","MIN",".310","2.00","21.9%","52.1%","26.0%","5.3%","10.5%","5","6.6%","0","0.0%","39.7%","40.4%","19.9%","7.5%","48.6%","43.8%","16337"
"Andrew Benintendi","KCR",".309","0.95","21.0%","38.5%","40.5%","6.2%","10.5%","13","8.4%","2","66.7%","40.4%","36.0%","23.6%","11.2%","53.8%","35.0%","17901"
"Gregory Polanco","PIT",".258","0.87","17.6%","38.2%","44.1%","9.5%","10.5%","7","7.7%","1","50.0%","45.8%","33.3%","20.8%","20.0%","43.3%","36.7%","12907"
"Adam Eaton","- - -",".253","1.59","16.7%","51.1%","32.2%","0.0%","10.3%","5","5.4%","3","37.5%","36.2%","33.5%","30.3%","17.6%","55.9%","26.6%","11205"
"Michael A. Taylor","KCR",".319","1.30","21.7%","44.3%","34.0%","4.3%","10.3%","13","8.6%","2","40.0%","35.5%","39.0%","25.4%","12.4%","54.9%","32.7%","11489"
"Aledmys Diaz","HOU",".304","1.24","23.7%","42.2%","34.1%","20.3%","10.1%","6","6.1%","0","0.0%","53.0%","31.9%","15.1%","17.2%","48.3%","34.5%","15937"
"Alex Verdugo","BOS",".327","1.74","21.7%","49.7%","28.6%","6.2%","10.1%","9","4.0%","1","100.0%","37.0%","37.0%","25.9%","13.1%","56.1%","30.8%","17027"
"Tommy La Stella","SFG",".255","1.20","20.6%","43.3%","36.1%","2.9%","10.0%","1","1.2%","0","0.0%","42.1%","40.5%","17.4%","11.8%","59.5%","28.7%","12371"
"Sergio Alcantara","CHC",".280","1.36","19.7%","46.3%","34.0%","8.0%","10.0%","5","7.4%","1","50.0%","42.3%","35.6%","22.1%","16.8%","47.7%","35.6%","16417"
"Cavan Biggio","TOR",".290","0.94","22.3%","37.7%","40.0%","5.7%","10.0%","1","1.5%","1","50.0%","35.0%","35.6%","29.4%","10.7%","58.8%","30.5%","19252"
"Charlie Blackmon","COL",".305","1.53","22.1%","47.2%","30.8%","9.2%","9.9%","15","7.5%","0","0.0%","38.7%","36.4%","24.9%","19.5%","46.9%","33.6%","7859"
"Alex Bregman","HOU",".286","1.00","18.4%","40.8%","40.8%","12.3%","9.8%","8","6.6%","0","0.0%","52.2%","30.4%","17.4%","15.7%","52.8%","31.4%","17678"
"Ehire Adrianza","ATL",".290","1.14","23.2%","40.8%","35.9%","9.8%","9.8%","4","6.9%","1","50.0%","45.8%","34.0%","20.1%","21.5%","50.7%","27.8%","8418"
"Andres Gimenez","CLE",".273","1.31","12.6%","49.6%","37.8%","11.8%","9.8%","6","9.0%","2","66.7%","44.2%","27.5%","28.3%","19.6%","51.4%","29.0%","19950"
"Ha-seong Kim","SDP",".241","1.00","17.2%","41.4%","41.4%","19.5%","9.8%","7","8.5%","0","0.0%","50.7%","34.8%","14.4%","22.4%","48.8%","28.9%","27506"
"Edmundo Sosa","STL",".326","1.89","20.8%","51.8%","27.4%","4.8%","9.7%","15","12.8%","1","50.0%","37.3%","39.9%","22.8%","19.3%","56.1%","24.6%","17022"
"Jason Heyward","CHC",".247","1.55","16.9%","50.6%","32.5%","18.1%","9.6%","10","7.8%","0","0.0%","46.3%","36.1%","17.6%","24.7%","44.7%","30.6%","4940"
"Jed Lowrie","OAK",".289","0.88","22.4%","36.3%","41.4%","3.4%","9.6%","4","3.1%","0","0.0%","38.8%","37.7%","23.5%","11.9%","51.3%","36.8%","4418"
"Stephen Vogt","- - -",".230","0.71","18.8%","33.8%","47.4%","5.5%","9.6%","3","5.8%","0","0.0%","46.2%","32.7%","21.2%","11.5%","53.8%","34.6%","5000"
"Victor Caratini","SDP",".281","1.63","18.3%","50.6%","31.1%","11.0%","9.6%","2","1.7%","0","0.0%","36.2%","36.6%","27.2%","15.3%","53.6%","31.1%","14968"
"Cody Bellinger","LAD",".196","0.65","21.5%","30.9%","47.5%","14.2%","9.4%","5","7.2%","0","0.0%","45.1%","32.6%","22.3%","13.8%","55.4%","30.8%","15998"
"Mike Moustakas","CIN",".239","0.78","18.6%","35.7%","45.7%","25.0%","9.4%","1","2.0%","0","0.0%","43.6%","31.4%","25.0%","25.7%","47.1%","27.1%","4892"
"Didi Gregorius","PHI",".217","0.81","17.6%","36.9%","45.4%","18.0%","9.4%","8","7.1%","1","50.0%","47.1%","30.5%","22.4%","23.4%","52.3%","24.4%","6012"
"David Bote","CHC",".235","1.22","13.6%","47.5%","38.9%","9.3%","9.3%","7","6.7%","0","0.0%","43.7%","32.0%","24.3%","17.6%","42.8%","39.6%","14593"
"Brett Gardner","NYY",".269","1.22","17.8%","45.2%","37.0%","12.0%","9.3%","9","6.8%","1","16.7%","38.9%","35.2%","25.8%","21.8%","49.3%","28.9%","9927"
"Jorge Alfaro","MIA",".354","2.55","20.4%","57.1%","22.4%","4.5%","9.1%","10","8.9%","0","0.0%","30.1%","41.3%","28.6%","16.3%","47.4%","36.2%","12180"
"Dominic Smith","NYM",".298","1.07","26.2%","38.2%","35.6%","5.8%","9.1%","4","3.1%","0","0.0%","36.8%","40.6%","22.6%","12.1%","52.9%","35.0%","15653"
"Garrett Hampson","COL",".291","1.04","22.6%","39.5%","37.9%","6.6%","9.1%","11","8.7%","7","33.3%","38.2%","34.7%","27.1%","12.4%","52.4%","35.3%","19262"
"Amed Rosario","CLE",".340","1.83","20.5%","51.4%","28.1%","9.8%","9.0%","16","7.2%","0","0.0%","32.0%","39.9%","28.1%","16.8%","54.4%","28.8%","15518"
"Willi Castro","DET",".275","1.41","20.7%","46.4%","32.9%","15.0%","9.0%","7","5.0%","1","16.7%","32.3%","32.3%","35.5%","22.3%","55.8%","21.9%","17338"
"Kurt Suzuki","LAA",".250","1.13","19.2%","42.9%","37.9%","11.9%","9.0%","4","5.3%","0","0.0%","51.7%","26.7%","21.7%","17.8%","56.1%","26.1%","8259"
"Oscar Mercado","CLE",".253","1.10","17.5%","43.3%","39.2%","10.4%","9.0%","7","9.5%","1","50.0%","46.8%","26.6%","26.6%","13.9%","60.7%","25.4%","16375"
"Abraham Toro","- - -",".254","0.96","14.8%","41.7%","43.5%","7.3%","8.9%","18","15.3%","0","0.0%","33.9%","38.5%","27.6%","17.3%","52.7%","30.0%","19844"
"Pavin Smith","ARI",".319","1.49","21.2%","47.2%","31.6%","7.3%","8.9%","13","7.0%","0","0.0%","35.9%","38.9%","25.2%","20.1%","45.3%","34.6%","19892"
"Jace Peterson","MIL",".310","1.16","23.4%","41.1%","35.4%","4.4%","8.8%","4","5.1%","1","100.0%","30.4%","43.8%","25.8%","13.4%","61.9%","24.7%","12325"
"Matt Duffy","CHC",".351","1.91","26.2%","48.4%","25.3%","5.3%","8.8%","7","6.4%","1","50.0%","26.9%","38.3%","34.8%","12.8%","60.8%","26.4%","13836"
"Yermin Mercedes","CHW",".309","1.00","17.9%","41.0%","41.0%","8.8%","8.8%","11","13.8%","0","0.0%","36.4%","33.3%","30.3%","16.9%","59.5%","23.6%","17423"
"Gavin Lux","LAD",".300","1.50","21.3%","47.2%","31.5%","8.8%","8.8%","15","12.5%","0","0.0%","41.3%","35.0%","23.6%","12.6%","57.1%","30.3%","19955"
"Christian Walker","ARI",".307","1.01","22.2%","39.1%","38.7%","9.6%","8.7%","8","6.9%","0","0.0%","42.4%","30.3%","27.3%","14.8%","49.5%","35.7%","13419"
"Raimel Tapia","COL",".306","4.10","16.2%","67.4%","16.4%","1.4%","8.7%","20","7.1%","0","0.0%","30.1%","40.0%","29.9%","22.5%","52.8%","24.6%","14350"
"Marwin Gonzalez","- - -",".258","1.66","21.0%","49.2%","29.7%","19.0%","8.6%","2","2.1%","2","40.0%","47.5%","34.5%","18.0%","19.0%","53.0%","28.0%","5497"
"Omar Narvaez","MIL",".308","0.81","25.9%","33.2%","40.9%","10.2%","8.6%","3","2.9%","0","0.0%","37.4%","35.5%","27.2%","19.5%","55.0%","25.6%","13338"
"Ke'Bryan Hayes","PIT",".321","2.24","18.1%","56.7%","25.3%","2.9%","8.6%","13","8.3%","0","0.0%","24.2%","43.7%","32.1%","18.8%","45.5%","35.7%","18577"
"Ben Gamel","- - -",".329","0.77","28.8%","30.9%","40.3%","4.3%","8.5%","4","5.6%","5","62.5%","39.0%","37.3%","23.7%","12.4%","53.5%","34.0%","12160"
"David Dahl","TEX",".269","1.51","20.8%","47.7%","31.5%","10.6%","8.5%","1","1.4%","0","0.0%","38.0%","41.3%","20.7%","15.3%","52.7%","32.0%","13744"
"Charlie Culberson","TEX",".307","1.46","21.2%","46.7%","32.1%","10.2%","8.5%","7","8.1%","0","0.0%","43.1%","33.0%","23.9%","16.5%","57.4%","26.1%","3298"
"Willians Astudillo","MIN",".221","0.96","17.3%","40.6%","42.1%","20.5%","8.4%","2","2.5%","0","0.0%","42.1%","32.0%","25.9%","24.4%","51.3%","24.4%","15608"
"Jacob Stallings","PIT",".297","1.35","23.1%","44.1%","32.8%","3.2%","8.4%","4","3.1%","1","100.0%","38.8%","39.2%","22.0%","15.5%","50.9%","33.7%","13723"
"Wander Franco","TBR",".311","1.32","20.4%","45.3%","34.3%","8.3%","8.3%","11","9.9%","0","0.0%","35.9%","39.6%","24.5%","16.3%","54.7%","29.0%","23667"
"Harold Ramirez","CLE",".301","1.79","17.1%","53.1%","29.7%","10.6%","8.2%","15","9.9%","0","0.0%","30.1%","43.4%","26.6%","17.1%","47.6%","35.3%","14387"
"Yuli Gurriel","HOU",".336","1.05","20.3%","40.9%","38.8%","14.1%","8.2%","8","4.1%","0","0.0%","36.1%","38.6%","25.3%","16.9%","49.4%","33.8%","19198"
"Donovan Solano","SFG",".321","1.19","25.7%","40.3%","34.0%","2.3%","8.1%","8","7.8%","0","0.0%","37.4%","35.0%","27.6%","12.2%","58.3%","29.5%","8623"
